restaurant	x	y
r1	21630	14441
r2	21184	16963
r3	24319	18527
r4	26333	14194
r5	21675	20727
r6	23684	17328
r7	22758	10250
r8	20802	17028
r9	24101	14000
r10	21738	15308
r11	25931	13316
r12	25207	16155
r13	22011	17731
r14	24723	12953
r15	22840	18891
r16	24909	14907
r17	22282	21760
r18	23902	17866
r19	28883	3789
r20	25182	15463
r21	25808	14080
r22	21046	21981
r23	24051	13450
r24	24599	13704
r25	21854	15886
r26	23164	16875
r27	21146	11448
r28	18822	16882
r29	24660	18001
r30	22112	15676
r31	25215	14191
r32	25204	15392
r33	23219	14005
r34	20839	21569
r35	25204	12409
r36	25485	12572
r37	25494	15308
r38	22332	22578
r39	25964	12646
r40	23620	17340
r41	21886	15877
r42	20940	22170
r43	25633	14101
r44	18421	17468
r45	26639	13157
r46	24382	18915
r47	24033	16233
r48	21646	15934
r49	23650	16438
r50	26056	14050
r51	19255	16856
r52	20718	22105
r53	25018	17134
r54	20580	21769
r55	24811	11504
r56	22327	20325
r57	23735	19685
r58	25400	13627
r59	24409	19156
r60	24636	17897
r61	28518	2762
r62	20766	17288
r63	25558	13715
r64	22540	12795
r65	9188	27310
r66	22286	16650
r67	24395	18822
r68	26025	11223
r69	28930	3726
r70	23927	19216
r71	23776	8057
r72	19682	20091
r73	24073	15987
r74	17518	22524
r75	18011	17669
r76	24990	14343
r77	26034	11343
r78	24490	18268
r79	24652	12622
r80	23961	16039
r81	25925	14910
r82	25860	13345
r83	25961	14402
r84	22866	13735
r85	23578	19935
r86	22048	17782
r87	24062	13301
r88	14554	25792
r89	25316	14173
r90	26065	14863
r91	23548	13192
r92	26254	14077
r93	24203	10987
r94	21104	21733
r95	25687	14702
r96	23642	19804
r97	27894	3677
r98	21607	15582
r99	22756	20487
r100	25753	10566
r101	25533	13890
r102	23341	10285
r103	21613	15980
r104	25653	13848
r105	26176	14127
r106	23836	17907
r107	25400	13726
r108	23650	18805
r109	24105	16319
r110	19073	22179
r111	22844	19357
r112	24024	12587
r113	18608	35352
r114	18675	25423
r115	19768	17685
r116	18620	25817
r117	24063	19962
r118	24064	20416
