courier	x	y	on_time	off_time
c1	24017	13254	0	180
c2	16326	17122	0	180
c3	20568	22712	0	180
c4	17866	9612	0	180
c5	20615	8872	0	180
c6	20571	8910	0	180
c7	24051	13294	0	180
c8	25880	15704	0	180
c9	18624	21358	0	180
c10	24778	5593	0	240
c11	26320	4374	0	240
c12	28109	1085	0	240
c13	28099	1042	0	240
c14	25566	19342	30	60
c15	17034	17665	30	180
c16	18715	19430	30	240
c17	24796	13869	45	180
c18	5601	19003	60	90
c19	24463	19887	60	123
c20	20338	15785	60	240
c21	23235	10147	60	240
c22	16954	15433	60	240
c23	23475	17751	60	240
c24	19333	7454	60	240
c25	18749	18135	60	240
c26	16885	6514	60	240
c27	21035	15506	60	240
c28	25236	19736	60	240
c29	20308	15853	60	240
c30	22577	14376	60	240
c31	12041	33780	60	240
c32	26241	19632	60	240
c33	22082	9428	60	240
c34	18421	18207	60	240
c35	13252	28730	60	240
c36	13217	28764	60	240
c37	17749	15176	60	240
c38	16928	15432	60	240
c39	22516	14922	60	240
c40	19553	10663	60	240
c41	23265	23351	60	240
c42	20605	15453	60	240
c43	26396	17118	60	240
c44	16161	8096	60	240
c45	17566	21167	60	240
c46	22540	14870	60	240
c47	18747	18174	60	240
c48	16979	15469	60	240
c49	24828	8951	60	240
c50	19741	12831	60	240
c51	18733	22864	60	240
c52	17769	15164	60	240
c53	19487	10663	60	240
c54	23224	10155	60	240
c55	25290	19707	60	240
c56	19541	10608	60	240
c57	18333	20471	60	257
c58	17921	8585	60	300
c59	26306	6562	75	240
c60	18771	12161	85	300
c61	23032	13716	105	597
c62	17578	16510	120	225
c63	24433	18302	120	300
c64	16608	10536	120	300
c65	18851	17893	120	300
c66	24453	18291	120	300
c67	23319	13706	120	300
c68	18865	17872	120	300
c69	18268	19766	120	360
c70	18183	19767	120	360
c71	21593	13096	120	360
c72	17754	18804	120	360
c73	18241	19738	120	360
c74	25259	21641	120	360
c75	21381	12029	120	360
c76	26130	15916	165	255
c77	26041	19209	165	300
c78	27248	8180	190	420
c79	28968	11704	210	480
c80	18909	22918	240	420
c81	24425	11109	240	420
c82	5805	26550	240	420
c83	25052	19422	240	420
c84	20981	6998	240	420
c85	4	26451	240	420
c86	19440	17077	240	420
c87	20633	4890	240	420
c88	19440	12995	240	420
c89	24215	17820	240	420
c90	0	26482	240	420
c91	21803	7926	240	420
c92	17707	1	240	420
c93	3	26514	240	420
c94	18759	21989	240	420
c95	21259	22360	240	440
c96	16775	10880	240	480
c97	19334	15431	240	480
c98	23447	21573	240	480
c99	19271	20272	240	480
c100	16833	15625	240	480
c101	25452	18234	240	480
c102	19021	22603	240	480
c103	16007	20080	240	480
c104	25441	18232	240	480
c105	16853	15585	240	480
c106	20702	14765	240	480
c107	20525	20785	240	480
c108	20493	20800	240	480
c109	25564	17308	240	540
c110	26603	3608	270	420
c111	24976	22285	270	480
