courier	x	y	on_time	off_time
c1	5671	7489	474	564
c2	5723	7447	474	714
c3	6282	10757	489	609
c4	8429	8158	489	609
c5	7749	6916	519	639
c6	7734	6951	519	639
c7	7791	6922	519	759
c8	7737	6901	564	804
c9	7898	11530	579	759
c10	7826	6915	594	684
c11	8476	8164	594	684
c12	9299	9020	594	774
c13	9301	9012	594	774
c14	8416	8149	594	774
c15	8260	7098	609	729
c16	7820	6911	609	729
c17	8182	7076	609	729
c18	2792	8581	609	789
c19	2835	8617	609	789
c20	4879	8706	624	864
c21	4952	8675	624	864
c22	8075	6301	624	864
c23	7785	6902	639	759
c24	7823	6905	639	759
c25	7729	6953	639	759
c26	8315	9198	639	759
c27	8347	9282	639	759
c28	7873	6947	654	774
c29	2229	8748	654	834
c30	2183	8803	654	834
c31	4224	8667	669	789
c32	537	5515	669	789
c33	9224	10594	669	789
c34	4097	8847	669	789
c35	4090	6811	669	789
c36	493	5552	669	789
c37	4231	8687	669	909
c38	9199	10552	669	909
c39	4294	8720	669	909
c40	5690	9332	684	804
c41	5621	9362	684	804
c42	8176	9225	684	804
c43	9290	10442	684	804
c44	4383	8211	684	804
c45	7993	5497	699	789
c46	6193	10809	699	819
c47	7279	6683	699	819
c48	7310	6687	699	819
c49	7086	7723	699	819
c50	8840	9413	699	879
c51	7266	6742	699	879
c52	2165	8825	714	894
c53	9439	9818	714	894
c54	2170	8764	714	894
c55	9076	8337	714	894
c56	9111	8282	714	894
c57	8211	8993	714	894
c58	6904	8810	714	894
c59	8408	9236	729	969
c60	7751	6869	729	969
c61	7744	6865	729	969
c62	8794	11384	744	984
c63	3686	6786	744	984
c64	8325	7730	744	984
c65	2244	8784	759	939
c66	7922	6926	759	939
c67	7929	6902	759	939
c68	7906	6905	759	939
c69	9254	10584	774	894
c70	8153	9211	819	939
c71	8170	9213	819	939
c72	521	5511	819	939
c73	483	5578	819	939
c74	7196	10571	819	939
c75	502	5525	819	999
c76	46	7985	819	999
c77	9395	9843	819	999
c78	465	5538	819	999
c79	7885	6879	834	924
c80	2220	8807	834	924
c81	2232	8809	834	924
c82	4454	8714	834	954
c83	6785	6475	834	954
c84	7928	6934	834	954
c85	6824	6439	834	954
c86	2243	8797	834	954
c87	7928	6895	834	1014
c88	7878	6957	834	1014
c89	8295	7738	834	1014
c90	8151	6140	849	969
c91	9547	7577	849	1029
c92	9542	7541	849	1029
c93	2204	8768	849	1029
c94	7958	6902	864	1044
c95	9218	10579	894	984
c96	9447	9823	894	984
c97	9402	9869	909	1089
c98	4355	8228	909	1089
c99	2229	8787	909	1089
c100	4434	8685	924	1104
c101	4423	8722	924	1104
c102	9059	8927	924	1104
c103	4377	8689	924	1104
c104	7972	9365	924	1104
c105	4406	8669	924	1104
c106	8334	9237	939	1059
c107	8293	9196	939	1059
c108	9400	9874	939	1059
c109	3742	8848	984	1164
c110	9223	10451	984	1164
c111	8180	9390	984	1164
c112	7218	10601	984	1224
c113	9057	10651	984	1224
c114	9068	10708	984	1224
c115	7184	10576	984	1224
c116	4961	8721	984	1224
c117	8859	10186	984	1224
c118	9304	10417	984	1224
c119	8278	7760	999	1179
c120	8336	7717	999	1179
c121	8077	6317	999	1179
c122	5566	10623	999	1239
c123	2947	8653	999	1239
c124	5578	10609	999	1239
c125	8031	6346	999	1239
c126	5258	7402	999	1239
c127	2951	8589	999	1239
c128	3964	6965	1029	1209
c129	7945	5983	1029	1209
c130	8252	9228	1029	1209
c131	3869	6847	1029	1209
c132	7884	6928	1029	1209
c133	2252	8759	1029	1209
c134	7901	5933	1029	1209
c135	2212	8830	1029	1209
c136	6849	8756	1029	1209
c137	8489	9026	1029	1209
c138	6924	8785	1029	1209
c139	9311	8986	1029	1269
c140	7771	6923	1044	1134
c141	7758	6900	1044	1134
c142	6934	8755	1044	1224
c143	6249	10870	1044	1224
c144	8879	9422	1044	1224
c145	8874	10161	1044	1224
c146	8902	10248	1044	1224
c147	9017	10676	1044	1224
c148	9279	10468	1044	1224
c149	9972	6620	1059	1239
c150	1392	8097	1059	1239
c151	9029	10753	1059	1239
c152	9989	6642	1059	1239
c153	7014	10575	1059	1299
c154	9267	10430	1059	1299
c155	7054	10534	1059	1299
c156	7884	6893	1059	1299
c157	9007	10669	1059	1299
c158	9257	10409	1059	1299
c159	7017	10538	1059	1299
c160	10028	6633	1059	1299
c161	8875	9366	1074	1194
c162	8098	6055	1074	1194
c163	8337	7752	1074	1194
c164	9101	10605	1074	1194
c165	8311	7720	1074	1194
c166	8124	6149	1074	1194
c167	9056	10677	1074	1194
c168	8915	9434	1089	1329
c169	8230	11557	1089	1329
c170	8187	11631	1089	1329
c171	8163	8980	1089	1329
c172	8721	7476	1089	1329
c173	8846	9435	1089	1329
c174	1429	8030	1104	1194
c175	9127	10682	1104	1194
c176	9300	10566	1104	1194
c177	8366	7751	1119	1359
c178	3988	6597	1119	1359
c179	1458	8025	1119	1359
c180	3967	6659	1119	1359
c181	8204	9276	1164	1284
c182	5353	9323	1164	1284
c183	8141	7244	1164	1284
c184	8199	7254	1164	1284
c185	8820	9438	1194	1284
c186	8015	9359	1194	1284
c187	9086	10604	1194	1284
c188	8824	9387	1194	1284
c189	8153	6147	1194	1284
c190	8083	6130	1239	1359
c191	7928	9676	1239	1359
c192	7802	6750	1239	1359
c193	7868	6939	1239	1359
c194	2236	8790	1239	1359
c195	7940	9655	1239	1359
c196	7935	9644	1239	1359
c197	7977	9686	1239	1359
c198	8030	4706	1239	1359
c199	2233	8811	1239	1359
c200	9360	8843	1254	1344
c201	8592	9089	1254	1344
c202	9464	9117	1254	1374
c203	4374	8668	1254	1374
c204	9376	8846	1254	1374
c205	4461	8736	1254	1374
c206	9425	8891	1254	1374
c207	9398	8891	1254	1374
c208	4402	8751	1254	1374
c209	7931	11507	1269	1389
c210	7883	9620	1269	1389
c211	8948	9258	1269	1389
c212	8935	9188	1269	1389
c213	7904	9668	1269	1389
c214	3909	6634	1269	1389
c215	3920	6659	1269	1389
c216	6863	8987	1284	1404
c217	9268	10423	1284	1464
c218	7940	9690	1284	1464
c219	7985	9739	1284	1464
c220	9032	10624	1284	1464
c221	8829	9433	1299	1389
c222	7915	6969	1299	1389
c223	6845	8898	1314	1404
c224	8077	6098	1329	1419
