restaurant	x	y
r1	21301	23082
r2	21559	16644
r3	24718	15077
r4	24747	19758
r5	25725	14317
r6	24227	20733
r7	21641	18103
r8	22560	23973
r9	25490	15939
r10	21656	22969
r11	24491	20702
r12	18804	26311
r13	23531	21472
r14	25968	16159
r15	12174	31145
r16	25618	16015
r17	23132	19042
r18	23045	13696
r19	28611	5915
r20	24604	15892
r21	21160	19182
r22	22741	22029
r23	22128	21979
r24	22856	21027
r25	21575	22947
r26	24366	19517
r27	25153	14644
r28	25141	16410
r29	19693	21509
r30	24391	21097
r31	25843	16294
r32	20790	23779
r33	19122	20404
r34	25484	14216
r35	24414	21056
r36	20910	24350
r37	24036	22593
r38	26328	16409
r39	24578	20148
r40	25669	16464
r41	21606	16645
r42	26700	16024
r43	24379	20812
r44	24649	20015
r45	25903	16860
r46	24076	14666
r47	21825	18260
r48	19999	24750
r49	24991	19324
r50	18398	20936
r51	25414	15881
r52	25607	16269
r53	19818	19849
r54	25120	17635
r55	22212	23960
r56	24688	13733
r57	24037	15613
r58	22177	17493
r59	22253	23919
r60	23379	12403
r61	24024	14612
r62	24071	18456
r63	24406	20443
r64	21977	19944
r65	24367	21362
r66	20546	23979
r67	25631	17203
r68	22438	17436
r69	22279	21551
r70	22155	17820
r71	24632	19890
r72	25831	15046
r73	21134	13680
r74	24356	21308
r75	24006	17624
r76	24607	14869
r77	27529	570
r78	23894	20003
r79	19165	19000
r80	25555	16099
r81	19281	20676
r82	23119	24846
r83	22326	20770
r84	23812	9380
r85	25857	13243
r86	23687	21796
r87	24962	16522
r88	19600	23150
r89	25845	13464
r90	25257	11978
r91	23681	20226
r92	25231	17572
r93	25184	18262
r94	23251	20650
r95	24633	20084
r96	23533	21799
r97	25867	16581
r98	23768	20049
r99	19621	22332
r100	24199	13108
r101	25927	13461
r102	19632	23162
r103	20830	19201
r104	21568	18249
r105	23737	18191
r106	23610	19180
r107	21652	18193
r108	22031	19917
r109	21040	24159
r110	25796	16762
r111	14835	29718
r112	25918	16811
r113	19846	19788
r114	23985	19175
r115	22508	14998
r116	21855	18055
r117	21711	17534
r118	24062	18443
r119	23423	21553
r120	25473	17489
r121	21832	18287
r122	26624	15385
r123	25895	15513
r124	22346	22442
r125	24384	20935
r126	24243	22189
r127	24010	15323
r128	22854	15918
r129	23590	22096
r130	19964	19519
r131	24110	19929
r132	23892	21420
r133	22770	12446
r134	24098	13277
r135	19692	19051
r136	25825	14938
r137	20728	19424
r138	18311	19652
r139	23012	24287
r140	18786	18999
r141	25955	16559
r142	25364	15856
r143	23992	19842
r144	22361	20677
r145	23263	16201
r146	9128	29496
r147	21492	9473
r148	23622	21077
r149	24344	21820
r150	22956	16313
r151	26223	15493
r152	22319	24704
r153	23488	15062
r154	25415	14685
r155	24068	18851
r156	18431	23137
r157	22803	12255
r158	23514	15415
r159	22292	18897
r160	23860	19976
r161	25204	16377
r162	23660	19585
r163	18025	19826
r164	25832	15417
r165	20892	24363
r166	23611	20989
r167	23726	10242
r168	26178	16353
r169	22433	25638
r170	23234	12409
r171	17515	24711
r172	24950	17080
r173	25929	16890
r174	21610	18242
r175	21075	11352
r176	22391	12438
r177	25899	17133
r178	25119	17963
r179	22758	22314
r180	24683	20732
r181	26251	16207
r182	25677	16270
r183	22812	21551
r184	23980	18215
r185	20388	24762
r186	26023	16159
r187	9068	29540
r188	20819	16965
r189	25900	17134
r190	19871	19103
r191	23937	19115
r192	24122	14665
r193	23943	21513
r194	23509	22089
r195	21602	17786
r196	19960	19547
r197	24022	21534
r198	23138	21500
r199	29252	5863
r200	25982	14830
r201	25755	14292
r202	26161	16896
r203	22731	19878
r204	24647	20014
r205	27244	12886
r206	23187	12428
r207	24344	20796
r208	24088	15490
r209	24360	20763
r210	24072	18165
r211	24020	18506
r212	21681	16599
r213	21368	17497
r214	23519	19528
r215	23638	21993
r216	21141	20707
r217	19095	24375
r218	18161	19085
r219	25369	15972
r220	24180	9815
r221	25171	17602
r222	25708	12702
r223	22756	15363
r224	18375	23947
r225	26049	17031
r226	25341	14734
r227	25200	16497
r228	24885	19111
r229	20886	24370
r230	0	32104
r231	22378	25939
r232	25832	13546
r233	20954	11300
r234	25414	16054
r235	20000	20301
r236	24088	22145
r237	21097	11355
r238	20667	24254
