restaurant	x	y
r1	29975	14861
r2	27914	16301
r3	28608	19602
r4	23924	19654
r5	25836	16341
r6	30093	14877
r7	29422	15706
r8	26305	16035
r9	29762	14304
r10	29923	14492
r11	4094	52837
r12	25455	17380
r13	25005	16075
r14	30319	14590
r15	29678	14169
r16	25744	14833
r17	29935	14618
r18	25377	11884
r19	27624	10572
r20	27870	20181
r21	25024	17419
r22	28326	14368
r23	25997	16275
r24	29760	14091
r25	29650	12876
r26	26599	18877
r27	28576	18930
r28	30110	15271
r29	28409	18914
r30	27944	7595
r31	27713	19702
r32	26269	18121
r33	28967	13330
r34	25806	14879
r35	25574	13436
r36	26037	16262
r37	28604	19145
r38	29289	17514
r39	24613	22896
r40	26440	22103
r41	29771	13416
r42	26525	10593
r43	24995	21898
r44	29574	14104
r45	29874	15415
r46	29805	14198
r47	28712	18940
r48	27361	17237
r49	27158	14445
r50	26197	16486
r51	28902	18066
r52	28308	16757
r53	28532	18963
r54	30113	11405
r55	26930	14827
r56	29743	15649
r57	27464	10631
r58	26062	16469
r59	26438	22167
r60	22284	18005
r61	25332	11870
r62	25548	21321
r63	25847	16429
r64	28580	19243
r65	28958	11904
r66	29974	13293
r67	26398	15699
r68	29416	14639
r69	25826	16371
r70	27056	19265
r71	27499	13112
r72	25357	9567
r73	25129	22514
r74	28810	18406
r75	28576	18933
r76	32460	4165
r77	21870	14839
r78	25751	18417
r79	27950	13025
r80	28891	18159
r81	28228	17397
r82	28182	13784
r83	29159	15281
r84	28330	12802
r85	26544	18279
r86	28828	12408
r87	29427	12672
r88	25080	9517
r89	27323	19704
r90	24220	22934
r91	28934	17973
r92	28202	19752
r93	28164	19632
r94	25873	21200
r95	23450	17218
r96	23814	20498
r97	27918	8436
r98	28303	18078
r99	28520	17757
r100	24091	17231
r101	27239	11857
r102	24781	15615
r103	29270	12772
r104	30166	14738
r105	28609	18598
r106	25005	17663
r107	25199	22560
r108	27073	10434
r109	29931	10963
r110	28665	19336
r111	27805	16822
r112	22449	15648
r113	30214	14407
r114	30025	14468
r115	28218	15758
r116	29415	12675
r117	29982	11701
r118	25750	7616
r119	30068	14485
r120	23042	17221
r121	26482	22974
r122	28983	13000
r123	23832	21308
r124	12375	32618
r125	28263	18075
r126	23945	17285
r127	29440	14517
r128	27344	22984
r129	26524	20651
r130	28261	13852
r131	26239	18103
r132	23325	18501
r133	30064	13224
r134	32773	4093
r135	27855	13632
r136	25271	9530
r137	33100	4147
r138	26958	20842
r139	27747	20264
r140	28789	13028
r141	29699	14071
r142	30199	11570
r143	27884	18485
r144	25824	21110
r145	25245	22300
r146	22578	17824
r147	28491	17923
r148	26981	19671
r149	13348	27718
r150	13320	27782
r151	4585	33657
r152	26355	20143
r153	27165	8645
r154	25127	9478
r155	27885	16763
r156	28546	14121
r157	22883	22889
r158	16378	29372
r159	30270	13528
r160	29979	12892
r161	26485	19679
r162	28945	13262
r163	23955	18046
r164	26824	22116
r165	26955	18126
r166	22619	22077
r167	24583	22686
r168	28843	18215
r169	28306	16605
r170	21726	19774
r171	29843	15713
r172	26976	20167
r173	27028	20488
r174	30071	12104
r175	14432	43458
r176	28762	14076
r177	29485	13620
r178	28181	13835
r179	30765	13591
r180	29452	10153
r181	28104	17286
r182	26285	10648
r183	30064	14673
r184	26531	12986
r185	25391	18914
r186	29311	16168
r187	26911	10663
r188	30025	13623
r189	29154	17355
r190	27630	20427
r191	33488	4001
r192	27874	17358
r193	26019	15691
r194	28474	11390
r195	29749	12978
r196	27074	14104
r197	24118	17904
r198	26333	10663
r199	29377	16542
r200	21794	22908
r201	28294	13658
r202	28174	17375
r203	28102	18204
r204	28964	13190
r205	24143	17755
r206	28196	17765
r207	28608	19510
r208	28050	18299
r209	25787	16372
r210	4173	30311
r211	27517	18817
r212	25378	22110
r213	25763	17269
r214	27653	19708
r215	17195	27753
r216	29386	13592
r217	27931	20041
r218	30175	14969
r219	29587	13954
r220	29319	13679
r221	30091	13749
r222	29361	12782
r223	25959	14788
r224	25003	14922
r225	22390	17217
r226	27792	13273
r227	3961	53162
r228	28271	13440
r229	29471	13447
r230	29866	12451
r231	30064	13210
r232	18799	26175
r233	28234	16306
r234	26078	16481
r235	28313	11384
r236	25740	23715
r237	30362	13833
r238	28635	20060
r239	23355	22153
r240	28182	13008
r241	28234	16381
r242	28234	17092
r243	20178	32975
r244	32656	3196
r245	26788	13244
r246	25923	16395
r247	22062	18922
r248	25740	15662
r249	30048	13145
r250	26122	21304
r251	27757	20302
r252	29968	12525
r253	26584	19154
r254	27390	20856
r255	27947	17775
r256	30033	13006
r257	22864	35725
r258	27409	20854
r259	27447	10620
r260	33090	4101
r261	28840	18269
r262	25192	22555
r263	27453	14420
r264	19589	35302
r265	30382	15061
r266	16803	24975
r267	26514	17006
r268	23318	22538
r269	30167	13011
r270	32103	4042
r271	30234	15202
r272	28220	16563
r273	27903	18920
r274	26628	15584
r275	28242	20304
r276	29525	12550
r277	30234	11756
r278	28897	18913
r279	25628	15710
r280	30151	13808
r281	27256	22479
r282	30027	14788
r283	29959	12473
r284	28091	18256
r285	28428	20370
r286	28802	12993
r287	26904	21337
r288	29897	14469
r289	28234	18543
r290	29369	12684
r291	23295	22329
r292	29337	16422
r293	24210	17758
r294	24735	22151
r295	29405	14733
r296	27805	19999
r297	28888	13266
r298	30080	13036
r299	26583	19026
r300	29497	15708
r301	28862	18174
r302	28233	19794
r303	30268	14442
r304	29363	12835
r305	28854	13481
r306	27586	17310
r307	30091	15046
r308	29397	15812
r309	29416	12978
r310	22598	22899
r311	23321	22591
r312	29646	14178
r313	24969	22507
r314	27846	17725
r315	17752	31065
r316	13785	36687
r317	25996	22088
r318	30942	14300
r319	29910	15005
r320	24870	15658
r321	27593	17125
r322	22293	16421
r323	27516	13820
