courier	x	y	on_time	off_time
c1	26695	13465	0	240
c2	31019	13585	0	240
c3	27333	14314	15	195
c4	26735	13527	15	195
c5	27333	14328	15	255
c6	26706	13452	15	255
c7	27318	14346	30	120
c8	28751	16280	30	120
c9	29083	16824	30	120
c10	29187	13030	30	210
c11	28740	16332	30	210
c12	28684	16348	30	210
c13	29054	16837	30	210
c14	29185	15743	30	210
c15	29811	17023	45	285
c16	29811	16985	45	285
c17	29729	16976	45	285
c18	26085	21173	45	285
c19	26804	15051	45	285
c20	27289	14364	45	285
c21	26109	21211	45	285
c22	29088	16888	45	285
c23	30289	13248	60	300
c24	27385	14324	75	315
c25	27307	14365	75	315
c26	27498	16688	75	315
c27	15388	42103	75	315
c28	30663	12726	75	315
c29	26953	14320	75	315
c30	29541	17514	75	315
c31	26755	19750	75	315
c32	30941	12297	75	315
c33	30930	12295	75	315
c34	30663	12819	90	180
c35	29823	16713	90	180
c36	30635	12775	90	180
c37	17329	27939	90	180
c38	17278	27938	90	180
c39	28059	17824	90	210
c40	28010	17810	90	270
c41	28598	18351	105	345
c42	28675	16288	105	345
c43	28054	7279	105	345
c44	28094	7241	105	345
c45	26993	14896	105	345
c46	31064	13911	120	240
c47	30330	13257	120	240
c48	30351	13292	120	240
c49	34030	2815	120	240
c50	27003	14962	120	300
c51	30303	13301	120	300
c52	30292	13266	120	300
c53	26796	13456	135	375
c54	29017	16878	135	375
c55	26955	15060	135	375
c56	27002	15114	135	375
c57	31104	11634	135	375
c58	27420	20768	135	375
c59	17769	23517	150	240
c60	17719	23548	150	240
c61	34048	2833	150	240
c62	27159	16728	150	240
c63	29559	17622	150	270
c64	28053	7221	150	270
c65	28773	16283	165	405
c66	30336	13250	165	405
c67	28738	16293	180	420
c68	29039	16844	180	420
c69	31469	13203	210	390
c70	28050	7227	210	390
c71	14272	26338	210	450
c72	28028	7224	210	450
c73	14242	26422	210	450
c74	31482	13213	210	450
c75	31432	13185	240	420
c76	31437	13224	240	420
c77	26263	17553	240	420
c78	31162	13392	255	345
c79	31111	13383	255	345
c80	27392	20773	270	360
c81	30916	11924	270	360
c82	26976	14897	270	360
c83	27395	20750	270	360
c84	27421	20720	270	360
c85	29271	16727	270	360
c86	29812	17017	270	360
c87	33387	2724	270	390
c88	29523	17554	300	540
c89	26743	13462	300	540
c90	29528	17517	300	540
c91	27360	18720	300	540
c92	28961	16867	300	540
c93	27567	17559	300	540
c94	28653	18335	300	540
c95	31142	13407	300	540
c96	29246	16708	300	540
c97	29834	16734	300	540
c98	28660	18316	300	540
c99	28585	18359	315	405
c100	28612	18335	315	435
c101	26727	15037	315	435
c102	28040	9126	315	555
c103	26283	8162	345	525
c104	26222	8192	345	525
c105	26211	8204	345	525
c106	29223	16701	360	600
c107	26255	20688	360	600
c108	26238	20780	360	600
c109	29371	17558	360	600
c110	26844	19781	360	600
c111	24405	15873	360	600
c112	7877	32471	360	600
c113	29493	17907	360	600
c114	26776	19811	360	600
c115	28667	11900	375	495
