restaurant	x	y
r1	28834	11740
r2	31441	13185
r3	27502	16698
r4	28992	16905
r5	26051	21220
r6	23834	21491
r7	26771	15007
r8	26244	10509
r9	30964	13524
r10	26785	15000
r11	28539	18382
r12	30933	11098
r13	29897	10491
r14	28043	17907
r15	30574	11592
r16	15347	42083
r17	27493	18313
r18	34001	2801
r19	28858	18631
r20	28289	15848
r21	33450	2735
r22	27383	20779
r23	26903	14289
r24	29232	15738
r25	29886	16569
r26	28761	18620
r27	26782	15940
r28	27529	19289
r29	17315	27954
r30	25700	14294
r31	30199	16158
r32	27924	19158
r33	30267	11490
r34	14316	26327
r35	28240	18368
r36	28849	15009
r37	30979	11623
r38	29118	12419
r39	31156	13806
r40	30313	14367
r41	28933	7005
r42	30674	14372
r43	24937	18341
r44	27029	19953
r45	27171	9253
r46	5447	32318
r47	14715	35267
r48	27026	15065
r49	31049	11660
r50	29082	16008
r51	26286	20779
r52	28797	15400
r53	30974	13553
r54	28348	19492
r55	25707	20773
r56	23556	16455
r57	31079	13762
r58	30768	11130
r59	29693	17586
r60	18122	26447
r61	30813	14034
r62	26975	20786
r63	27344	20741
r64	29223	12410
r65	5139	28910
r66	26061	21121
r67	22712	21568
r68	25163	21557
r69	29508	16407
r70	30606	12666
r71	26264	17547
r72	31135	13399
r73	28562	9252
r74	28704	11824
r75	25060	16364
r76	32356	3840
r77	24838	19961
r78	25912	16316
r79	29535	18046
r80	29318	10014
r81	30978	10046
r82	24782	19091
r83	29854	16824
r84	31004	11841
r85	31136	10237
r86	29572	18250
r87	26251	8179
r88	28504	11763
r89	33056	2679
r90	29752	12674
r91	29134	16007
r92	29209	14977
r93	28888	16333
r94	23573	20752
r95	30620	11065
r96	29844	12060
r97	30354	15027
r98	28853	17517
r99	28385	9257
r100	30732	12850
r101	30321	15198
r102	29211	15328
r103	30837	13114
r104	25477	21287
r105	29841	16878
r106	27287	14249
r107	31425	13071
r108	30673	12761
r109	28858	15961
r110	28200	10501
r111	27917	12175
r112	26767	16185
r113	24940	16635
r114	28601	19038
r115	28414	17468
r116	34399	2689
r117	18645	29662
r118	26304	8192
r119	30429	13179
r120	31800	12883
r121	28444	13059
r122	33791	2730
r123	30370	8738
r124	29549	17756
r125	27729	11803
r126	30614	12833
