courier	x	y	on_time	off_time
c1	24388	21027	0	20
c2	27773	9966	0	45
c3	22258	20472	0	180
c4	28965	21312	0	180
c5	29636	19303	0	180
c6	25098	10913	0	180
c7	28513	12350	0	180
c8	25149	10897	0	180
c9	32683	12953	0	180
c10	32392	12155	0	180
c11	28950	21340	0	180
c12	28555	12410	0	180
c13	32630	12655	0	180
c14	32399	12190	0	180
c15	26320	18785	0	180
c16	27690	18966	0	180
c17	32426	12215	0	180
c18	27652	18990	0	180
c19	24492	20340	0	180
c20	30648	10932	0	180
c21	28878	21310	0	180
c22	29228	8475	0	180
c23	27759	18656	0	180
c24	29302	14797	0	180
c25	29663	19321	0	180
c26	31123	15322	0	180
c27	30726	10933	0	180
c28	27623	18914	0	180
c29	28616	15415	0	180
c30	24297	1291	0	240
c31	34102	933	0	240
c32	34585	2777	0	240
c33	33623	8908	0	240
c34	28499	1680	0	240
c35	24885	6125	0	240
c36	29946	0	0	240
c37	34120	852	0	240
c38	24373	1350	0	240
c39	29949	0	0	240
c40	23125	8624	15	180
c41	30171	18779	60	105
c42	22646	19938	60	120
c43	32442	14225	60	228
c44	26130	13082	60	240
c45	21512	10129	60	240
c46	24093	21581	60	240
c47	28912	13300	60	240
c48	27009	15609	60	240
c49	22555	9512	60	240
c50	28145	20051	60	240
c51	30798	21054	60	240
c52	22563	8796	60	240
c53	22294	9666	60	240
c54	21520	10166	60	240
c55	23854	21385	60	240
c56	33646	12310	60	240
c57	12225	19711	60	240
c58	22846	9862	60	240
c59	21001	21823	60	240
c60	22589	9652	60	240
c61	16505	23461	60	240
c62	21494	10191	60	240
c63	13016	19373	60	240
c64	28131	20032	60	240
c65	25280	7466	60	240
c66	28157	20051	60	240
c67	27711	14179	60	240
c68	25103	8718	60	240
c69	27141	11418	60	240
c70	30005	13358	60	240
c71	22107	9823	60	240
c72	24984	19989	60	240
c73	21545	10138	60	240
c74	22376	17407	60	240
c75	16458	23416	60	240
c76	24955	20983	60	240
c77	29795	18905	60	240
c78	30184	18392	60	240
c79	25060	8731	60	240
c80	21268	8471	60	240
c81	26969	15613	60	240
c82	30029	13349	60	240
c83	27708	14851	60	240
c84	31031	16352	60	240
c85	23822	21382	60	240
c86	22376	17379	60	240
c87	27266	20562	60	240
c88	13017	19304	60	240
c89	31238	8461	60	240
c90	24089	21595	60	240
c91	27192	20519	60	240
c92	26130	13153	60	240
c93	26224	8324	60	240
c94	27216	20567	60	240
c95	24994	20961	60	240
c96	26235	8329	60	240
c97	20975	21845	60	240
c98	22425	17431	60	240
c99	31002	16352	60	240
c100	27853	10535	60	240
c101	27891	17129	60	240
c102	24304	21704	60	240
c103	27033	15636	60	240
c104	25184	7416	60	240
c105	21575	18818	60	240
c106	26103	13063	60	240
c107	27248	20562	60	240
c108	30450	11590	60	240
c109	29168	21252	60	300
c110	29142	21254	60	300
c111	25106	12533	105	240
c112	31519	18815	105	240
c113	31490	18797	105	240
c114	30501	11738	105	240
c115	24313	9113	120	216
c116	27126	1305	120	240
c117	27374	9347	120	240
c118	27320	9311	120	240
c119	21921	18984	120	360
c120	24159	16465	120	360
c121	27120	18912	120	360
c122	21911	19023	120	360
c123	30636	17023	120	360
c124	22675	16492	120	360
c125	24231	16527	120	360
c126	33533	9333	120	360
c127	21608	7569	120	360
c128	31444	10635	120	360
c129	30492	12669	120	360
c130	31441	10621	120	360
c131	28932	21763	120	360
c132	30429	13797	120	360
c133	32319	9782	120	360
c134	23384	8003	120	360
c135	23826	19667	120	480
c136	23045	12498	135	225
