courier	x	y	on_time	off_time
c1	29032	16876	0	240
c2	26722	13514	0	240
c3	31387	13321	0	240
c4	31046	13593	0	240
c5	27246	14327	15	195
c6	26731	13564	15	195
c7	27251	14381	15	195
c8	26703	13522	15	255
c9	28995	16919	15	255
c10	28982	16879	15	255
c11	31364	13275	30	120
c12	28957	16883	30	120
c13	27277	14341	30	120
c14	29036	16930	30	120
c15	27327	14337	30	120
c16	28667	16396	30	210
c17	26671	6299	30	210
c18	29007	16889	30	210
c19	26640	6269	30	210
c20	28042	7313	30	210
c21	28046	7261	30	210
c22	29148	15749	30	210
c23	26652	13582	30	210
c24	29126	13030	30	210
c25	29018	16920	45	285
c26	25952	8287	45	285
c27	29724	17058	45	285
c28	25998	21226	45	285
c29	29003	16937	45	285
c30	26696	6328	45	285
c31	27284	14397	45	285
c32	27319	14334	45	285
c33	23766	21578	45	285
c34	29034	16889	45	285
c35	26666	15069	45	285
c36	26678	6327	45	285
c37	26630	6281	45	285
c38	23790	21589	45	285
c39	27393	16679	45	285
c40	26010	8276	45	285
c41	30268	13281	60	300
c42	30320	13292	60	300
c43	33392	2794	75	315
c44	15326	42146	75	315
c45	29177	15738	75	315
c46	29822	16649	75	315
c47	33365	2852	75	315
c48	27368	16741	75	315
c49	26856	14391	75	315
c50	34006	2898	75	315
c51	33969	2900	75	315
c52	26656	17098	75	315
c53	29459	18014	75	315
c54	33997	2821	75	315
c55	26861	20854	75	315
c56	29482	17933	75	315
c57	27994	17905	75	315
c58	33343	2845	75	315
c59	29860	16641	75	315
c60	29425	17647	75	315
c61	26874	14338	75	315
c62	33377	2856	75	315
c63	28744	16384	90	180
c64	29876	10564	90	180
c65	28679	16408	90	180
c66	28797	16387	90	180
c67	29805	10630	90	180
c68	17215	28025	90	180
c69	30872	11125	90	180
c70	28565	18348	90	180
c71	28578	18438	90	180
c72	27959	17890	90	210
c73	29690	17055	90	270
c74	27967	17861	90	270
c75	26955	15002	105	345
c76	27033	15165	105	345
c77	28022	7283	105	345
c78	28644	16374	105	345
c79	28479	18457	105	345
c80	28040	7334	105	345
c81	26867	14995	105	345
c82	28994	16865	105	345
c83	28682	16419	105	345
c84	28610	18393	120	240
c85	13263	31283	120	240
