order	x	y	placement_time	restaurant	ready_time
o1	26960	13846	47	r1	54
o2	21937	13048	47	r2	67
o3	28217	14203	47	r2	67
o4	24176	14881	53	r3	61
o5	20540	18368	58	r4	64
o6	29454	11251	59	r5	87
o7	24682	9419	61	r6	73
o8	22301	12825	61	r6	73
o9	28459	10180	62	r7	118
o10	27468	17647	67	r8	102
o11	25961	15635	67	r9	83
o12	27399	14162	70	r10	91
o13	28190	9972	70	r11	76
o14	27837	9825	72	r12	78
o15	28838	9189	73	r13	89
o16	24536	12136	73	r1	81
o17	28075	16197	74	r14	82
o18	29828	11447	76	r1	81
o19	23743	11470	80	r8	110
o20	20721	21780	81	r15	99
o21	27988	11545	87	r11	108
o22	23625	20322	88	r16	94
o23	25655	11911	90	r17	93
o24	27355	18247	91	r18	116
o25	28350	10163	91	r19	122
o26	26122	12263	93	r2	130
o27	28729	10317	93	r1	104
o28	29080	10994	97	r20	117
o29	24661	10372	99	r21	101
o30	28144	11611	100	r19	136
o31	25993	12638	102	r22	104
o32	28478	9820	102	r7	109
o33	28409	10125	104	r7	110
o34	31423	0	104	r7	109
o35	29412	11286	104	r7	116
o36	26842	12037	106	r6	121
o37	21229	19474	108	r23	120
o38	28119	16495	108	r24	146
o39	29106	12368	109	r25	146
o40	22796	8039	109	r6	115
o41	19576	15834	109	r11	117
o42	27276	13758	109	r26	145
o43	21300	14055	109	r23	127
o44	25454	8932	110	r1	137
o45	28947	11551	110	r7	122
o46	29276	10519	111	r27	123
o47	27056	17845	112	r28	130
o48	27907	9735	113	r29	138
o49	28018	16291	113	r26	149
o50	26154	12265	113	r2	159
o51	25446	9409	113	r1	143
o52	25364	17548	114	r30	116
o53	28578	12489	115	r31	128
o54	26136	10172	116	r32	168
o55	25681	9138	116	r31	131
o56	28597	9573	116	r33	118
o57	27426	16836	117	r22	125
o58	25021	15875	117	r34	125
o59	29784	11168	118	r35	136
o60	28615	10242	118	r29	149
o61	28673	10376	118	r36	155
o62	25753	18039	119	r30	121
o63	27142	9682	120	r37	138
o64	25555	20932	122	r38	135
o65	27729	9609	122	r39	152
o66	28612	10892	122	r40	124
o67	28666	9760	123	r41	128
o68	24945	8214	123	r6	140
o69	23778	12749	124	r40	127
o70	29149	11121	126	r42	143
o71	27262	18323	126	r22	138
o72	28577	10511	126	r40	133
o73	27451	15905	126	r41	128
o74	27309	16931	127	r43	132
o75	26660	10808	127	r37	158
o76	29829	1047	127	r32	145
o77	23829	14890	127	r20	147
o78	29478	4351	127	r32	145
o79	26392	15008	128	r2	155
o80	25850	11992	129	r31	131
o81	25517	9339	129	r32	165
o82	28603	10905	129	r29	149
o83	28260	10065	130	r44	132
o84	24739	18465	130	r28	148
o85	26616	10194	131	r6	147
o86	26379	15527	131	r9	149
o87	28830	10962	131	r12	163
o88	28076	16473	132	r45	152
o89	27199	17282	133	r45	150
o90	25316	21291	133	r46	156
o91	28744	9828	134	r13	174
