restaurant	x	y
r1	7852	9149
r2	6425	10057
r3	7874	8846
r4	10771	3806
r5	2069	8252
r6	9514	6450
r7	8634	10388
r8	3500	6252
r9	8118	8431
r10	5588	6940
r11	7700	6565
r12	6769	8395
r13	7705	6358
r14	7814	6340
r15	8041	8461
r16	9004	10118
r17	5821	10128
r18	9082	10073
r19	7667	6371
r20	7825	8242
r21	7770	5458
r22	6369	10254
r23	4836	8186
r24	9374	7005
r25	3768	6458
r26	8463	5008
r27	7794	8691
r28	7825	4925
r29	8196	7241
r30	8448	6090
r31	5167	8763
r32	5570	6889
r33	9303	7018
r34	9603	8989
r35	6054	10276
r36	8987	10064
r37	6545	5745
r38	8479	8802
r39	8952	10137
r40	5587	6947
r41	7781	5520
r42	8311	6382
r43	9294	2523
r44	8113	8665
r45	9307	9320
r46	9285	8341
r47	8600	10262
r48	8016	4865
r49	8974	7700
r50	7674	6045
r51	9001	9569
r52	9336	9328
r53	8116	8164
r54	7795	7482
r55	8477	8570
r56	9226	9625
r57	8000	7158
r58	8069	6517
r59	3922	8548
r60	8574	7015
r61	4172	7684
r62	2774	5161
r63	7802	4036
r64	6796	5921
r65	7099	9997
r66	6132	10249
r67	6999	7179
r68	4055	6275
r69	3639	6278
r70	9220	9879
r71	7649	9858
r72	7700	6236
r73	9124	8387
r74	7828	4143
r75	8810	5393
r76	6928	10000
r77	5503	8867
r78	6716	8622
r79	9200	8441
r80	9224	9772
r81	7754	5844
r82	3778	3558
r83	7717	6333
r84	9105	9846
r85	8646	5078
r86	5599	6909
r87	6969	8658
r88	3791	6080
r89	7193	9912
r90	1308	7541
