courier	x	y	on_time	off_time
c1	9246	7016	0	90
c2	7933	7343	75	165
c3	7936	7296	75	195
c4	5716	5569	90	180
c5	5748	5556	90	210
c6	8995	7824	165	255
c7	5759	5534	195	285
c8	8969	7801	210	390
c9	7391	8612	210	390
c10	8994	7833	210	390
c11	5754	5561	210	450
c12	7311	8554	210	450
c13	9583	5082	225	345
c14	9330	7098	225	465
c15	9575	5057	240	480
c16	9620	5066	240	480
c17	9576	5061	240	480
c18	3407	4821	255	345
c19	7845	4814	285	375
c20	6856	7038	285	375
c21	6263	8863	300	480
c22	7925	2637	315	405
c23	8663	5624	315	405
c24	9288	7129	315	405
c25	8667	5634	315	405
c26	7744	4970	315	495
c27	1424	6132	315	495
c28	4168	4951	315	495
c29	9387	7956	330	450
c30	7832	5045	390	630
c31	7883	5029	390	630
c32	5649	5545	390	630
c33	5698	5517	390	630
c34	9382	1111	405	525
c35	9039	8760	405	525
c36	9418	1155	405	525
c37	9057	6416	420	660
c38	8188	7040	420	660
c39	9103	8754	420	660
c40	7913	4984	420	660
c41	8305	6826	420	660
c42	7957	5016	435	525
c43	7738	4976	495	585
c44	7755	5041	495	585
c45	8680	6397	510	690
c46	7857	4852	510	690
c47	8788	9511	525	615
c48	7949	5048	525	615
c49	7917	5023	555	735
c50	4329	6344	555	735
c51	9421	7885	630	750
c52	4180	4902	630	750
c53	9384	7952	630	750
c54	3918	2242	630	750
c55	3903	2191	645	825
c56	6703	3506	645	825
c57	7993	7803	645	825
c58	6786	3528	645	825
c59	7896	5015	645	825
c60	7964	7829	645	825
c61	9404	6986	645	825
c62	6118	8871	645	825
c63	6138	8815	645	825
c64	7999	7472	660	780
c65	5686	5541	660	780
c66	5734	5564	660	780
c67	8893	7139	660	780
c68	8185	2121	690	810
c69	7981	4046	690	810
c70	1488	6182	690	810
c71	8967	3891	705	945
c72	9594	7147	705	945
c73	8912	3846	705	945
c74	7920	5047	705	945
c75	8548	7412	705	945
c76	8532	7477	705	945
c77	8922	3799	705	945
c78	9081	8727	705	945
c79	4077	7004	720	900
c80	3683	4430	720	900
c81	4241	6963	750	840
c82	4191	7003	750	840
c83	2209	6879	750	930
c84	8289	5826	750	930
c85	7001	8586	765	1005
c86	3916	4714	765	1005
c87	8543	7464	765	1005
c88	9297	8493	765	1005
c89	8873	7526	780	960
c90	8715	5622	780	960
c91	4193	4931	795	1035
c92	4180	4881	795	1035
c93	4166	4961	795	1035
c94	7253	8618	810	900
c95	8281	5838	810	900
c96	9238	8504	810	930
c97	6004	8822	810	930
c98	7266	8625	810	930
c99	8288	5840	810	990
c100	8315	5868	810	1050
c101	8328	5804	810	1050
c102	9089	8205	810	1050
c103	4046	4918	825	915
c104	7999	7402	825	915
c105	5710	5525	825	915
c106	7882	5032	930	1020
c107	9128	8738	930	1020
c108	4046	4944	930	1050
c109	6939	7000	930	1050
c110	4044	4853	990	1080
