restaurant	x	y
r1	9411	6918
r2	7819	5049
r3	8570	7429
r4	8903	3937
r5	7805	4830
r6	3888	2211
r7	7191	8680
r8	6867	6984
r9	9254	8536
r10	6032	8921
r11	6810	4574
r12	8874	7470
r13	9341	8433
r14	7292	4744
r15	5710	5541
r16	9483	5624
r17	7976	7778
r18	9471	5662
r19	4126	4940
r20	9084	6410
r21	6847	4828
r22	3625	4841
r23	7974	7836
r24	7967	7476
r25	4937	6833
r26	8957	3805
r27	8114	4221
r28	9279	8734
r29	3997	7038
r30	8236	6827
r31	6766	3530
r32	5730	5609
r33	7959	7742
r34	6530	8763
r35	8625	6392
r36	7954	4092
r37	6203	8970
r38	9976	4789
r39	7810	4934
r40	9258	8491
r41	4407	6762
r42	4450	6792
r43	8130	4617
r44	7320	8618
r45	6890	6931
r46	10069	7337
r47	8998	7330
r48	8182	7358
r49	8456	5871
r50	9407	7934
r51	8643	4755
r52	8911	8250
r53	4297	6395
r54	9278	7040
r55	7918	5014
r56	8767	8982
r57	4058	7247
r58	7906	8205
r59	6748	4424
r60	8708	5605
r61	8581	7175
r62	8052	4801
r63	5638	8741
r64	1476	6196
r65	7999	3581
r66	8481	9766
r67	9376	1067
r68	9314	8482
r69	8456	5012
r70	9113	8719
r71	9436	1102
r72	8326	5852
r73	8989	8824
r74	8590	3633
r75	8909	7135
r76	2211	6902
r77	2347	6819
r78	9168	8271
r79	6774	4824
r80	2885	4800
r81	7798	5205
r82	7999	7294
r83	3870	5129
r84	4004	4858
r85	9620	5133
r86	9595	5594
r87	6831	4585
r88	9086	8770
r89	7802	4958
r90	8820	9505
r91	7743	3581
r92	4236	6961
r93	8212	7104
r94	7027	8672
r95	9372	7159
r96	7233	8651
r97	9434	8275
r98	6946	7286
r99	8499	7120
r100	4106	6993
r101	5658	5598
r102	8262	5141
r103	7967	2689
r104	42	6035
r105	8667	9472
r106	10893	2433
r107	9261	8699
r108	6368	8868
r109	9535	6530
r110	8955	7771
r111	8279	9645
r112	8239	2167
r113	5630	5613
r114	8227	7026
r115	7960	7751
