order	x	y	placement_time	restaurant	ready_time
o1	21436	13762	536	r1	548
o2	23033	18850	625	r2	638
o3	23771	14103	190	r3	222
o4	18702	17804	257	r4	259
o5	24317	13008	547	r5	558
o6	22769	19027	111	r6	141
o7	18513	12694	327	r7	343
o8	22742	17004	119	r8	147
o9	24811	13519	310	r9	327
o10	22376	13421	692	r10	713
o11	21794	23612	85	r11	115
o12	18591	14029	76	r12	142
o13	22660	12235	499	r13	532
o14	22092	10387	415	r14	427
o15	24439	13287	467	r15	492
o16	25075	12991	516	r16	547
o17	17187	19030	443	r17	464
o18	22193	20159	500	r18	530
o19	23352	16562	495	r19	516
o20	26949	2438	729	r20	754
o21	22836	18383	44	r21	50
o22	21199	21814	668	r22	691
o23	19130	16327	368	r23	396
o24	20832	15565	315	r23	340
o25	23134	18696	459	r24	465
o26	16142	18244	308	r25	345
o27	16810	16147	403	r26	421
o28	24895	13178	69	r27	131
o29	17424	20335	311	r28	362
o30	24188	11416	148	r16	180
o31	23827	11397	627	r29	677
o32	23562	15818	179	r8	192
o33	21837	17378	313	r8	336
o34	21617	22104	176	r30	217
o35	19261	16033	538	r31	566
o36	21906	20411	618	r32	649
o37	26984	2595	391	r33	419
o38	21127	17059	384	r34	402
o39	22533	19001	550	r35	555
o40	22839	19183	64	r24	69
o41	24324	10795	556	r36	558
o42	24265	9329	550	r5	557
o43	19762	14097	92	r37	110
o44	16312	22876	136	r38	139
o45	17648	22422	206	r39	236
o46	20205	15601	402	r40	428
o47	24605	13855	315	r27	377
o48	21423	18298	111	r34	129
o49	24574	14528	480	r41	497
o50	24696	9794	399	r42	406
o51	18892	18243	453	r43	484
o52	23401	12829	453	r44	475
o53	20085	22384	69	r45	90
o54	24037	10717	182	r46	185
o55	18340	16729	518	r28	634
o56	18312	18024	135	r47	141
o57	23644	14814	502	r48	547
o58	17428	18160	636	r49	668
o59	22189	15714	72	r50	98
o60	19594	22459	220	r51	247
o61	22330	12764	308	r52	331
o62	23355	13720	564	r53	606
o63	17435	16417	616	r54	638
o64	17199	16290	71	r55	89
o65	22976	19526	555	r35	562
o66	18647	21909	76	r11	116
o67	18510	18355	194	r56	210
o68	16955	17663	234	r57	287
o69	23850	14992	130	r21	138
o70	24952	13839	412	r58	427
o71	22397	12390	516	r14	531
o72	20508	26177	253	r26	270
o73	24583	14559	457	r59	480
o74	17088	17956	165	r28	215
o75	23686	11606	59	r60	64
o76	18084	18064	264	r61	301
o77	23764	14103	460	r34	481
o78	25317	1527	684	r20	709
o79	24231	12657	74	r62	106
o80	16853	18879	343	r63	378
o81	18695	17327	403	r64	433
o82	17954	13369	295	r58	323
o83	17979	16493	619	r55	642
o84	19319	25634	391	r65	393
o85	20263	14552	635	r31	661
o86	21757	23001	580	r30	615
o87	22362	20525	262	r66	298
o88	25345	1777	567	r67	573
o89	24049	14386	368	r68	386
o90	22936	13311	744	r23	760
o91	25017	13019	230	r69	241
o92	22437	12403	229	r46	231
o93	19433	16324	490	r54	510
o94	23573	14934	597	r70	617
o95	22150	19548	406	r71	431
o96	24538	13156	367	r71	383
o97	22995	18087	72	r72	75
o98	20946	19530	397	r73	405
o99	23547	9888	481	r5	494
o100	25436	4044	468	r33	471
o101	19979	16841	467	r74	470
o102	21874	24208	563	r75	569
o103	17116	17917	171	r76	173
o104	8785	28934	306	r77	343
o105	22122	19264	126	r50	168
o106	16954	17457	714	r61	767
o107	14583	21198	180	r76	182
o108	22187	15668	433	r57	445
o109	23038	18436	188	r78	204
o110	15437	21580	353	r79	383
