order	x	y	placement_time	restaurant	ready_time
o1	18882	23086	572	r1	606
o2	22924	20641	145	r2	247
o3	22351	18740	487	r3	498
o4	24668	20257	201	r4	226
o5	20661	13597	626	r5	632
o6	24830	19242	218	r6	263
o7	25602	17861	598	r7	605
o8	23645	25285	678	r8	690
o9	23850	18020	546	r9	596
o10	20842	23839	611	r10	642
o11	24581	20737	206	r11	223
o12	21311	17428	95	r2	119
o13	17416	26849	197	r12	208
o14	23583	22032	685	r13	703
o15	19898	21055	476	r14	491
o16	14876	28264	515	r15	533
o17	25131	16138	445	r16	486
o18	22510	17869	113	r17	125
o19	21092	11980	688	r18	700
o20	27298	6839	125	r19	133
o21	25913	14543	502	r20	519
o22	21705	17336	554	r2	584
o23	24209	22420	26	r21	39
o24	22369	24930	656	r22	667
o25	18281	23259	449	r23	462
o26	23531	22176	63	r24	79
o27	24884	21330	113	r24	182
o28	19328	24556	133	r25	144
o29	24945	19354	577	r26	588
o30	25698	13825	186	r27	187
o31	26066	16518	278	r28	284
o32	20038	18828	351	r29	411
o33	23674	19257	602	r30	617
o34	22201	18105	415	r31	465
o35	22541	21374	522	r32	542
o36	20392	19477	682	r33	694
o37	22420	12524	618	r34	633
o38	24769	20895	519	r35	540
o39	19776	23758	552	r36	573
o40	21961	18089	705	r37	725
o41	25494	15958	527	r38	549
o42	23702	21757	635	r9	672
o43	24485	21937	623	r39	624
o44	24282	16955	341	r40	367
o45	23537	23253	659	r12	676
o46	20234	18806	22	r41	58
o47	26467	16249	178	r42	192
o48	24937	20730	197	r43	212
o49	26394	15905	119	r44	130
o50	23559	19210	212	r7	235
o51	17708	25487	504	r25	518
o52	21110	21496	610	r24	628
o53	25976	17111	407	r31	457
o54	21431	21440	535	r32	566
o55	25591	16943	287	r45	304
o56	22337	14866	146	r46	161
o57	21049	17071	263	r47	285
o58	24134	23105	340	r48	341
o59	25218	18209	185	r49	198
o60	26837	16033	578	r20	608
o61	18205	21442	604	r50	616
o62	21235	17509	435	r7	439
o63	23726	20289	508	r11	522
o64	25510	16458	585	r51	597
o65	26285	15571	596	r52	620
o66	24584	21488	617	r30	632
o67	26226	16903	138	r38	151
o68	22957	25276	603	r22	613
o69	23221	16168	160	r52	202
o70	19485	19341	509	r53	516
o71	23246	13966	318	r54	364
o72	25865	17892	152	r44	171
o73	22013	27640	529	r55	552
o74	19763	19853	675	r7	685
o75	23233	12314	93	r56	103
o76	22814	17169	638	r57	642
o77	25219	18576	87	r58	114
o78	22582	21750	78	r59	90
o79	23846	14978	283	r44	291
o80	23370	12296	230	r60	249
o81	23629	14432	226	r61	247
o82	25874	15448	122	r62	140
o83	23694	22615	385	r63	421
o84	25290	14018	730	r34	745
o85	24735	18099	580	r35	597
o86	25156	17565	356	r54	436
o87	23629	14964	552	r61	566
o88	26449	16180	203	r28	220
o89	23552	20785	261	r24	277
o90	23884	14695	241	r46	256
o91	23396	23874	473	r64	484
o92	25900	17249	403	r65	437
o93	23643	24251	602	r8	647
o94	16858	20027	543	r33	550
o95	22910	19481	476	r65	479
o96	20904	22332	373	r66	380
o97	25485	17609	100	r67	113
o98	21843	17323	613	r68	643
o99	25243	13494	221	r34	236
o100	22182	19940	510	r69	528
o101	24701	19689	199	r70	216
o102	24049	19642	153	r71	174
o103	23965	17321	65	r28	90
o104	22800	21290	258	r6	307
o105	23991	15972	376	r72	392
o106	23522	23358	244	r39	246
o107	25121	15174	567	r16	582
o108	24440	14746	111	r28	125
o109	25464	17435	75	r73	105
o110	24792	21203	465	r74	470
o111	25555	17260	675	r75	686
o112	21602	17437	473	r47	496
o113	23196	14660	372	r76	374
o114	27798	3037	211	r77	228
o115	21937	20733	185	r78	281
o116	18503	19185	511	r79	513
o117	23818	20921	225	r43	225
o118	22944	20075	184	r54	216
o119	25442	15975	122	r9	152
o120	21471	17204	573	r2	612
o121	25043	18480	161	r47	173
o122	18940	19214	646	r7	649
o123	23856	23543	127	r6	143
o124	22858	16964	702	r80	709
o125	22202	18001	73	r47	98
o126	21365	16459	739	r81	769
o127	23818	25344	154	r82	176
o128	18289	24311	125	r83	134
o129	27991	5214	520	r19	541
o130	24543	15018	316	r49	339
o131	26250	12120	224	r84	226
o132	19795	19130	177	r29	223
o133	26085	12064	230	r85	250
o134	23796	21991	538	r86	541
o135	25290	13537	105	r87	145
o136	23729	20933	21	r88	41
o137	22169	17114	150	r78	181
o138	25227	17564	569	r64	578
o139	23151	22667	356	r39	357
o140	26191	12124	146	r85	166
o141	25168	13942	24	r89	32
o142	23031	19913	672	r17	678
o143	25570	17315	457	r75	465
o144	24151	23132	92	r78	122
o145	23910	16433	196	r9	270
o146	23547	12529	573	r90	593
