order	x	y	placement_time	restaurant	ready_time
o1	26960	13846	47	r1	53
o2	21937	13048	47	r2	63
o3	28217	14203	47	r2	63
o4	24176	14881	53	r3	60
o5	20540	18368	58	r4	63
o6	29454	11251	59	r5	82
o7	24682	9419	61	r6	71
o8	22301	12825	61	r6	71
o9	28459	10180	62	r7	107
o10	27468	17647	67	r8	95
o11	25961	15635	67	r9	80
o12	27399	14162	70	r10	87
o13	28190	9972	70	r11	75
o14	27837	9825	72	r12	77
o15	28838	9189	73	r13	86
o16	24536	12136	73	r1	80
o17	28075	16197	74	r14	81
o18	29828	11447	76	r1	80
o19	23743	11470	80	r8	104
o20	20721	21780	81	r15	96
o21	27988	11545	87	r11	104
o22	23625	20322	88	r16	93
o23	25655	11911	90	r17	93
o24	27355	18247	91	r18	111
o25	28350	10163	91	r19	116
o26	26122	12263	93	r2	123
o27	28729	10317	93	r1	102
o28	29080	10994	97	r20	113
o29	24661	10372	99	r21	101
o30	28144	11611	100	r19	129
o31	25993	12638	102	r22	104
o32	28478	9820	102	r7	108
o33	28409	10125	104	r7	109
o34	31423	0	104	r7	108
o35	29412	11286	104	r7	114
o36	26842	12037	106	r6	118
o37	21229	19474	108	r23	118
o38	28119	16495	108	r24	139
o39	29106	12368	109	r25	139
o40	22796	8039	109	r6	114
o41	19576	15834	109	r11	116
o42	27276	13758	109	r26	138
o43	21300	14055	109	r23	124
o44	25454	8932	110	r1	132
o45	28947	11551	110	r7	120
o46	29276	10519	111	r27	121
o47	27056	17845	112	r28	127
o48	27907	9735	113	r29	133
o49	28018	16291	113	r26	142
o50	26154	12265	113	r2	150
o51	25446	9409	113	r1	137
o52	25364	17548	114	r30	116
o53	28578	12489	115	r31	126
o54	26136	10172	116	r32	158
o55	25681	9138	116	r31	128
o56	28597	9573	116	r33	118
o57	27426	16836	117	r22	124
o58	25021	15875	117	r34	124
o59	29784	11168	118	r35	133
o60	28615	10242	118	r29	143
o61	28673	10376	118	r36	148
o62	25753	18039	119	r30	121
o63	27142	9682	120	r37	135
o64	25555	20932	122	r38	133
o65	27729	9609	122	r39	146
o66	28612	10892	122	r40	124
o67	28666	9760	123	r41	127
o68	24945	8214	123	r6	137
o69	23778	12749	124	r40	127
o70	29149	11121	126	r42	140
o71	27262	18323	126	r22	136
o72	28577	10511	126	r40	132
o73	27451	15905	126	r41	128
o74	27309	16931	127	r43	131
o75	26660	10808	127	r37	152
o76	29829	1047	127	r32	142
o77	23829	14890	127	r20	143
o78	29478	4351	127	r32	142
o79	26392	15008	128	r2	150
o80	25850	11992	129	r31	131
o81	25517	9339	129	r32	158
o82	28603	10905	129	r29	145
o83	28260	10065	130	r44	132
o84	24739	18465	130	r28	145
o85	26616	10194	131	r6	144
o86	26379	15527	131	r9	146
o87	28830	10962	131	r12	157
o88	28076	16473	132	r45	148
o89	27199	17282	133	r45	147
o90	25316	21291	133	r46	152
o91	28744	9828	134	r13	166
o92	25345	12179	135	r2	165
o93	27587	16620	135	r47	153
o94	28295	10435	136	r44	139
o95	26921	3499	136	r32	151
o96	28818	9773	137	r13	157
o97	27064	18679	140	r48	149
o98	9251	24139	141	r49	146
o99	27836	10987	142	r33	143
o100	24567	4641	142	r32	157
o101	22803	9356	143	r6	158
o102	28246	10012	143	r7	148
o103	22138	19486	143	r18	163
o104	21473	18306	143	r23	158
o105	28268	14240	144	r50	164
o106	30269	6956	144	r51	169
o107	25139	17885	144	r52	157
o108	29074	10744	145	r12	153
o109	22502	16343	145	r53	171
o110	19230	16782	145	r54	165
o111	27003	16808	146	r55	148
o112	24314	12472	146	r56	148
o113	26892	17775	146	r57	151
o114	25696	8061	147	r32	162
o115	22871	11545	147	r58	167
o116	25857	12887	148	r58	173
o117	29144	13254	148	r35	163
o118	27933	11627	148	r59	174
o119	27440	7355	148	r60	156
o120	26268	16388	149	r38	157
o121	28470	13969	149	r19	174
o122	25747	5956	149	r61	164
o123	25040	14513	150	r2	171
o124	22344	12689	151	r62	176
o125	27781	10698	152	r63	158
o126	28008	16158	153	r64	173
o127	24644	15413	153	r55	156
o128	23384	15461	154	r65	169
o129	22784	13854	155	r66	160
o130	21682	16928	155	r65	169
