courier	x	y	on_time	off_time
c1	22513	24048	0	180
c2	29696	20140	0	180
c3	22478	24113	0	180
c4	22595	19784	0	180
c5	22497	24043	0	180
c6	29033	19524	0	180
c7	21367	2132	0	240
c8	23717	3173	0	240
c9	28643	6432	0	240
c10	28674	6450	0	240
c11	21061	6411	0	240
c12	28669	6420	0	240
c13	19902	19370	60	155
c14	31399	16431	60	240
c15	23037	9744	60	240
c16	25791	16234	60	240
c17	25733	22826	60	240
c18	8730	35450	60	240
c19	19423	17253	60	240
c20	25734	22792	60	240
c21	24943	15577	60	240
c22	25714	22853	60	240
c23	26435	24695	60	240
c24	13603	35987	60	240
c25	29190	23070	60	240
c26	22784	22929	60	240
c27	31582	12676	60	240
c28	25392	24228	60	240
c29	23019	9716	60	240
c30	29174	23073	60	240
c31	28496	12110	60	240
c32	28886	17553	60	240
c33	25395	13445	60	240
c34	28568	12132	60	240
c35	27175	14738	60	240
c36	19371	17270	60	240
c37	8670	35424	60	240
c38	22993	17561	60	240
c39	25771	16176	60	240
c40	29198	23116	60	240
c41	13616	36036	60	240
c42	28914	18991	60	261
c43	23709	13215	135	300
c44	25155	18743	150	300
c45	25091	18733	150	300
c46	24892	18781	180	285
c47	19653	23894	180	375
c48	28266	11832	180	420
c49	28284	11811	180	420
c50	25399	14599	180	420
c51	21097	10180	180	420
c52	28503	23692	180	420
c53	25988	14442	180	420
c54	29378	23118	180	420
c55	22889	20259	180	420
c56	28284	11900	180	420
c57	28527	23686	180	420
c58	24443	10955	180	430
c59	24772	14936	210	330
c60	21805	22297	225	420
c61	22027	22301	225	420
c62	28118	16624	240	315
c63	28567	9130	240	420
c64	22462	17745	240	420
c65	28609	9180	240	420
c66	29322	17408	240	420
c67	29267	17388	240	420
c68	22662	18001	240	420
c69	29339	5168	240	420
c70	23406	21394	240	420
c71	24036	16075	240	420
c72	22013	22875	240	420
c73	25298	12580	240	420
c74	24802	15248	240	420
c75	29361	5152	240	420
c76	22737	17916	240	420
c77	22866	9994	240	420
c78	22442	17743	240	420
c79	23472	21414	240	420
c80	22639	23173	240	420
c81	22871	9927	240	420
c82	31031	14999	240	420
c83	25783	13272	240	420
c84	21583	20153	240	420
c85	25792	13292	240	420
c86	25300	12634	240	420
c87	17211	33935	240	420
c88	24247	18095	240	432
c89	25207	16864	300	420
c90	21960	20748	360	420
c91	19918	18228	360	555
c92	22236	25244	360	600
c93	20071	18764	360	600
c94	30014	19722	360	600
c95	23427	12230	360	600
c96	20103	18817	360	600
c97	20024	9033	360	600
c98	25063	15330	360	600
c99	20232	13428	360	600
c100	20079	18784	360	600
c101	20250	13451	360	600
c102	28637	18002	360	600
c103	26680	25553	360	600
c104	22213	25228	360	600
c105	26712	25609	360	600
c106	24614	23434	360	660
c107	29985	20622	420	480
c108	27789	25167	420	570
c109	21057	17475	420	585
c110	25424	15238	420	585
c111	25029	25320	420	600
c112	20173	19175	420	660
c113	20109	21296	420	660
c114	24082	4585	420	660
c115	26712	18027	420	660
c116	19413	23759	420	660
c117	29921	19434	420	660
c118	24579	23229	420	660
c119	26061	7848	420	660
c120	28044	17373	420	660
c121	23450	12296	420	660
c122	24388	18980	420	660
c123	24188	15326	420	660
c124	26023	7844	420	660
c125	19756	12617	420	660
c126	29925	19404	420	660
c127	19819	19684	420	660
c128	21187	11459	420	660
c129	22045	13860	420	660
c130	27629	24379	420	660
c131	20139	19158	420	660
c132	27685	24398	420	660
c133	21564	9582	420	660
c134	24831	18658	420	660
c135	24338	18953	420	660
c136	29463	22600	420	660
c137	32025	6725	420	660
c138	29470	22572	420	660
c139	28091	18808	420	660
c140	26155	18168	420	660
c141	30075	12547	420	660
c142	26112	18169	420	660
c143	29896	19477	420	660
c144	21590	9608	420	660
c145	22238	3646	420	660
c146	21129	11457	420	660
c147	27687	11772	420	660
c148	25464	14914	420	660
c149	27104	12956	420	660
c150	19744	12698	420	660
c151	24924	20320	420	660
c152	28050	18868	420	660
c153	24188	15384	420	660
c154	24157	4595	420	660
c155	28157	8989	420	660
c156	25548	14921	420	660
c157	27726	11765	420	660
c158	29454	22605	420	660
c159	30046	12607	420	660
c160	29953	19413	420	660
c161	25399	24236	420	660
c162	16099	26768	420	660
c163	26485	18467	420	675
c164	24141	19675	420	705
c165	20317	13849	420	720
c166	22373	11611	420	720
c167	25445	15059	420	720
c168	22637	17765	420	720
c169	22679	17785	420	720
c170	22617	17765	420	720
c171	20322	13766	420	720
c172	24755	14172	420	720
c173	24750	14113	420	720
c174	26717	13924	420	720
c175	23519	20032	420	720
c176	23459	12982	420	727
c177	22563	22299	450	720
c178	27258	17781	480	540
c179	25471	12703	480	660
c180	25385	12647	480	660
c181	27060	10515	480	720
c182	28694	18599	480	720
c183	25752	20438	480	720
c184	24283	18328	480	720
c185	24649	21046	480	720
c186	26016	10730	480	720
c187	21311	18462	480	720
c188	20009	24248	480	720
c189	24229	18307	480	720
c190	26014	10759	480	720
c191	21280	18541	480	720
c192	26817	25627	480	720
c193	21086	21398	480	720
c194	28718	15696	480	765
c195	20787	22104	480	780
c196	25034	5665	540	660
c197	26998	16075	585	660
c198	22867	23577	615	660
c199	26308	21290	630	720
c200	24790	13859	640	810
c201	19639	22303	660	720
c202	21135	19767	660	720
c203	29784	12971	660	720
c204	29786	13051	660	720
c205	23589	12186	660	750
c206	31246	4889	660	780
c207	21022	22416	660	810
c208	10098	28595	660	810
c209	20972	17466	660	810
c210	26502	23841	660	810
c211	19456	22486	660	810
c212	23387	23197	660	810
c213	33821	5824	660	810
c214	23715	15918	660	810
c215	23524	16124	660	810
c216	28279	13636	660	810
c217	29817	19526	660	810
c218	27013	19759	660	810
c219	23161	12276	660	810
c220	29092	16189	660	810
c221	21449	19637	660	810
c222	22586	18676	660	810
c223	30073	7455	660	810
c224	26498	11540	660	810
c225	20961	17524	660	810
c226	29156	16181	660	810
c227	19789	19125	660	810
c228	10104	28617	660	810
c229	28290	13653	660	810
c230	19498	22457	660	810
c231	23482	16132	660	810
c232	28286	13717	660	810
c233	30024	7436	660	810
c234	23266	4895	660	830
