restaurant	x	y
r1	27776	20811
r2	25069	18086
r3	25545	17842
r4	25758	18816
r5	26544	19025
r6	29038	15183
r7	24609	11344
r8	28941	17497
r9	23213	21489
r10	26249	21970
r11	25061	18162
r12	27791	21840
r13	28706	14334
r14	24032	17401
r15	28633	14615
r16	29581	16957
r17	24812	17491
r18	25714	21468
r19	24258	23704
r20	29229	14643
r21	32054	5917
r22	27006	21844
r23	28942	15931
r24	26476	13727
r25	27446	18105
r26	28632	16390
r27	25253	18285
r28	28687	11891
r29	29018	16077
r30	28634	14460
r31	32732	5856
r32	25777	24787
r33	29742	16253
r34	27524	17633
r35	24242	19212
r36	25230	18080
r37	27546	19942
r38	27642	20790
r39	26218	22337
r40	29437	16563
r41	25779	20638
r42	28159	15063
r43	24989	20154
r44	26427	24258
r45	21810	19685
r46	28553	14669
r47	24379	24347
r48	25267	18294
r49	27135	21827
r50	27488	15503
r51	28858	14732
r52	25864	17460
r53	25157	22979
r54	24971	16638
r55	29278	13442
r56	26805	12459
r57	27832	21115
r58	21875	23898
r59	29122	16488
r60	27754	15917
r61	28056	14820
r62	28176	15057
r63	28027	15846
r64	23296	19005
r65	24403	11237
r66	29318	13209
r67	21273	20714
r68	27746	19517
r69	25018	18244
r70	30981	549
r71	24592	13699
r72	25913	25688
r73	27795	21363
r74	29250	16727
r75	25185	16634
r76	27830	20950
r77	26187	19922
r78	27485	19198
r79	25183	18195
r80	29275	15467
r81	28058	20165
r82	25744	22474
r83	23061	22265
r84	24522	11355
r85	27877	20436
r86	29594	15601
r87	27925	20733
r88	27498	15575
r89	25508	19943
r90	29340	14937
r91	23114	19060
r92	27187	14863
r93	28665	17573
r94	29383	16878
r95	27137	10252
r96	27123	18107
r97	27312	21492
r98	26008	15007
r99	27791	21063
r100	26984	15075
r101	28073	14888
r102	22287	19002
r103	29123	14302
r104	28505	14640
r105	27043	18608
r106	26033	23983
r107	24155	19461
r108	27108	20902
r109	25062	18233
r110	27787	21265
r111	22638	18988
r112	28107	19943
r113	28441	19331
r114	26299	12240
r115	27552	14656
r116	28814	15967
r117	25431	19955
r118	29231	13868
r119	25410	18268
r120	23491	24706
r121	30074	15365
r122	26342	15961
r123	28171	19766
r124	27785	20775
r125	29102	17186
r126	28999	14790
r127	22560	20403
r128	22218	26379
r129	29296	16320
r130	18275	29656
r131	32392	5881
r132	28619	16543
r133	28571	15429
r134	28133	20732
r135	28142	15135
r136	26268	21051
r137	24813	23162
r138	26273	21474
r139	27222	9449
r140	24619	20714
r141	28167	13661
r142	26758	15599
r143	25626	23935
r144	27105	18638
r145	25494	12415
r146	25822	20813
r147	28502	15725
r148	28624	17667
r149	27068	19134
r150	27473	18861
r151	24523	13670
r152	29228	16550
r153	24528	24170
r154	27222	20008
r155	28067	20036
r156	26961	21536
r157	29132	17456
r158	25167	17503
r159	29211	14816
r160	24675	15797
r161	29660	15539
r162	23435	19518
r163	29338	17129
r164	21571	19019
r165	29372	17078
r166	27479	14643
r167	25664	17526
r168	27437	21521
r169	27817	20716
r170	26497	16628
r171	29369	14967
r172	29300	14961
r173	28646	15174
r174	27398	20045
r175	26572	25959
r176	23107	23137
r177	30116	16039
r178	28792	14736
r179	26552	21449
r180	27205	15639
r181	24990	16663
r182	26828	21499
r183	27466	18442
r184	26651	16221
r185	22151	24694
r186	27132	20296
r187	26582	24791
r188	27473	19811
r189	28898	15882
r190	29422	15558
r191	28904	14193
r192	27369	19949
r193	27026	22019
r194	28210	15041
r195	29137	16333
r196	28810	15929
r197	28588	18162
r198	29466	16143
r199	29583	16340
r200	25853	25993
r201	24608	19106
r202	28742	16375
r203	29360	13455
r204	12581	29511
r205	27687	13145
r206	28680	15348
r207	28582	14572
r208	23060	23082
r209	27438	15572
r210	27181	19506
r211	29516	15392
r212	25677	21892
r213	27087	15443
r214	21087	16620
r215	29233	16716
r216	24163	24271
r217	29074	16264
r218	31344	5831
r219	25193	23893
r220	22504	24348
r221	28071	20079
r222	21464	19810
r223	29350	14752
r224	28751	15772
r225	28390	17096
r226	28610	17634
r227	27048	22051
r228	25084	22927
r229	18749	37094
r230	24405	24316
r231	29459	17022
r232	29219	15422
r233	29297	16796
r234	28661	14809
r235	28208	14848
r236	27428	21576
r237	27424	18262
r238	21799	20998
r239	20999	24674
r240	28559	14656
r241	27528	18364
r242	28541	17987
r243	29182	12727
r244	25924	25998
r245	3441	32072
r246	27479	22097
r247	29200	14275
r248	28116	20052
r249	27437	19443
r250	26205	15345
r251	29214	15115
r252	15627	31148
r253	28641	14541
r254	25701	23987
r255	12534	29524
r256	25611	12463
