order	x	y	placement_time	restaurant	ready_time
o1	5620	9320	952	r1	962
o2	10350	11427	1120	r2	1132
o3	9370	10998	1135	r3	1145
o4	10329	11244	720	r4	729
o5	6618	7866	847	r5	862
o6	9703	10072	1309	r6	1340
o7	9408	8985	1285	r7	1303
o8	6738	9720	689	r8	699
o9	9596	10153	941	r9	966
o10	9299	9930	807	r10	822
o11	8934	5058	1064	r11	1071
o12	7893	9951	1058	r12	1079
o13	11849	6913	1135	r13	1156
o14	11627	10196	1102	r14	1107
o15	9061	8050	1048	r15	1063
o16	7629	11661	995	r16	1008
o17	9137	6515	1130	r17	1158
o18	4278	9038	1106	r5	1126
o19	9063	6365	649	r18	656
o20	6339	10681	1023	r19	1039
o21	8971	8608	955	r4	975
o22	11692	8626	1112	r20	1124
o23	9666	10139	666	r21	678
o24	5986	8956	1110	r15	1112
o25	6751	8739	1161	r22	1171
o26	8817	7289	685	r23	691
o27	5148	10090	667	r24	683
o28	7792	7307	984	r25	999
o29	8614	9937	1220	r15	1228
o30	10120	10439	1242	r4	1254
o31	7125	9701	1012	r26	1020
o32	11725	10352	741	r27	760
o33	2266	8326	1109	r28	1139
o34	9666	9366	1313	r22	1318
o35	9984	10054	1000	r29	1009
o36	9490	6136	1032	r30	1039
o37	10779	9449	559	r31	597
o38	9552	9704	905	r32	930
o39	9591	10613	677	r33	715
o40	9511	10663	1031	r34	1068
o41	8184	8860	1220	r22	1230
o42	10743	7200	997	r20	1020
o43	8986	9608	1156	r35	1171
o44	8053	9271	873	r22	883
o45	9111	7355	888	r22	898
o46	11772	9640	1225	r36	1234
o47	7759	9396	1126	r28	1156
o48	7016	9782	752	r37	770
o49	7850	10395	1025	r15	1035
o50	10049	10591	602	r38	624
o51	5397	7524	836	r39	846
o52	6637	9492	1165	r40	1180
o53	9669	10613	751	r41	766
o54	10240	7150	1116	r25	1128
o55	9669	10065	1103	r42	1112
o56	5609	8741	810	r37	821
o57	10192	6855	718	r9	748
o58	10640	10092	830	r8	849
o59	9706	12322	1076	r43	1101
o60	9942	12236	887	r34	896
o61	9747	12082	1158	r44	1179
o62	7269	12068	1174	r3	1180
o63	11198	8446	671	r43	691
o64	11705	8496	860	r45	871
o65	6624	8911	1258	r46	1268
o66	7372	8410	1252	r47	1282
o67	9945	6453	1040	r4	1057
o68	7919	9014	1088	r5	1103
o69	9291	11990	1008	r34	1038
o70	1816	6391	1111	r5	1131
o71	11635	10328	1160	r48	1180
o72	7042	11926	1253	r15	1260
o73	9983	10503	598	r49	614
o74	7117	11464	1283	r46	1286
o75	5863	9174	740	r8	761
o76	6147	7671	1225	r22	1235
o77	3754	9773	855	r28	880
o78	9584	9547	695	r8	706
o79	11745	9744	1153	r48	1173
o80	5914	8908	1115	r8	1120
o81	6520	6883	577	r38	597
o82	5285	8649	1046	r50	1076
o83	9020	9645	1042	r2	1055
o84	5845	8705	789	r51	802
o85	7014	5513	1114	r42	1122
o86	7491	7245	737	r8	761
o87	3307	9685	848	r52	876
o88	7911	10278	649	r53	659
o89	9243	3588	1089	r54	1106
o90	11677	10185	1076	r14	1103
o91	5296	9065	731	r55	761
o92	9774	8484	1288	r8	1313
o93	2178	6757	720	r28	745
o94	10514	11969	934	r56	957
o95	11822	8178	1218	r3	1228
o96	6516	8841	1313	r46	1318
o97	10256	7014	1058	r57	1073
o98	9751	10510	1129	r3	1145
o99	8806	6921	1032	r36	1047
o100	2470	8611	1300	r46	1312
o101	7747	8726	737	r13	755
o102	8525	2995	861	r58	883
o103	8578	8925	640	r38	666
o104	9431	8072	626	r33	667
o105	11236	10484	991	r2	998
o106	9752	11392	1127	r32	1152
o107	4101	6868	841	r5	858
o108	9483	8844	654	r33	699
o109	7618	6981	1112	r8	1117
o110	9270	7842	678	r59	698
o111	10923	10365	752	r60	764
o112	11645	10168	1117	r61	1143
o113	9547	10742	684	r51	695
o114	7570	6811	946	r53	956
o115	6960	9593	944	r15	966
o116	10130	11208	620	r21	643
o117	7351	9712	1388	r62	1441
o118	9744	9039	1305	r63	1312
o119	10812	7136	818	r42	822
o120	4379	8822	889	r64	900
o121	4106	7086	924	r65	937
o122	8669	10047	979	r66	1009
o123	7054	9748	689	r38	709
o124	9048	9277	946	r67	966
o125	8600	9005	749	r13	763
o126	8973	5567	1170	r13	1178
o127	4131	6704	1314	r8	1321
o128	9786	8647	848	r68	857
o129	10103	10203	1136	r35	1156
o130	8810	11518	1159	r69	1166
o131	3661	8715	1149	r28	1177
o132	3471	8506	1304	r70	1321
o133	8699	10399	576	r38	596
o134	8693	7764	1059	r22	1064
o135	10725	8246	890	r9	924
o136	3672	9290	973	r8	980
o137	9420	10288	685	r38	700
o138	10413	9910	1095	r22	1105
o139	10864	3875	687	r8	697
o140	10441	5715	1219	r36	1234
o141	10740	10067	695	r2	704
o142	9327	9636	651	r38	666
o143	9658	10308	1035	r54	1052
o144	11738	9460	1281	r13	1298
o145	9956	6735	1151	r56	1158
o146	11869	9532	1310	r22	1318
o147	7560	11974	861	r21	889
o148	5115	9704	1076	r71	1091
o149	9395	6563	1057	r43	1097
o150	11343	8566	686	r53	704
o151	9645	9911	1295	r61	1301
o152	3238	6392	1088	r28	1113
o153	7658	9186	1302	r72	1316
o154	8172	8663	1114	r59	1129
o155	11322	8787	901	r24	911
o156	5768	6253	1128	r69	1133
o157	5070	9663	817	r65	834
o158	9097	9689	1087	r41	1103
o159	5745	10030	843	r54	867
o160	8651	9615	806	r4	830
o161	7750	7626	966	r45	987
o162	11310	4343	1094	r39	1109
