restaurant	x	y
r1	10249	11388
r2	10453	11121
r3	9400	9930
r4	10499	11066
r5	2628	8722
r6	9384	7994
r7	4197	9317
r8	8085	9633
r9	10579	10480
r10	4813	7470
r11	9788	7381
r12	4881	9611
r13	9298	6832
r14	9960	11519
r15	9138	10379
r16	7666	11424
r17	9007	7431
r18	9385	7721
r19	9343	9970
r20	10764	8151
r21	8282	8423
r22	9070	7621
r23	8395	7408
r24	6826	8208
r25	9338	9681
r26	6807	11305
r27	10298	10804
r28	3394	9494
r29	9261	7042
r30	10518	9715
r31	10970	9999
r32	9718	10007
r33	10738	7654
r34	9503	8488
r35	9162	7433
r36	9136	6665
r37	4806	9604
r38	8970	7570
r39	5066	4872
r40	6476	9965
r41	10166	6452
r42	8083	9459
r43	9983	10108
r44	10429	11279
r45	10655	8266
r46	5608	9453
r47	9181	5443
r48	11396	9243
r49	7508	11490
r50	5379	9605
r51	5531	8964
r52	7293	11439
r53	9478	9921
r54	5042	7670
r55	5361	9580
r56	9141	10039
r57	10076	6594
r58	5815	3136
r59	9373	9428
r60	9941	11570
r61	10221	11370
r62	8097	9809
r63	9196	6206
r64	4207	9315
r65	6925	8179
r66	9034	7808
r67	9629	9934
r68	10411	9628
r69	9572	8480
r70	9118	10394
r71	9183	10201
r72	10250	11365
r73	9111	10388
r74	8991	7629
r75	6694	8155
r76	9601	8925
r77	10425	11340
r78	9691	12406
r79	5236	7503
r80	8963	7578
r81	8182	11221
r82	9389	9662
r83	9733	6234
r84	7910	7014
r85	7932	7147
r86	8277	8418
r87	9772	9784
r88	11282	9945
r89	9278	9515
r90	7767	11301
r91	10090	10909
r92	5132	7287
r93	9138	5274
r94	10717	9072
r95	6057	9390
r96	10269	10861
r97	10567	9578
r98	10476	9733
r99	8051	7467
r100	9284	6093
r101	10094	10379
r102	8000	9832
r103	5393	9434
r104	10664	8191
r105	9042	7336
r106	7884	6129
r107	9110	10376
r108	9317	7089
r109	9115	5261
r110	9020	12190
r111	10256	8988
r112	7399	11570
r113	10216	11380
r114	9134	6751
r115	8234	9954
r116	3872	7357
r117	10148	11444
r118	9147	6709
r119	10588	3733
r120	3614	9260
r121	12020	5051
r122	5687	9373
r123	5283	9602
r124	11159	7348
r125	5194	9865
r126	9591	7656
r127	9282	10026
r128	7734	7163
r129	5344	7472
r130	9616	9682
r131	9089	8515
r132	8327	11305
r133	3938	9339
r134	10421	11077
r135	10182	9952
r136	7976	7443
r137	8056	7159
r138	10029	12133
r139	4016	7449
r140	10558	10948
r141	9124	9905
r142	5077	7558
r143	6369	8106
r144	9057	12177
r145	7394	11481
r146	9104	10363
r147	11135	10947
r148	8692	7571
r149	9050	10804
r150	10231	9620
r151	1192	8667
r152	4053	6394
r153	10602	9750
r154	9288	7273
r155	9815	8269
r156	1636	6237
r157	6822	10095
r158	6805	8196
r159	4247	9568
r160	9426	12316
r161	3336	9225
r162	9646	7331
r163	9796	8949
r164	10254	11377
r165	8973	11064
r166	7188	11474
r167	4936	7505
r168	9913	8176
