order	x	y	placement_time	restaurant	ready_time
o1	3523	10410	48	r1	69
o2	6658	7743	68	r2	106
o3	8352	10732	78	r3	101
o4	9827	10487	91	r4	104
o5	10912	9763	92	r5	114
o6	8614	10485	103	r6	126
o7	3180	8469	104	r2	140
o8	4744	5938	112	r7	142
o9	7357	7822	118	r7	143
o10	7861	10695	118	r8	123
o11	9038	6617	125	r9	152
o12	11861	3971	126	r10	133
o13	4596	8731	126	r11	152
o14	10219	11116	135	r12	153
o15	8006	10149	137	r13	143
o16	6542	11065	143	r13	158
o17	7354	11312	143	r14	180
o18	10168	11602	156	r15	186
o19	6104	8248	158	r15	185
o20	8939	8914	164	r16	201
o21	8145	9924	170	r17	191
o22	10715	10088	177	r18	183
o23	10720	10051	180	r4	197
o24	7174	8356	184	r15	207
o25	9780	6244	184	r16	219
o26	2557	6474	184	r19	195
o27	9766	11659	186	r20	231
o28	8314	8628	187	r6	205
o29	8439	6328	191	r21	204
o30	10016	6916	194	r22	220
o31	9861	10378	204	r23	221
o32	10902	10105	205	r24	236
o33	7409	11364	207	r15	228
o34	8499	11536	211	r5	249
o35	4273	8803	212	r17	228
o36	10503	6770	219	r25	240
o37	9899	5906	225	r26	243
o38	6800	7384	225	r27	248
o39	8760	9116	229	r28	266
o40	6543	8152	231	r15	259
o41	8517	11188	234	r29	250
o42	10350	9700	246	r30	252
o43	8578	7259	248	r16	280
o44	8240	8691	248	r16	280
o45	8845	5621	252	r11	270
o46	7591	9947	256	r15	271
o47	9279	9865	261	r31	277
o48	6911	7313	262	r32	277
o49	7954	7882	266	r19	272
o50	8510	7969	272	r33	285
o51	5401	9264	278	r11	300
o52	6036	9068	287	r11	298
o53	10469	8515	289	r6	311
o54	10757	11123	294	r34	312
o55	8337	8849	310	r15	316
o56	10082	9012	328	r6	346
o57	7684	9138	329	r35	341
o58	9644	10179	338	r16	369
o59	10741	8763	346	r4	354
o60	7021	9575	347	r36	370
o61	8117	3810	347	r10	364
o62	10709	9893	364	r4	382
o63	8717	10315	365	r17	380
o64	13276	3525	367	r10	382
o65	8836	7898	375	r27	387
o66	7753	5477	384	r10	386
o67	9678	6651	386	r15	396
o68	9785	6039	389	r9	415
o69	5548	9634	394	r37	406
o70	8396	1224	399	r10	400
o71	10444	7077	403	r15	419
o72	8904	12247	408	r24	426
o73	8030	11698	413	r38	439
o74	10044	10444	417	r18	430
o75	7463	7323	424	r15	442
o76	6765	9576	426	r16	446
o77	6692	11562	426	r23	451
o78	9334	10086	436	r17	452
o79	6194	7169	440	r26	451
o80	3386	9425	442	r39	458
o81	9494	9334	446	r16	471
o82	9134	9813	448	r40	461
o83	9680	10213	459	r41	462
o84	1033	8688	460	r19	478
o85	10788	11060	460	r40	481
o86	11225	10029	461	r42	482
o87	7086	9355	463	r35	481
o88	6349	11294	471	r17	489
o89	1645	7443	474	r7	506
o90	9191	11471	475	r17	508
o91	8069	10299	475	r28	512
o92	8861	9654	477	r17	495
o93	11418	9621	477	r43	495
o94	8034	10874	478	r17	508
o95	8073	10119	481	r17	509
o96	6577	7961	483	r44	508
o97	8397	8976	485	r20	521
o98	8888	6503	485	r44	507
o99	10067	9977	486	r45	491
o100	10524	10439	486	r46	487
o101	10403	6810	488	r16	506
o102	8887	11409	492	r11	507
o103	10378	9948	495	r44	517
o104	11521	6082	499	r44	521
o105	9705	12155	501	r24	527
o106	9012	8338	501	r17	519
o107	8575	6772	502	r5	514
o108	7976	5955	509	r44	546
o109	2409	8810	510	r7	528
o110	9437	9581	514	r27	530
o111	8280	11707	515	r24	533
o112	8682	5647	515	r10	532
o113	9110	10053	518	r9	543
o114	9670	10876	521	r8	531
o115	10613	10626	521	r17	543
o116	8214	11013	527	r8	533
o117	9525	9025	528	r17	549
o118	9371	10171	530	r47	531
o119	6661	7706	537	r7	580
o120	10618	6261	538	r44	575
o121	9389	10238	542	r45	552
o122	8662	8241	544	r26	569
o123	10625	10624	546	r17	568
o124	3730	8843	546	r7	571
o125	10737	10178	549	r17	567
o126	7495	8472	549	r44	566
o127	8035	8724	551	r31	563
o128	9289	11065	551	r40	571
o129	9938	9568	554	r40	579
o130	9853	10812	554	r20	576
o131	8901	10014	555	r8	566
o132	3022	8929	555	r7	576
o133	7723	9110	556	r17	566
o134	6171	7976	558	r44	565
o135	11441	9922	558	r40	574
o136	2344	9067	559	r2	595
o137	8481	10505	559	r17	565
o138	3760	7551	562	r7	590
o139	6899	8313	564	r12	582
o140	9507	7515	564	r20	570
o141	10963	6775	565	r44	582
o142	9662	12271	565	r43	583
o143	7035	9009	566	r16	589
o144	6922	5351	567	r35	580
o145	9467	5832	573	r16	611
o146	11541	8060	573	r4	584
o147	9580	5928	575	r44	597
o148	8432	8531	576	r16	611
o149	8291	10795	578	r4	591
o150	8434	11366	578	r48	613
o151	11540	8415	578	r49	580
o152	5587	8727	578	r39	609
o153	9238	9850	580	r17	597
o154	11571	9886	581	r50	618
o155	9690	10156	583	r50	618
o156	9555	12035	583	r32	593
o157	3657	6341	583	r51	593
o158	7354	8537	584	r28	621
o159	9214	10202	585	r9	595
o160	9241	1226	587	r10	597
o161	8174	11862	587	r17	597
o162	8628	8061	588	r52	635
o163	7865	7894	588	r16	619
o164	9910	11736	588	r11	613
o165	6892	7305	589	r37	595
o166	6564	6649	589	r31	600
o167	9798	10817	590	r53	627
o168	6956	7289	590	r45	620
o169	8171	9545	590	r17	596
o170	9676	9815	591	r52	634
o171	9751	10478	591	r20	597
o172	8358	6484	592	r4	613
o173	9621	6664	593	r45	620
o174	3103	9869	594	r7	607
o175	9575	11073	596	r11	629
o176	9121	10069	598	r54	620
o177	11188	9386	598	r55	634
o178	4027	9023	598	r7	635
o179	8372	9008	598	r56	610
o180	10935	8889	599	r52	624
o181	9278	10106	602	r31	614
o182	8549	8474	603	r16	628
o183	9581	8290	605	r16	630
o184	7759	11139	605	r7	642
o185	8243	7766	606	r49	607
o186	8358	11460	606	r17	643
o187	9705	9009	608	r40	626
o188	6437	8022	609	r17	672
o189	10427	10861	610	r17	668
o190	8336	9973	610	r47	642
o191	10483	10682	610	r26	630
o192	9398	10431	611	r40	632
o193	9602	7144	612	r9	634
o194	8518	8758	615	r17	671
o195	10976	9285	616	r42	632
o196	7947	10774	617	r17	642
o197	10514	10009	620	r55	645
o198	7303	8314	620	r44	656
o199	4704	9590	623	r2	659
o200	9163	9854	628	r20	634
o201	11564	10163	629	r32	636
o202	10486	6752	634	r45	641
o203	7247	10028	635	r54	663
o204	8321	10935	636	r49	637
o205	6347	8684	638	r31	650
o206	6585	7899	639	r49	640
o207	10780	6777	640	r35	652
