courier	x	y	on_time	off_time
c1	24280	20781	0	120
c2	24286	20708	0	120
c3	21585	16695	0	120
c4	21541	16668	0	180
c5	19592	23104	15	255
c6	18400	20994	15	255
c7	24319	20724	15	255
c8	25782	13508	15	255
c9	22699	12431	15	255
c10	20909	24350	15	255
c11	22708	12407	15	255
c12	21516	16632	15	255
c13	25795	13450	15	255
c14	26299	16410	15	255
c15	21586	16618	15	255
c16	21550	9444	30	210
c17	20785	16966	30	210
c18	21521	9448	30	210
c19	24634	20162	30	210
c20	26257	16395	30	210
c21	9119	29465	30	210
c22	25150	17554	30	210
c23	21172	19125	30	210
c24	24627	20182	30	210
c25	25154	17495	30	210
c26	20831	16978	30	210
c27	26316	16433	45	165
c28	26327	16379	45	165
c29	26314	16397	45	165
c30	21629	22897	45	225
c31	21620	22875	45	225
c32	26249	16399	45	225
c33	25846	15470	45	225
c34	25880	15475	45	225
c35	20804	19160	45	285
c36	21593	16603	60	240
c37	22869	20993	60	240
c38	22802	21040	60	240
c39	22821	21071	60	300
c40	24341	20762	75	165
c41	24324	20766	75	165
c42	26264	16358	75	165
c43	19637	19025	75	165
c44	23990	15593	75	165
c45	26290	16358	75	165
c46	21616	16631	75	315
c47	21590	16669	75	315
c48	21567	16617	75	315
c49	25153	16391	90	270
c50	24052	18358	90	270
c51	25628	17171	90	270
c52	21781	18091	90	270
c53	21769	18065	90	270
c54	25649	17260	90	270
c55	23633	20289	90	270
c56	21639	22956	90	270
c57	24651	19947	90	270
c58	21647	22959	90	270
c59	23129	19074	90	270
c60	25673	17238	90	270
c61	24594	20065	90	270
c62	25178	16403	90	270
c63	23664	20254	90	270
c64	21531	16685	90	270
c65	21607	22948	90	270
c66	21651	22944	90	330
c67	24587	20015	90	330
c68	24588	20039	90	330
c69	24562	19995	90	330
c70	22215	23952	90	330
c71	24764	13659	90	330
c72	23935	20046	90	330
c73	21799	18103	90	330
c74	25288	15818	105	285
c75	21662	22944	105	285
c76	26285	16353	105	285
c77	9121	29576	105	285
c78	25338	15806	105	285
c79	25183	16422	105	285
c80	25175	16378	105	285
c81	23387	21580	105	285
c82	25136	16421	105	285
c83	25281	15778	105	285
c84	25327	15773	105	345
c85	24653	19991	105	345
c86	24627	19980	105	345
c87	23373	12466	105	345
c88	23381	12416	105	345
c89	24615	20018	105	345
c90	21619	22918	105	345
c91	26240	16440	105	345
c92	9053	29538	105	345
c93	23338	12413	105	345
c94	21719	17509	120	300
c95	21738	17477	120	300
c96	21773	17438	120	300
c97	21748	17511	120	300
c98	21860	18311	120	360
