restaurant	x	y
r1	21334	23137
r2	21598	16679
r3	24653	15130
r4	24706	19807
r5	25668	14324
r6	24220	20741
r7	21555	18149
r8	22584	23886
r9	25513	15942
r10	21629	22928
r11	24449	20724
r12	18806	26333
r13	23528	21491
r14	26041	16236
r15	12136	31197
r16	25633	16016
r17	23122	19059
r18	22970	13694
r19	28566	5915
r20	24592	15852
r21	21163	19112
r22	22739	21996
r23	22195	21908
r24	22877	20988
r25	21649	22938
r26	24326	19573
r27	25090	14669
r28	25173	16437
r29	19720	21486
r30	24387	21113
r31	25760	16338
r32	20787	23700
r33	19145	20342
r34	25411	14139
r35	24410	21069
r36	20909	24313
r37	24043	22592
r38	26240	16419
r39	24618	20155
r40	25686	16425
r41	21612	16626
r42	26673	16022
r43	24354	20733
r44	24687	20036
r45	25918	16836
r46	24020	14652
r47	21808	18249
r48	20005	24768
r49	25011	19255
r50	18381	20966
r51	25370	15918
r52	25687	16265
r53	19726	19786
r54	25134	17668
r55	22230	23920
r56	24708	13740
r57	23983	15645
r58	22156	17512
r59	22228	23949
r60	23364	12388
r61	23967	14610
r62	24058	18411
r63	24411	20392
r64	21994	19940
r65	24327	21347
r66	20574	23893
r67	25633	17198
r68	22400	17376
r69	22338	21536
r70	22136	17874
r71	24710	19884
r72	25855	15053
r73	21159	13618
r74	24424	21280
r75	24074	17629
r76	24570	14864
r77	27523	593
r78	23858	19995
r79	19234	18979
r80	25473	16070
r81	19288	20732
r82	23125	24770
r83	22342	20828
r84	23754	9412
r85	25866	13233
r86	23656	21849
r87	24931	16515
r88	19522	23161
r89	25841	13518
r90	25233	11931
r91	23640	20290
r92	25131	17590
r93	25135	18250
r94	23325	20653
r95	24592	20073
r96	23534	21793
r97	25791	16598
r98	23862	20013
r99	19571	22317
r100	24198	13163
r101	25972	13417
r102	19612	23125
r103	20821	19205
r104	21643	18244
r105	23741	18148
r106	23660	19089
r107	21602	18106
r108	22038	19910
r109	21028	24159
r110	25821	16663
r111	14847	29689
r112	25893	16718
r113	19895	19751
r114	23999	19157
r115	22578	15025
r116	21781	18121
r117	21758	17470
r118	24036	18378
r119	23378	21514
r120	25438	17485
r121	21808	18296
r122	26568	15319
r123	25863	15489
r124	22363	22513
r125	24330	20961
r126	24211	22153
r127	24033	15244
r128	22833	15923
r129	23519	22108
r130	19926	19512
r131	24050	19908
r132	23919	21492
r133	22735	12380
r134	24133	13180
r135	19629	19066
r136	25796	14923
r137	20759	19414
r138	18311	19605
r139	22982	24223
r140	18770	19053
r141	25967	16595
r142	25296	15785
r143	23993	19887
r144	22327	20729
r145	23238	16219
r146	9184	29472
r147	21501	9427
r148	23630	21153
r149	24361	21837
r150	22968	16255
r151	26211	15511
r152	22264	24724
r153	23507	15039
r154	25477	14686
r155	24075	18855
r156	18482	23201
r157	22792	12294
r158	23564	15365
r159	22230	18817
r160	23864	19964
r161	25211	16340
r162	23698	19530
r163	17995	19802
r164	25801	15406
r165	20952	24390
r166	23606	20930
r167	23757	10245
r168	26135	16331
r169	22383	25625
r170	23249	12405
r171	17514	24748
r172	24908	17152
r173	25838	16857
r174	21632	18228
r175	21078	11285
r176	22348	12421
r177	25905	17147
r178	25145	17969
r179	22809	22261
r180	24681	20722
r181	26233	16247
r182	25704	16331
r183	22774	21459
r184	24008	18254
r185	20342	24706
r186	26001	16174
r187	9118	29532
r188	20770	16967
r189	25927	17124
r190	19891	19022
r191	23980	19170
r192	24115	14644
r193	23931	21509
r194	23461	22066
r195	21629	17791
r196	19898	19568
r197	24031	21563
r198	23109	21504
r199	29295	5834
r200	25981	14812
r201	25707	14331
r202	26150	16836
r203	22726	19873
r204	24637	19948
r205	27204	12930
r206	23215	12444
r207	24334	20751
r208	24106	15467
r209	24381	20692
r210	24016	18138
r211	24009	18567
r212	21715	16644
r213	21310	17470
r214	23545	19465
r215	23636	21992
r216	21118	20726
r217	19110	24346
r218	18154	19070
r219	25434	15972
r220	24093	9791
r221	25114	17604
r222	25703	12715
r223	22741	15322
r224	18372	23911
r225	26043	16968
r226	25268	14767
r227	25140	16497
r228	24919	19134
r229	20910	24344
r230	0	32074
r231	22378	25948
r232	25792	13547
r233	20859	11256
r234	25383	15949
r235	19930	20324
r236	24051	22089
r237	21036	11319
r238	20719	24247
