order	x	y	placement_time	restaurant	ready_time
o1	16511	14635	2	r1	14
o2	15741	16367	10	r2	20
o3	18783	18460	11	r3	19
o4	21471	15214	11	r4	23
o5	15379	14505	12	r1	28
o6	19988	19698	14	r5	33
o7	16945	15218	16	r1	30
o8	20263	17756	16	r6	19
o9	18280	22123	18	r5	33
o10	17442	15184	22	r1	30
o11	19674	19816	23	r3	31
o12	15578	13123	24	r2	33
o13	17832	25140	25	r5	37
o14	19857	12475	25	r2	33
o15	19240	10629	26	r7	52
o16	18383	17904	27	r8	28
o17	22037	14688	28	r9	37
o18	18178	14903	31	r10	41
o19	20954	13946	34	r8	34
o20	19244	22387	34	r3	44
o21	20206	15594	37	r4	51
o22	16218	17383	37	r1	68
o23	14529	14988	38	r1	66
o24	22246	14204	39	r1	73
o25	21130	14777	42	r1	71
o26	18236	13817	43	r4	55
o27	17506	15828	43	r1	76
o28	20200	18593	44	r6	49
o29	19605	21660	44	r3	48
o30	13767	18906	44	r2	53
o31	19347	12844	46	r4	59
o32	16714	19253	49	r8	53
o33	17886	20568	52	r5	71
o34	14578	18089	56	r5	71
o35	16393	16602	56	r2	60
o36	21217	11806	57	r11	61
o37	19468	16165	59	r2	70
o38	18895	18160	59	r6	66
o39	20998	11811	59	r4	63
o40	12190	17574	59	r2	70
o41	19794	20205	59	r5	65
o42	20731	16731	60	r9	62
o43	19345	12623	61	r12	82
o44	19333	20109	61	r13	66
o45	18505	11968	62	r14	73
o46	19159	20008	63	r15	66
o47	21357	14600	63	r16	81
o48	20169	19458	64	r13	68
o49	17138	22033	64	r17	105
o50	19332	19695	64	r13	69
o51	18476	22308	64	r18	73
o52	18808	20295	64	r17	92
o53	20462	19000	66	r5	82
o54	24365	2645	67	r19	72
o55	13609	18436	68	r5	85
o56	21549	14633	68	r20	89
o57	22252	13395	69	r21	119
o58	17327	22597	69	r22	86
o59	20736	15708	69	r23	70
o60	21098	11473	70	r24	94
o61	20440	18790	70	r15	80
o62	17404	16187	70	r25	90
o63	17049	17383	70	r26	75
o64	14017	19082	70	r5	85
o65	20363	17718	70	r2	80
o66	19274	19505	70	r15	90
o67	16933	22304	70	r22	89
o68	21482	15616	71	r4	84
o69	21448	11581	71	r27	86
o70	14469	16439	71	r28	86
o71	18621	19721	72	r15	92
o72	19497	15828	72	r15	93
o73	17573	25329	73	r5	85
o74	15647	17119	73	r10	79
o75	20029	19150	73	r29	74
o76	18005	21249	73	r17	93
o77	17731	14354	73	r30	86
o78	16203	14693	73	r25	90
o79	19335	20474	74	r15	94
o80	21568	12900	74	r31	100
o81	18594	18531	74	r6	81
o82	20602	13819	75	r32	92
o83	21718	10426	75	r33	100
o84	17856	19177	76	r15	94
o85	20274	15607	77	r9	82
o86	18096	15787	77	r15	107
o87	19427	20663	77	r29	79
o88	23521	3672	77	r19	79
o89	19069	18189	77	r15	102
o90	17125	20726	78	r15	106
o91	14645	21043	78	r34	98
o92	20723	12265	79	r35	83
o93	18128	20559	79	r29	79
o94	21464	15677	79	r36	92
o95	20938	15085	79	r37	81
o96	17814	23433	79	r38	91
o97	13021	20500	80	r5	101
o98	21596	12404	80	r39	85
o99	16111	23835	80	r22	100
o100	17991	19449	80	r40	95
o101	18933	18013	81	r6	90
o102	18760	17210	81	r37	82
o103	18364	21025	81	r15	124
o104	18887	12902	82	r32	98
o105	15980	15247	82	r26	89
o106	19882	16953	82	r18	93
o107	19305	21350	82	r15	108
o108	18747	17382	82	r15	107
o109	14423	17526	83	r41	94
o110	21246	14360	83	r35	90
o111	16593	15059	85	r10	101
o112	18807	20142	85	r15	107
o113	21629	11413	85	r35	89
o114	19297	17836	85	r2	97
o115	18818	20143	85	r15	107
o116	17753	22353	86	r42	113
o117	16990	13994	86	r30	104
o118	15687	16916	86	r8	96
o119	20961	15630	86	r12	102
o120	20090	12518	87	r43	103
o121	24795	4191	87	r19	89
o122	17041	16194	88	r15	118
o123	19486	21129	89	r15	114
o124	14561	18275	91	r44	111
o125	21018	13009	91	r45	104
o126	18045	25657	91	r46	103
o127	17475	15540	92	r30	106
o128	18838	12542	95	r10	105
o129	19973	12770	95	r47	125
o130	19206	21810	95	r15	123
o131	21445	13602	95	r48	101
o132	17089	15187	95	r48	101
o133	16879	14672	95	r18	107
o134	19086	17831	96	r29	97
o135	20869	13696	97	r35	108
o136	17157	23137	97	r17	107
o137	21876	13466	97	r49	120
o138	14678	16888	97	r5	113
o139	20789	13152	97	r50	125
o140	15524	16972	98	r44	118
o141	16815	18900	98	r51	114
o142	17596	15428	98	r18	119
o143	14672	18921	99	r52	152
o144	16231	15381	99	r48	104
o145	20270	14194	99	r8	108
o146	19386	17838	101	r6	108
o147	15131	16194	101	r28	124
o148	17884	21432	102	r17	113
o149	19935	16275	102	r53	122
o150	15886	15479	102	r48	109
o151	18192	13517	102	r25	113
o152	19528	21054	103	r54	108
o153	16481	15080	103	r9	109
o154	20624	12891	103	r16	132
o155	21594	13249	103	r27	122
o156	20139	9606	103	r35	106
o157	18842	13339	104	r55	111
o158	16260	21419	104	r56	115
o159	20688	12314	105	r23	105
o160	18485	19580	105	r57	111
o161	20963	13651	105	r58	120
o162	16564	15790	106	r26	108
o163	21960	14618	106	r30	119
o164	17269	23172	106	r29	107
o165	17366	21752	107	r17	119
o166	17855	12994	107	r10	119
o167	20802	16430	108	r46	122
o168	20137	19795	108	r15	141
o169	16679	23008	109	r29	110
o170	13847	23815	109	r42	123
o171	22195	13939	110	r59	162
o172	17266	21942	110	r22	133
o173	18009	14583	110	r60	133
o174	19369	19678	110	r15	135
o175	20817	15184	110	r18	116
o176	21035	12946	111	r44	131
o177	18722	18494	111	r53	126
o178	20844	16410	112	r10	120
o179	19986	19460	112	r13	117
o180	19269	16850	112	r29	114
o181	14544	17112	113	r5	131
o182	13991	17207	114	r28	133
o183	19399	19016	115	r51	118
o184	21401	10587	115	r36	125
o185	15891	17554	115	r15	148
o186	17838	20808	116	r51	119
o187	20969	13713	117	r43	137
o188	17678	20219	118	r38	133
o189	14145	18486	118	r51	128
o190	20062	17167	119	r18	142
o191	17164	19663	119	r15	147
o192	17431	12040	119	r33	133
o193	20289	18899	119	r6	124
o194	16682	16518	119	r15	151
o195	17044	21143	120	r34	147
o196	19849	20387	120	r56	135
o197	14656	15249	120	r30	141
o198	17617	20564	120	r15	157
o199	24751	4218	121	r61	125
o200	19615	13102	121	r41	129
o201	17551	19041	121	r15	158
o202	13922	15442	122	r2	136
o203	19742	12967	122	r27	143
o204	20036	14327	122	r33	143
o205	18481	14759	122	r25	143
o206	20226	17011	123	r29	126
o207	20508	16847	123	r62	136
o208	14635	16172	124	r30	141
o209	20020	13507	124	r9	133
o210	23458	1906	124	r19	128
o211	20606	16027	126	r63	146
o212	19992	13517	126	r48	134
o213	16729	9746	126	r64	128
o214	16783	21089	126	r29	128
o215	19395	19431	126	r15	160
o216	16781	22895	127	r17	141
o217	10875	21264	127	r65	142
o218	18321	24091	127	r18	157
o219	19701	19905	128	r15	158
o220	15859	16374	128	r26	138
o221	16411	17138	128	r25	133
o222	17990	17784	128	r15	168
o223	19777	18403	129	r66	142
o224	19789	20633	130	r46	145
o225	19904	20006	130	r67	205
o226	21178	15165	130	r6	137
o227	21964	14806	131	r37	153
o228	18241	14860	131	r48	134
o229	15097	18007	132	r28	149
o230	20405	13805	132	r49	143
o231	14799	17423	132	r25	143
o232	21499	12255	133	r68	155
o233	21083	11856	133	r23	137
o234	19141	22446	133	r18	150
o235	24989	3071	133	r69	222
o236	19751	21357	133	r62	149
o237	18787	19596	134	r70	155
o238	17099	9621	134	r71	148
o239	16609	14829	135	r30	162
o240	15651	18286	135	r72	140
o241	19070	17367	135	r37	154
o242	13629	23062	136	r3	139
o243	14792	17377	136	r73	138
o244	18039	19150	136	r70	159
o245	19144	21596	139	r67	205
o246	18825	12868	140	r31	151
o247	19574	18427	141	r17	159
o248	17050	16149	141	r29	144
o249	18363	11896	142	r27	158
o250	20325	17692	142	r63	181
o251	18081	11602	142	r27	157
o252	16760	14554	143	r20	169
o253	20266	19433	144	r70	174
o254	19879	13469	144	r23	145
o255	14819	16308	146	r73	148
o256	20152	13596	146	r10	153
o257	13381	21928	147	r74	178
o258	17514	16007	148	r48	155
o259	24933	3694	149	r19	150
o260	16549	15079	149	r25	167
o261	21178	14129	149	r55	158
o262	20622	13842	150	r55	153
o263	18556	11908	150	r18	171
o264	20421	18632	150	r29	150
o265	16549	14570	150	r30	162
o266	16484	19036	152	r56	167
o267	14508	15722	152	r25	174
o268	21199	15196	152	r20	177
o269	17438	16052	153	r75	164
o270	17629	17921	153	r46	160
o271	18622	22696	154	r17	174
o272	22138	13868	155	r76	180
o273	17200	19331	155	r15	175
o274	19918	18456	155	r15	172
o275	21015	12928	155	r77	175
o276	18604	24927	155	r17	175
o277	20777	11759	156	r39	157
o278	17074	15546	157	r76	177
o279	20790	13612	158	r55	167
o280	18297	20861	158	r56	168
o281	20894	13706	158	r20	177
o282	19477	19928	158	r2	171
o283	15703	18299	158	r5	168
o284	13059	19816	159	r62	167
o285	20971	14483	160	r31	171
o286	19383	17484	161	r15	173
o287	21959	10581	161	r33	190
o288	18911	17889	162	r26	167
o289	18420	15358	163	r10	171
o290	16218	17020	163	r18	184
o291	16889	15448	163	r48	170
o292	16607	18268	163	r29	168
o293	17764	20539	163	r15	174
o294	21510	12381	164	r48	170
o295	22060	14075	164	r27	184
o296	19725	14032	164	r25	174
o297	21606	13236	164	r36	174
o298	21795	13248	164	r45	196
o299	18532	17984	164	r46	176
o300	18976	20355	165	r15	183
o301	21571	10863	165	r55	169
o302	20132	12799	166	r27	183
o303	21351	14665	166	r27	199
o304	14583	18987	166	r51	169
o305	19780	21599	166	r17	196
o306	20229	18297	169	r15	189
o307	17996	14218	169	r48	174
o308	17569	19354	170	r57	181
o309	16369	16199	170	r49	182
o310	21397	11666	170	r23	172
o311	9652	29255	171	r65	192
o312	17539	19300	171	r15	194
o313	19144	10690	171	r77	200
o314	20129	12817	171	r78	172
o315	17916	17989	172	r3	179
o316	18725	20513	172	r46	176
o317	18156	20009	172	r15	194
o318	22099	13385	172	r53	198
o319	20293	19321	173	r13	178
o320	18708	25465	173	r5	188
o321	20519	14036	173	r59	176
o322	17043	16208	174	r30	188
o323	20626	13142	175	r37	178
o324	19244	22686	175	r56	184
o325	18812	17879	175	r15	205
o326	17769	21379	175	r15	205
o327	19624	21301	175	r46	184
o328	16727	19003	176	r63	206
o329	19967	13054	176	r79	181
o330	16221	14869	176	r10	186
o331	13955	22728	177	r34	206
o332	22081	13939	178	r8	193
o333	20889	16046	179	r18	190
o334	17860	17794	180	r15	205
o335	17834	10420	180	r27	205
o336	20112	16891	180	r18	225
o337	21175	15146	180	r31	189
o338	14791	23990	181	r46	184
o339	15857	15041	181	r60	196
o340	20764	15691	181	r53	198
o341	21061	11605	182	r39	191
o342	19714	12989	182	r63	202
o343	20266	19064	182	r62	194
o344	18244	18993	183	r26	189
o345	17196	21552	184	r17	208
o346	18908	14780	184	r80	197
o347	19029	23195	184	r17	207
o348	20149	17471	185	r81	205
o349	15583	18992	186	r51	191
o350	14628	13565	187	r62	200
o351	18019	19274	188	r15	207
o352	16611	14936	189	r10	209
o353	18661	17721	190	r59	192
o354	18800	17311	190	r30	205
o355	15219	15212	191	r44	212
o356	20076	20168	192	r29	192
o357	21099	11875	193	r82	199
o358	16409	13817	193	r25	202
o359	16473	15987	193	r48	198
o360	21323	13982	193	r55	198
o361	16389	16333	194	r48	198
o362	16364	12011	194	r33	209
o363	14179	17643	194	r72	209
o364	26612	0	194	r61	200
o365	15031	9638	196	r27	221
o366	20465	16401	196	r15	215
o367	17311	18474	196	r53	214
o368	20198	12139	198	r32	225
o369	16620	12715	198	r18	219
o370	20108	14296	198	r83	223
o371	18125	19713	199	r15	215
o372	18817	18273	199	r2	229
o373	18943	11470	200	r36	210
o374	15066	12962	200	r9	215
o375	15992	18146	200	r2	229
o376	21403	14780	202	r16	219
o377	19722	20701	202	r56	219
o378	21900	13929	202	r8	217
o379	21738	14602	204	r83	228
o380	21397	12507	205	r84	223
o381	17748	11609	205	r55	228
o382	22067	10104	205	r36	215
o383	16551	21278	205	r17	228
o384	15009	22558	206	r85	230
o385	19953	17985	206	r56	214
o386	16387	15070	207	r63	227
o387	18450	24540	208	r17	230
o388	16775	17064	208	r26	215
o389	20944	14584	208	r37	211
o390	18346	17640	208	r48	215
o391	19738	20339	210	r56	220
o392	20738	15682	210	r31	236
o393	17484	16343	210	r48	216
o394	17601	22722	210	r18	237
o395	14492	15858	211	r30	219
o396	19323	19148	211	r56	231
o397	21273	15222	211	r53	224
o398	19036	17779	211	r26	218
o399	17818	19425	212	r15	224
o400	20084	19607	212	r70	233
o401	21002	11987	213	r36	223
o402	19753	12928	213	r63	233
o403	20223	18509	213	r57	217
o404	15368	16398	213	r28	244
o405	21173	13954	214	r76	234
o406	20271	13406	215	r77	237
o407	20194	19793	215	r57	220
o408	18963	19610	216	r86	223
o409	21324	11590	216	r27	236
o410	13972	19270	216	r51	218
o411	18249	19703	216	r46	238
o412	22426	13903	216	r8	229
o413	20425	16298	217	r29	217
o414	18455	24493	217	r17	242
o415	15068	16083	217	r44	241
o416	18263	19179	218	r17	243
o417	17863	15468	218	r2	224
o418	15151	13025	218	r9	241
o419	18851	20570	219	r15	228
o420	15461	22471	220	r17	240
o421	20962	12977	220	r35	223
o422	14533	18010	220	r51	222
o423	19586	12798	221	r10	228
o424	18943	7792	221	r71	225
o425	18079	11586	221	r27	247
o426	19191	20406	222	r46	243
o427	15987	18556	223	r62	234
o428	16773	15005	223	r48	229
o429	15491	17185	223	r62	234
o430	17638	15411	224	r10	234
o431	16742	12870	225	r48	229
o432	21043	14238	225	r63	245
o433	18924	24457	225	r18	245
o434	17565	15813	226	r23	232
o435	17908	15793	226	r26	231
o436	21244	15298	226	r63	245
o437	16555	11383	226	r84	244
o438	16641	14138	228	r10	238
o439	20302	14266	228	r32	247
o440	20199	16930	229	r30	243
o441	14248	18097	229	r72	244
o442	19687	13988	229	r30	243
o443	16589	17095	229	r66	251
o444	18445	17694	229	r53	249
o445	20556	15343	230	r20	253
o446	17657	15275	232	r30	251
o447	19378	20775	232	r13	237
o448	18210	24383	232	r29	235
