order	x	y	placement_time	restaurant	ready_time
o1	8612	6340	0	r1	37
o2	9111	7713	41	r1	78
o3	1224	6375	81	r2	112
o4	9473	8080	91	r1	128
o5	10075	4886	119	r1	156
o6	7879	5133	154	r2	174
o7	5798	9041	165	r3	181
o8	8154	8621	174	r4	192
o9	7574	5267	200	r5	206
o10	3035	3654	200	r2	212
o11	6004	3852	205	r2	230
o12	3325	2216	207	r6	225
o13	9417	9051	209	r1	246
o14	5292	5377	225	r1	262
o15	6818	6381	237	r7	274
o16	7929	7489	238	r8	275
o17	7555	7039	243	r9	274
o18	9800	6303	247	r7	259
o19	6787	5031	251	r8	288
o20	881	4635	256	r2	287
o21	6044	3322	260	r6	278
o22	6285	8695	265	r9	285
o23	354	1669	268	r10	321
o24	8023	4846	269	r1	306
o25	8325	3227	272	r11	283
o26	7518	8996	277	r5	287
o27	10437	6517	278	r6	309
o28	8486	7245	291	r12	328
o29	5859	9067	292	r9	308
o30	9397	7774	292	r13	304
o31	8771	7713	292	r13	304
o32	8861	6220	295	r14	332
o33	9574	7272	295	r15	326
o34	6875	633	302	r16	339
o35	8124	7025	302	r5	305
o36	4500	7140	303	r17	309
o37	8088	5736	310	r18	333
o38	8765	6134	311	r9	326
o39	5374	5948	311	r19	348
o40	1552	6040	312	r20	352
o41	4988	5894	313	r21	316
o42	419	3494	313	r22	319
o43	6139	6641	315	r18	346
o44	6315	4413	316	r7	354
o45	10648	5762	318	r23	334
o46	246	4199	319	r20	362
o47	6734	5766	320	r8	357
o48	5771	6905	321	r20	364
o49	6282	6075	322	r1	359
o50	2695	663	322	r10	353
o51	8491	2791	322	r24	328
o52	6136	9042	322	r25	335
o53	9967	7247	322	r26	337
o54	5173	5805	323	r27	360
o55	7659	9091	325	r28	343
o56	7840	7731	326	r1	363
o57	2743	4497	326	r20	369
o58	2151	6388	326	r20	369
o59	5137	3504	327	r29	364
o60	8620	8664	327	r30	352
o61	9217	7459	327	r31	364
o62	5513	5643	327	r11	339
o63	7868	6723	328	r18	353
o64	5681	4134	329	r32	364
o65	3778	3466	329	r29	366
o66	3135	6533	330	r33	346
o67	6808	6461	335	r34	350
o68	4657	6239	335	r35	350
o69	3233	6133	337	r20	397
o70	10467	7299	339	r7	362
o71	5908	5302	340	r35	352
o72	6178	3941	340	r29	363
o73	7276	8233	342	r36	365
o74	7223	4634	343	r8	380
o75	6850	1577	344	r16	361
o76	10522	7599	345	r4	376
o77	9199	9385	345	r19	382
o78	8878	8741	346	r13	364
o79	7868	6956	348	r37	361
o80	6472	8738	348	r13	360
o81	405	3503	354	r22	355
o82	8523	7246	355	r23	372
o83	6325	1846	356	r5	357
o84	4115	6230	359	r35	375
o85	7447	3790	359	r24	364
o86	451	3557	361	r22	392
o87	9911	8475	362	r38	382
o88	7825	8678	363	r16	376
o89	3878	6217	364	r39	379
o90	10537	7408	367	r17	380
o91	9315	6623	368	r31	408
o92	7271	5257	373	r23	391
o93	7126	6035	374	r40	395
o94	10522	6931	376	r13	388
o95	10126	4645	376	r18	408
o96	8550	7846	376	r13	388
o97	9595	3792	377	r5	378
o98	6673	4417	378	r35	396
o99	8950	7885	379	r4	410
o100	3271	2339	379	r41	392
o101	1073	6476	379	r34	389
o102	8135	6156	382	r17	388
o103	7388	4879	382	r35	398
o104	8220	6298	383	r13	395
o105	7638	4643	385	r42	403
o106	5459	7533	389	r43	410
o107	2696	4134	392	r44	398
o108	8347	2947	394	r45	431
o109	9810	6009	394	r1	431
o110	9622	7973	396	r18	421
o111	5969	7209	399	r15	410
o112	3563	7312	399	r32	414
o113	8576	6352	400	r25	418
o114	10545	7412	400	r31	443
o115	8404	8395	402	r13	414
o116	6808	5954	404	r9	425
o117	3860	4600	406	r45	443
o118	7512	1544	410	r46	430
o119	8367	6219	411	r13	436
o120	7199	8840	414	r11	434
o121	8488	8368	414	r7	430
o122	8042	3324	415	r13	427
o123	9606	7342	415	r23	430
o124	6819	4823	416	r8	453
o125	8462	2295	416	r18	449
o126	10482	5786	418	r46	435
o127	7229	1091	418	r6	434
