order	x	y	placement_time	restaurant	ready_time
o1	16511	14635	2	r1	17
o2	15741	16367	10	r2	22
o3	18783	18460	11	r3	21
o4	21471	15214	11	r4	26
o5	15379	14505	12	r1	32
o6	19988	19698	14	r5	37
o7	16945	15218	16	r1	33
o8	20263	17756	16	r6	19
o9	18280	22123	18	r5	36
o10	17442	15184	22	r1	32
o11	19674	19816	23	r3	33
o12	15578	13123	24	r2	35
o13	17832	25140	25	r5	40
o14	19857	12475	25	r2	35
o15	19240	10629	26	r7	58
o16	18383	17904	27	r8	28
o17	22037	14688	28	r9	39
o18	18178	14903	31	r10	43
o19	20954	13946	34	r8	34
o20	19244	22387	34	r3	46
o21	20206	15594	37	r4	54
o22	16218	17383	37	r1	75
o23	14529	14988	38	r1	73
o24	22246	14204	39	r1	81
o25	21130	14777	42	r1	78
o26	18236	13817	43	r4	58
o27	17506	15828	43	r1	84
o28	20200	18593	44	r6	50
o29	19605	21660	44	r3	49
o30	13767	18906	44	r2	55
o31	19347	12844	46	r4	62
o32	16714	19253	49	r8	54
o33	17886	20568	52	r5	75
o34	14578	18089	56	r5	74
o35	16393	16602	56	r2	61
o36	21217	11806	57	r11	62
o37	19468	16165	59	r2	72
o38	18895	18160	59	r6	67
o39	20998	11811	59	r4	64
o40	12190	17574	59	r2	72
o41	19794	20205	59	r5	66
o42	20731	16731	60	r9	62
o43	19345	12623	61	r12	87
o44	19333	20109	61	r13	67
o45	18505	11968	62	r14	75
o46	19159	20008	63	r15	66
o47	21357	14600	63	r16	85
o48	20169	19458	64	r13	69
o49	17138	22033	64	r17	115
o50	19332	19695	64	r13	70
o51	18476	22308	64	r18	75
o52	18808	20295	64	r17	99
o53	20462	19000	66	r5	86
o54	24365	2645	67	r19	73
o55	13609	18436	68	r5	89
o56	21549	14633	68	r20	94
o57	22252	13395	69	r21	131
o58	17327	22597	69	r22	90
o59	20736	15708	69	r23	70
o60	21098	11473	70	r24	100
o61	20440	18790	70	r15	82
o62	17404	16187	70	r25	95
o63	17049	17383	70	r26	76
o64	14017	19082	70	r5	88
o65	20363	17718	70	r2	82
o66	19274	19505	70	r15	95
o67	16933	22304	70	r22	93
o68	21482	15616	71	r4	87
o69	21448	11581	71	r27	89
o70	14469	16439	71	r28	89
o71	18621	19721	72	r15	97
o72	19497	15828	72	r15	98
o73	17573	25329	73	r5	88
o74	15647	17119	73	r10	80
o75	20029	19150	73	r29	74
o76	18005	21249	73	r17	98
o77	17731	14354	73	r30	89
o78	16203	14693	73	r25	94
o79	19335	20474	74	r15	99
o80	21568	12900	74	r31	106
o81	18594	18531	74	r6	82
o82	20602	13819	75	r32	96
o83	21718	10426	75	r33	106
o84	17856	19177	76	r15	98
o85	20274	15607	77	r9	83
o86	18096	15787	77	r15	114
o87	19427	20663	77	r29	79
o88	23521	3672	77	r19	79
o89	19069	18189	77	r15	108
o90	17125	20726	78	r15	113
o91	14645	21043	78	r34	103
o92	20723	12265	79	r35	84
o93	18128	20559	79	r29	79
o94	21464	15677	79	r36	95
o95	20938	15085	79	r37	81
o96	17814	23433	79	r38	94
o97	13021	20500	80	r5	106
o98	21596	12404	80	r39	86
o99	16111	23835	80	r22	105
o100	17991	19449	80	r40	98
o101	18933	18013	81	r6	92
o102	18760	17210	81	r37	82
o103	18364	21025	81	r15	134
o104	18887	12902	82	r32	102
o105	15980	15247	82	r26	90
o106	19882	16953	82	r18	95
o107	19305	21350	82	r15	114
o108	18747	17382	82	r15	113
o109	14423	17526	83	r41	96
o110	21246	14360	83	r35	91
o111	16593	15059	85	r10	105
o112	18807	20142	85	r15	112
o113	21629	11413	85	r35	90
o114	19297	17836	85	r2	100
o115	18818	20143	85	r15	112
o116	17753	22353	86	r42	119
o117	16990	13994	86	r30	108
o118	15687	16916	86	r8	98
o119	20961	15630	86	r12	106
o120	20090	12518	87	r43	107
o121	24795	4191	87	r19	89
o122	17041	16194	88	r15	125
o123	19486	21129	89	r15	120
o124	14561	18275	91	r44	116
o125	21018	13009	91	r45	107
o126	18045	25657	91	r46	106
o127	17475	15540	92	r30	109
o128	18838	12542	95	r10	107
o129	19973	12770	95	r47	132
o130	19206	21810	95	r15	130
o131	21445	13602	95	r48	102
o132	17089	15187	95	r48	102
o133	16879	14672	95	r18	110
o134	19086	17831	96	r29	97
o135	20869	13696	97	r35	110
o136	17157	23137	97	r17	109
o137	21876	13466	97	r49	125
o138	14678	16888	97	r5	117
o139	20789	13152	97	r50	132
o140	15524	16972	98	r44	123
o141	16815	18900	98	r51	118
o142	17596	15428	98	r18	124
o143	14672	18921	99	r52	165
o144	16231	15381	99	r48	105
o145	20270	14194	99	r8	110
o146	19386	17838	101	r6	109
o147	15131	16194	101	r28	129
o148	17884	21432	102	r17	115
o149	19935	16275	102	r53	127
o150	15886	15479	102	r48	110
o151	18192	13517	102	r25	115
o152	19528	21054	103	r54	109
o153	16481	15080	103	r9	110
o154	20624	12891	103	r16	139
o155	21594	13249	103	r27	126
o156	20139	9606	103	r35	106
o157	18842	13339	104	r55	112
o158	16260	21419	104	r56	117
o159	20688	12314	105	r23	105
o160	18485	19580	105	r57	112
o161	20963	13651	105	r58	123
o162	16564	15790	106	r26	108
o163	21960	14618	106	r30	122
o164	17269	23172	106	r29	107
o165	17366	21752	107	r17	122
o166	17855	12994	107	r10	122
o167	20802	16430	108	r46	125
o168	20137	19795	108	r15	149
o169	16679	23008	109	r29	110
o170	13847	23815	109	r42	126
o171	22195	13939	110	r59	175
o172	17266	21942	110	r22	138
o173	18009	14583	110	r60	138
o174	19369	19678	110	r15	141
o175	20817	15184	110	r18	117
o176	21035	12946	111	r44	136
o177	18722	18494	111	r53	129
o178	20844	16410	112	r10	122
o179	19986	19460	112	r13	118
o180	19269	16850	112	r29	114
o181	14544	17112	113	r5	135
o182	13991	17207	114	r28	137
o183	19399	19016	115	r51	118
o184	21401	10587	115	r36	127
o185	15891	17554	115	r15	156
o186	17838	20808	116	r51	119
o187	20969	13713	117	r43	142
o188	17678	20219	118	r38	136
o189	14145	18486	118	r51	130
o190	20062	17167	119	r18	147
o191	17164	19663	119	r15	154
o192	17431	12040	119	r33	136
o193	20289	18899	119	r6	125
o194	16682	16518	119	r15	159
o195	17044	21143	120	r34	153
o196	19849	20387	120	r56	138
o197	14656	15249	120	r30	146
o198	17617	20564	120	r15	166
o199	24751	4218	121	r61	126
o200	19615	13102	121	r41	131
o201	17551	19041	121	r15	167
o202	13922	15442	122	r2	139
o203	19742	12967	122	r27	148
o204	20036	14327	122	r33	148
o205	18481	14759	122	r25	148
o206	20226	17011	123	r29	126
o207	20508	16847	123	r62	139
o208	14635	16172	124	r30	145
o209	20020	13507	124	r9	135
