courier	x	y	on_time	off_time
c1	2784	11674	350	530
c2	2768	11732	350	530
c3	12625	5594	350	530
c4	5743	8450	530	650
c5	5955	11694	530	650
c6	7101	5379	530	650
c7	7076	5315	530	650
c8	5790	8381	530	650
c9	3537	8507	530	650
c10	10918	8693	560	650
c11	10252	7007	580	650
c12	8452	1809	590	650
c13	528	3389	590	770
c14	10591	853	650	700
c15	5710	4511	650	770
c16	9328	12793	650	830
c17	13409	8763	650	830
c18	10403	6206	650	830
c19	6373	11383	650	830
c20	11879	10499	650	830
c21	10644	7312	650	830
c22	2982	8550	650	830
c23	8653	8798	650	830
c24	9210	8949	650	830
c25	8618	8812	650	830
c26	8293	8984	650	830
c27	10122	415	650	830
c28	12199	8283	650	830
c29	8027	13549	650	830
c30	14234	1601	650	830
c31	12201	8275	650	830
c32	11009	10383	650	830
c33	8582	8809	650	830
c34	12109	10167	650	830
c35	6394	1317	680	800
c36	2190	2823	700	830
c37	13217	7492	710	830
c38	13269	5552	830	910
c39	12809	4408	830	950
c40	8436	10665	830	1010
c41	618	8398	830	1010
c42	13285	3835	830	1010
c43	9844	12110	830	1010
c44	13064	2603	830	1010
c45	10734	5712	830	1010
c46	13329	3822	830	1010
c47	13364	3781	830	1010
c48	14343	3169	830	1010
c49	0	8579	830	1010
c50	9879	12044	830	1010
c51	8986	882	830	1010
c52	8813	3085	830	1010
c53	7500	4248	830	1010
c54	457	9013	830	1010
c55	554	8381	830	1010
c56	7875	5115	830	1010
c57	12173	672	830	1050
c58	11257	6862	940	1010
c59	13152	5402	1010	1190
c60	4331	2035	1010	1190
c61	9941	757	1010	1190
c62	2963	8347	1010	1190
c63	10670	3200	1010	1190
c64	5315	6043	1010	1190
c65	9104	12819	1010	1190
c66	7039	7688	1010	1190
c67	5025	2754	1010	1190
c68	13192	8132	1010	1190
c69	10409	8779	1010	1190
c70	5292	6013	1010	1190
c71	7448	3807	1010	1190
c72	7466	4974	1010	1228
c73	11136	2566	1010	1250
c74	9008	8609	1010	1250
c75	14716	2753	1010	1250
c76	10950	2619	1010	1250
c77	12396	9845	1010	1250
c78	14748	2722	1010	1250
c79	2036	5017	1010	1250
c80	6277	3380	1010	1250
c81	6299	3395	1010	1250
c82	12388	9825	1010	1250
c83	80	7332	1030	1250
c84	6709	979	1040	1190
c85	4050	12732	1070	1190
c86	5397	4844	1070	1190
c87	12770	8639	1070	1190
c88	1078	10495	1070	1250
c89	4626	9624	1070	1250
c90	14683	3824	1070	1250
c91	8347	258	1070	1250
c92	8945	8471	1070	1250
c93	13483	6343	1070	1250
c94	8642	4139	1070	1250
c95	3316	3039	1070	1250
c96	12341	0	1070	1250
c97	13454	6296	1070	1250
c98	4291	11610	1130	1250
c99	1280	9834	1190	1265
c100	8168	6295	1190	1310
c101	11739	728	1190	1310
c102	11118	4386	1190	1310
c103	10124	2565	1190	1310
c104	2012	4554	1190	1310
c105	1461	10638	1190	1310
c106	610	3026	1190	1310
c107	4112	10461	1190	1310
c108	5050	12996	1190	1310
c109	10815	3918	1190	1370
c110	1845	6229	1190	1370
c111	10742	3967	1190	1370
c112	12470	6914	1250	1270
c113	7753	8048	1250	1320
c114	9846	12956	1250	1370
c115	9111	6212	1250	1370
c116	7778	2259	1250	1370
c117	13033	1690	1250	1370
c118	9405	10767	1250	1370
c119	9092	6169	1250	1370
c120	13296	6162	1250	1370
c121	5293	11375	1250	1400
c122	9705	233	1250	1400
c123	5240	11419	1250	1400
c124	7131	5125	1250	1415
