restaurant	x	y
r1	18678	16946
r2	19135	19858
r3	21301	14238
r4	18911	16798
r5	21441	12813
r6	19770	20038
r7	18435	8204
r8	19522	17839
r9	21462	14464
r10	17241	15998
r11	17770	21739
r12	17100	14512
r13	16661	9136
r14	20338	11534
r15	21430	13403
r16	21405	11091
r17	16920	20952
r18	19038	19380
r19	18527	14128
r20	18832	10235
r21	19239	17375
r22	16363	21602
r23	17734	15652
r24	17584	17757
r25	16317	17295
r26	19988	19645
r27	21349	14117
r28	15354	19342
r29	17425	16162
r30	18156	21774
r31	17423	16163
r32	13126	22561
r33	24905	3641
r34	20580	17125
r35	19999	19260
r36	19319	8019
r37	17299	16048
r38	19924	18561
r39	19077	19976
r40	17413	15939
r41	20961	13729
r42	21427	12837
r43	17877	19306
r44	21188	14128
r45	16595	22016
r46	19476	13499
r47	15164	20097
r48	17897	16731
r49	13634	17626
r50	18396	18915
r51	19118	19908
r52	16704	11528
r53	19552	17025
r54	14759	18209
r55	14382	16863
r56	20275	18590
r57	13940	17492
r58	18857	14037
r59	21501	14405
r60	21865	14278
r61	15247	16891
r62	20712	14245
r63	13897	18841
r64	17796	15366
r65	19932	18598
r66	20103	18573
r67	24479	3830
r68	19155	16446
r69	21412	11341
r70	21250	14666
r71	19769	18597
r72	19646	17742
r73	18360	20527
r74	17187	15930
r75	14205	25431
r76	17181	16098
r77	7704	28980
r78	19951	18578
r79	15272	21042
r80	20722	15420
r81	21493	14689
r82	21077	13902
r83	14766	16921
r84	19931	18921
r85	20222	17733
r86	19297	16021
r87	20758	16019
r88	18322	19842
r89	15630	22554
r90	20790	15454
r91	16366	17080
r92	21035	12540
r93	18437	13843
r94	19971	18800
r95	20698	12444
r96	17393	15942
r97	20169	13662
r98	10370	27485
r99	17153	16106
r100	13968	21744
r101	18942	10254
r102	21052	13771
r103	20142	18002
r104	15905	22583
r105	19983	18855
r106	21225	13847
r107	24199	3780
r108	17159	15675
r109	17145	14532
r110	17769	21805
r111	20716	16255
r112	19108	12844
r113	21286	12170
r114	17788	19798
r115	21379	14570
r116	22174	13202
r117	17911	20298
r118	15530	17391
r119	17923	22619
r120	19028	19403
r121	20274	17848
r122	19237	16951
r123	17185	20807
r124	19633	19973
r125	19257	18083
r126	19955	19143
r127	21521	11286
r128	19305	17426
r129	20748	15523
r130	19177	18788
r131	14166	25779
r132	19955	17449
r133	18409	19347
r134	21705	14173
r135	19580	19351
r136	21081	15319
r137	19243	19708
r138	17616	15301
r139	15869	22256
r140	20304	12940
r141	19557	13506
r142	5146	36320
r143	18747	19365
r144	18370	10111
r145	19605	13104
r146	19389	7223
r147	17902	18501
r148	19587	16026
r149	13373	18547
r150	16533	22160
r151	17290	20828
r152	17909	10251
r153	20823	9819
r154	21566	14043
r155	17336	15327
r156	16315	22137
r157	19492	17889
r158	17498	20990
r159	18688	22683
r160	21375	13295
r161	21753	13336
r162	19648	13336
r163	18601	22096
r164	16518	22228
r165	21360	12144
r166	16783	17015
r167	19961	18294
r168	19609	14010
r169	19671	16255
r170	15423	17588
r171	19167	16448
r172	19067	13191
r173	19458	19312
r174	21235	12105
r175	16730	18582
r176	17621	17784
r177	19464	17808
r178	14644	22244
r179	16356	16542
r180	19626	19393
r181	21353	10587
r182	21034	13743
r183	21246	15099
r184	10145	25825
r185	13710	16931
r186	16114	21732
r187	21031	13099
r188	19627	16681
r189	19727	11085
r190	21601	13990
r191	20247	17919
r192	20220	17794
r193	21483	13341
r194	19163	19636
r195	21605	11386
r196	21519	14691
r197	24065	2840
r198	21468	14631
r199	20820	14174
r200	21457	14919
r201	18317	17771
r202	20181	12642
r203	18337	20155
r204	19603	12500
r205	20471	14338
r206	21018	12085
r207	20954	13693
r208	15351	17648
r209	21646	14868
r210	19597	12469
r211	18346	13155
r212	17914	18667
r213	19621	16235
r214	19112	17360
r215	19752	11013
r216	21347	12904
r217	21440	11422
r218	19649	15469
r219	16557	22157
r220	21882	14105
r221	14359	24197
r222	20512	14962
r223	18903	12788
r224	20956	13790
r225	18140	12857
r226	17948	15269
r227	16987	15373
r228	21221	14152
r229	4733	27365
r230	16641	9163
r231	19528	12697
r232	4763	27377
r233	19650	20370
r234	19588	16034
r235	21510	12623
r236	18545	11533
r237	15522	17351
r238	22224	13905
r239	18280	10305
r240	24460	3745
r241	17085	7238
r242	15479	16895
r243	19685	16436
r244	16393	14822
r245	16445	9153
r246	19398	17887
r247	19579	18884
r248	20349	17567
r249	23446	3668
r250	14200	35471
r251	17298	14429
r252	16694	21714
r253	14946	34614
r254	19540	17241
