courier	x	y	on_time	off_time
c1	28798	22758	69	169
c2	22357	22689	69	189
c3	25942	18296	69	249
c4	26632	22868	69	249
c5	21010	8442	69	249
c6	24225	14881	69	249
c7	24273	14864	69	249
c8	25970	18373	69	249
c9	29508	21318	69	249
c10	29311	10308	69	249
c11	23403	18463	69	249
c12	23847	8552	69	249
c13	23428	18401	69	249
c14	26644	19054	69	249
c15	20818	7072	69	249
c16	20629	20839	69	249
c17	26648	22898	69	249
c18	22704	15859	69	249
c19	25950	18379	69	249
c20	31318	8510	69	309
c21	26201	845	69	309
c22	28999	23	69	309
c23	32607	5741	69	309
c24	25515	2679	69	309
c25	24562	10667	99	279
c26	20504	11802	99	309
c27	28207	10420	129	257
c28	30235	18752	129	264
c29	21175	18585	129	279
c30	31705	14177	129	309
c31	22888	10672	129	309
c32	6619	23862	129	309
c33	25916	17113	129	309
c34	20691	12992	129	309
c35	20957	19160	129	309
c36	18871	25604	129	309
c37	24798	20299	129	309
c38	29695	13691	129	309
c39	6673	31904	129	309
c40	27097	13903	129	309
c41	30681	19977	129	309
c42	20767	18178	129	309
c43	23452	14482	129	309
c44	32385	13340	129	309
c45	29858	13429	129	309
c46	30631	9792	129	309
c47	24447	15279	129	309
c48	22574	8204	129	309
c49	25576	7741	129	309
c50	24866	20314	129	309
c51	20623	12959	129	309
c52	25555	7780	129	309
c53	21316	14216	129	309
c54	8916	26660	129	309
c55	20677	12915	129	309
c56	27537	23045	129	309
c57	22006	9561	129	309
c58	28048	18011	129	309
c59	18267	28942	129	309
c60	25767	15078	129	309
c61	22803	9332	129	309
c62	27097	13895	129	309
c63	25359	7570	129	309
c64	8726	23253	129	309
c65	30644	9771	129	309
c66	24810	20318	129	309
c67	21510	22659	129	369
c68	21537	22646	129	369
c69	20716	7260	159	309
c70	30347	1650	189	309
c71	32010	15327	219	309
c72	24267	12663	309	339
c73	6274	29066	309	379
c74	28387	21278	309	489
c75	28447	13505	309	489
c76	26894	16625	309	489
c77	24405	12203	309	489
c78	23484	5706	309	489
c79	23812	14681	309	489
c80	25967	2808	309	489
c81	27903	23289	309	489
c82	27843	12370	309	489
c83	23689	12741	309	489
c84	23774	14685	309	489
c85	28256	15476	309	489
c86	28359	21288	309	489
c87	28804	17701	309	489
c88	23458	5706	309	489
c89	25333	7597	309	489
c90	25335	7600	309	489
c91	23602	9453	309	489
c92	28605	12850	309	489
c93	23816	21042	309	489
c94	25337	7641	309	489
c95	30920	11354	309	489
c96	12819	25004	309	489
c97	30763	9592	309	489
c98	29083	16570	309	489
c99	24076	18881	309	489
c100	23488	22597	309	489
c101	30852	17022	309	489
c102	28919	16901	309	489
c103	27888	23286	309	489
c104	28178	8417	309	489
c105	33610	7157	309	489
c106	23821	14660	309	489
c107	31840	9872	309	540
c108	27746	485	309	599
c109	30611	18928	369	489
c110	24804	19637	369	549
c111	23336	11861	459	639
c112	21829	19522	459	669
c113	27604	12897	459	699
c114	26455	21015	459	699
c115	27357	19098	459	699
c116	23090	13209	459	699
c117	21264	15739	459	699
c118	21066	17028	459	699
c119	22170	21234	459	699
c120	30926	9874	459	699
c121	23069	13183	459	699
c122	21745	16516	459	699
c123	29594	984	459	729
c124	24436	19053	459	734
c125	27060	22147	474	699
c126	27365	20382	480	639
c127	29606	11710	489	609
c128	33136	0	489	669
c129	24720	7617	489	699
c130	20787	19561	489	729
c131	28885	13587	489	729
c132	12472	27085	489	729
c133	20315	16846	489	729
c134	23752	23144	489	729
c135	28671	20471	489	729
c136	28649	20518	489	729
c137	8554	29255	489	729
c138	12438	27058	489	729
c139	29204	15279	489	729
c140	32734	3158	489	729
c141	8068	23048	489	729
c142	17089	27797	489	729
c143	31713	8051	489	729
c144	28292	16832	489	729
c145	20917	19040	489	729
c146	8383	26323	489	729
c147	28894	13623	489	729
c148	21558	18723	489	729
c149	23687	23149	489	729
c150	24668	8531	489	729
c151	29201	7759	489	729
c152	26755	16021	489	729
c153	20540	3067	489	729
c154	12467	26998	489	729
c155	20662	19803	489	729
c156	23707	23180	489	729
c157	23746	23194	489	729
c158	29794	2354	489	729
c159	20549	442	489	729
c160	20829	16437	489	729
c161	23865	16704	489	729
c162	28616	20503	489	729
c163	31701	8089	489	729
c164	21555	18781	489	729
c165	27117	16773	489	729
c166	29158	15263	489	729
c167	8558	29241	489	729
c168	16955	22834	489	729
c169	6907	20393	489	729
c170	21169	17557	489	729
c171	8370	26351	489	729
c172	20848	18265	489	849
c173	20409	15448	519	631
c174	22029	9992	519	729
c175	30451	15026	519	759
c176	26218	17987	519	759
c177	26017	14469	519	759
c178	30415	15028	519	759
c179	26255	17995	519	759
c180	25515	22889	519	759
c181	21480	10034	519	759
c182	22054	9854	519	759
c183	27617	17750	519	759
c184	27706	20331	519	759
c185	27693	20348	519	759
c186	28425	18807	519	759
c187	24655	17054	519	759
c188	25820	21938	519	759
c189	25800	21947	519	759
c190	30402	15071	519	759
c191	31292	4468	534	729
c192	23492	21702	549	729
c193	22233	19630	549	767
c194	26450	18503	549	789
c195	24507	16302	549	789
c196	25275	8998	549	789
c197	20141	22999	549	789
c198	28607	21770	549	789
c199	27626	13233	549	789
c200	28327	21349	549	789
c201	25757	12516	549	789
c202	30769	11076	549	789
c203	20295	8327	549	789
c204	22571	10017	549	789
c205	24535	16300	549	789
c206	24894	16891	549	789
c207	27584	11614	549	789
c208	26495	18560	549	789
c209	29547	14668	549	789
c210	23786	9843	549	789
c211	28584	17140	549	849
c212	26643	20447	579	789
c213	27088	15951	594	789
