restaurant	x	y
r1	24429	11955
r2	24872	12806
r3	20142	13084
r4	24365	9953
r5	19369	15639
r6	19356	13439
r7	23227	16582
r8	22210	16745
r9	22975	17232
r10	21399	17495
r11	24330	10761
r12	21949	18000
r13	22950	17576
r14	13367	26106
r15	19340	15924
r16	20637	16391
r17	23329	10099
r18	20385	14760
r19	20865	18914
r20	16111	21122
r21	23999	11167
r22	24430	11434
r23	23685	11119
r24	24190	12788
r25	22669	15259
r26	20770	20421
r27	18276	15481
r28	22597	12008
r29	17747	15453
r30	22639	14839
r31	20263	19388
r32	21965	8906
r33	21675	17944
r34	22455	16442
r35	20205	14546
r36	23219	16450
r37	22169	18491
r38	18218	18750
r39	24171	13612
r40	20640	14340
r41	20775	20370
r42	22923	17491
r43	22974	17771
r44	7708	26018
r45	23115	17219
r46	20848	15336
r47	21780	8847
r48	24561	9846
r49	23812	8404
r50	23902	12261
r51	24694	13260
r52	19329	20733
r53	10682	27600
r54	24005	12363
r55	24450	9992
r56	18276	17986
r57	22599	11119
r58	24285	10698
r59	22235	17373
r60	22069	18493
r61	22542	11054
r62	22691	11913
r63	19498	20754
r64	21885	17105
r65	24743	11982
r66	22389	5831
r67	23181	12306
r68	24478	13365
r69	25248	12500
r70	19515	20764
r71	24475	13248
r72	22605	18005
r73	21411	12429
r74	22787	9578
r75	20368	14679
r76	19741	17117
r77	23282	16160
r78	17652	20750
r79	22250	17508
r80	21093	11491
r81	19112	20398
r82	22065	11501
r83	22935	17661
r84	21608	20747
r85	22917	17153
r86	24275	12874
r87	22396	16523
r88	22207	18437
r89	24165	12483
r90	20228	14263
r91	22645	14989
r92	24558	13567
r93	24100	12494
r94	17666	16757
r95	19892	13948
r96	21590	10125
r97	23952	12347
r98	20722	18391
r99	24206	12798
r100	21324	17900
r101	22249	6686
r102	18408	16207
r103	24631	13421
r104	18371	16217
r105	18471	15484
r106	21002	22406
r107	16743	15502
r108	21361	11751
r109	23486	15564
r110	23702	12911
r111	22647	18566
