restaurant	x	y
r1	26890	15001
r2	26756	15055
r3	23924	15876
r4	30927	13613
r5	30605	12765
r6	29163	16844
r7	25004	16594
r8	28265	21670
r9	34021	2838
r10	28788	15075
r11	29172	11491
r12	27445	16698
r13	26265	17615
r14	30309	13267
r15	22969	17573
r16	27973	17940
r17	24298	15929
r18	29461	17706
r19	29876	10626
r20	27860	19193
r21	27321	20850
r22	30600	14408
r23	28790	11741
r24	24763	20039
r25	7765	32518
r26	27450	18411
r27	29025	12488
r28	30280	14417
r29	30924	10371
r30	20905	31652
r31	30766	12837
r32	27271	14344
r33	22687	13508
r34	25913	13610
r35	25098	21650
r36	30945	12390
r37	33355	2837
r38	29515	18162
r39	28843	17559
r40	30881	13631
r41	26690	15119
r42	17290	28073
r43	24858	16662
r44	29458	18299
r45	24880	18344
r46	29496	17568
r47	26630	14361
r48	29064	15130
r49	18086	26431
r50	31100	10282
r51	28031	7264
r52	29699	12698
r53	26673	15952
r54	24230	17220
r55	23199	15943
r56	25937	16127
r57	31021	13947
r58	30617	12972
r59	29509	17927
r60	26613	6274
r61	28237	18381
r62	30607	11597
r63	30556	12802
r64	29403	16395
r65	26952	15132
r66	28321	19514
r67	28730	17188
r68	29095	11736
r69	24197	21207
r70	27279	20816
r71	19933	26562
r72	25637	14356
r73	28699	15430
r74	26950	15129
r75	26699	13574
r76	25601	20831
r77	29737	17013
r78	25838	16303
r79	27415	19367
r80	28640	11959
r81	14309	26367
r82	28391	9321
r83	29134	14428
r84	29341	19063
r85	30748	13167
r86	29825	16756
r87	28940	16054
r88	26763	15094
r89	29330	17610
r90	27277	18782
r91	26762	14647
r92	28586	18988
r93	27664	20811
r94	26743	19873
r95	29383	16626
r96	28480	18382
r97	28077	17216
r98	28550	18383
r99	24767	19123
r100	30981	11806
r101	23461	16532
r102	13320	31232
r103	28146	21157
r104	26192	10577
r105	29534	17932
r106	26400	12142
r107	30966	10096
r108	29130	19446
r109	29002	16909
r110	27519	17529
r111	31429	13280
r112	5118	28972
r113	25047	16463
r114	30749	14079
r115	27077	16762
r116	32379	3876
r117	27437	11716
r118	30827	13204
r119	25821	20657
r120	31386	13140
r121	26437	19959
r122	29173	12463
r123	31153	13033
r124	30882	12349
r125	30912	11513
r126	34355	2722
r127	18659	29677
r128	29124	12156
r129	29067	16015
r130	23107	16743
r131	26730	19825
r132	30155	16179
r133	28861	7145
r134	27883	16799
r135	29168	13099
r136	28191	15962
r137	26076	21248
r138	27025	15192
r139	31027	13625
r140	29242	6743
r141	30457	12747
r142	26678	17067
r143	5388	32414
r144	30613	12802
r145	28624	12297
r146	29081	16106
r147	26958	20766
r148	31063	13647
r149	30943	11855
r150	20438	33955
r151	23731	21505
r152	27092	16809
r153	15305	42153
r154	30992	13185
r155	29617	17591
r156	26153	10557
r157	29724	16894
r158	28836	16403
r159	31139	13083
r160	30066	13953
r161	29728	17622
r162	28830	18721
r163	27904	12160
r164	19684	24881
r165	27885	18867
r166	29173	16676
r167	30950	11913
r168	28051	13105
r169	29777	11962
r170	30239	14470
r171	26250	20822
r172	26859	20790
r173	30871	11672
r174	27953	9121
r175	14243	26465
r176	30376	13219
r177	26875	14923
r178	17615	23611
r179	30992	13797
r180	28368	17547
r181	28975	18352
r182	29809	12132
r183	26688	13579
r184	26813	14367
r185	22642	21597
r186	31114	13904
r187	31081	13418
r188	30844	11137
r189	28787	17953
r190	30903	11208
r191	27690	11938
r192	29213	15329
r193	30322	15260
r194	25887	15570
r195	30288	14525
r196	33001	2717
r197	29543	17274
r198	28681	16327
r199	29528	17864
r200	28508	9339
r201	27429	21655
r202	28312	19461
r203	30921	13371
r204	26181	8160
r205	30720	11110
r206	15924	26485
r207	29005	16840
r208	28897	6271
r209	28131	10570
r210	29107	15749
r211	30879	13180
r212	30293	15139
r213	33746	2737
r214	23329	14298
r215	28401	15822
r216	30390	14448
r217	26017	8259
r218	29124	18429
r219	30215	11480
r220	26245	8180
r221	28887	16949
r222	25949	13899
r223	25742	14327
r224	27210	14757
r225	27119	9267
r226	23546	20777
r227	26931	15181
r228	31736	12978
r229	28407	11796
r230	28314	13154
r231	30988	11691
r232	29739	16832
r233	29141	14997
r234	26322	16068
r235	25463	21382
r236	29762	11176
r237	30998	11859
r238	28490	19121
r239	28654	18695
r240	28707	16405
r241	30599	11065
r242	30368	8762
r243	29301	10049
r244	26005	21198
r245	31072	10441
r246	28727	18816
r247	28945	16982
r248	27199	14286
r249	19252	36194
r250	27958	12834
r251	28953	16993
r252	29790	16935
r253	27847	18333
r254	29875	16619
r255	29119	18438
r256	5419	35821
r257	26972	20000
r258	31681	12259
r259	14632	35371
r260	25881	14773
r261	24746	15945
r262	26715	16271
r263	27851	19566
r264	27843	13592
r265	27349	14604
r266	28738	15969
r267	32958	2707
r268	25436	21557
r269	29127	15445
r270	30532	12917
