courier	x	y	on_time	off_time
c1	2353	6495	0	90
c2	2347	6424	0	90
c3	11017	4137	90	240
c4	8833	7920	90	270
c5	11390	410	90	270
c6	7181	2069	90	270
c7	12759	621	90	270
c8	13562	4822	90	270
c9	7867	4301	90	270
c10	13362	857	150	270
c11	1994	7908	210	330
c12	1964	7957	210	330
c13	6112	6245	270	390
c14	11040	0	270	450
c15	13282	8399	270	450
c16	11176	5763	270	450
c17	12367	8599	270	450
c18	12436	8659	270	450
c19	6050	12723	270	450
c20	7592	9188	390	510
c21	7555	9157	390	510
c22	782	5098	450	630
c23	7357	4265	450	630
c24	5061	1573	450	630
c25	5023	1607	450	630
c26	10776	4210	450	630
c27	5621	6385	450	630
c28	8619	994	450	630
c29	7403	4249	450	630
c30	5044	1608	450	630
c31	8542	997	450	630
c32	7802	5650	450	640
c33	1415	5743	450	660
c34	8737	2466	450	666
c35	9021	13099	450	675
c36	4030	2530	465	707
c37	11095	6794	510	630
c38	10149	2772	510	690
c39	5492	10920	510	690
c40	7664	7182	510	690
c41	10189	2778	510	690
c42	12899	8886	510	690
c43	2553	9438	510	690
c44	6354	8182	510	690
c45	10162	2731	510	690
c46	7623	2043	630	750
c47	3298	9447	630	750
c48	4660	8383	630	750
c49	3367	9424	630	750
c50	7607	1973	630	750
c51	0	9607	690	810
c52	2269	3843	690	810
c53	7678	5345	690	840
c54	3531	991	690	840
c55	1208	5997	690	862
