courier	x	y	on_time	off_time
c1	576	4837	0	90
c2	10357	2834	0	90
c3	11000	4660	90	240
c4	1870	8363	90	270
c5	11373	884	90	270
c6	7925	4783	90	270
c7	13570	5273	90	270
c8	7166	2775	90	270
c9	14494	4320	90	270
c10	13401	1324	150	270
c11	6358	4571	210	330
c12	2008	8348	210	330
c13	6093	6793	270	390
c14	7138	8254	270	450
c15	11998	4983	270	450
c16	7145	8278	270	450
c17	11951	4904	270	450
c18	6092	521	270	450
c19	14088	6066	270	450
c20	9279	3714	390	510
c21	7524	9649	390	510
c22	4194	11645	450	630
c23	842	5542	450	630
c24	9111	1253	450	630
c25	12624	1131	450	630
c26	9258	4783	450	630
c27	7328	4701	450	630
c28	4207	11604	450	630
c29	6178	6787	450	630
c30	8529	1494	450	630
c31	5664	6815	450	630
c32	7754	6049	450	640
c33	1366	6167	450	660
c34	8728	2986	450	666
c35	9049	13610	450	675
c36	3997	3038	465	707
c37	11100	7230	510	630
c38	10576	9331	510	690
c39	10593	0	510	690
c40	10620	42	510	690
c41	5822	4415	510	690
c42	7687	7688	510	690
c43	10643	42	510	690
c44	12895	9359	510	690
c45	12866	9362	510	690
c46	8204	7380	630	750
c47	4670	8893	630	750
c48	4835	11071	630	750
c49	7559	2479	630	750
c50	11586	6785	630	750
c51	0	10087	690	810
c52	2240	4360	690	810
c53	10246	13069	690	840
c54	3549	1405	690	840
c55	1133	6545	690	862
