order	x	y	placement_time	restaurant	ready_time
o1	3523	10410	48	r1	65
o2	6658	7743	68	r2	99
o3	8352	10732	78	r3	97
o4	9827	10487	91	r4	102
o5	10912	9763	92	r5	110
o6	8614	10485	103	r6	122
o7	3180	8469	104	r2	133
o8	4744	5938	112	r7	136
o9	7357	7822	118	r7	138
o10	7861	10695	118	r8	122
o11	9038	6617	125	r9	147
o12	11861	3971	126	r10	132
o13	4596	8731	126	r11	147
o14	10219	11116	135	r12	150
o15	8006	10149	137	r13	142
o16	6542	11065	143	r13	155
o17	7354	11312	143	r14	173
o18	10168	11602	156	r15	180
o19	6104	8248	158	r15	180
o20	8939	8914	164	r16	194
o21	8145	9924	170	r17	187
o22	10715	10088	177	r18	182
o23	10720	10051	180	r4	194
o24	7174	8356	184	r15	203
o25	9780	6244	184	r16	212
o26	2557	6474	184	r19	193
o27	9766	11659	186	r20	222
o28	8314	8628	187	r6	202
o29	8439	6328	191	r21	202
o30	10016	6916	194	r22	215
o31	9861	10378	204	r23	218
o32	10902	10105	205	r24	230
o33	7409	11364	207	r15	224
o34	8499	11536	211	r5	242
o35	4273	8803	212	r17	225
o36	10503	6770	219	r25	236
o37	9899	5906	225	r26	240
o38	6800	7384	225	r27	244
o39	8760	9116	229	r28	259
o40	6543	8152	231	r15	254
o41	8517	11188	234	r29	247
o42	10350	9700	246	r30	251
o43	8578	7259	248	r16	274
o44	8240	8691	248	r16	274
o45	8845	5621	252	r11	267
o46	7591	9947	256	r15	268
o47	9279	9865	261	r31	274
o48	6911	7313	262	r32	274
o49	7954	7882	266	r19	271
o50	8510	7969	272	r33	283
o51	5401	9264	278	r11	296
o52	6036	9068	287	r11	296
o53	10469	8515	289	r6	307
o54	10757	11123	294	r34	309
o55	8337	8849	310	r15	315
o56	10082	9012	328	r6	343
o57	7684	9138	329	r35	339
o58	9644	10179	338	r16	363
o59	10741	8763	346	r4	353
o60	7021	9575	347	r36	366
o61	8117	3810	347	r10	361
o62	10709	9893	364	r4	379
o63	8717	10315	365	r17	377
o64	13276	3525	367	r10	379
o65	8836	7898	375	r27	385
o66	7753	5477	384	r10	386
o67	9678	6651	386	r15	394
o68	9785	6039	389	r9	410
o69	5548	9634	394	r37	404
o70	8396	1224	399	r10	400
o71	10444	7077	403	r15	416
o72	8904	12247	408	r24	423
o73	8030	11698	413	r38	434
o74	10044	10444	417	r18	428
o75	7463	7323	424	r15	439
o76	6765	9576	426	r16	442
o77	6692	11562	426	r23	446
o78	9334	10086	436	r17	449
o79	6194	7169	440	r26	449
o80	3386	9425	442	r39	455
o81	9494	9334	446	r16	466
o82	9134	9813	448	r40	459
o83	9680	10213	459	r41	462
o84	1033	8688	460	r19	475
o85	10788	11060	460	r40	477
o86	11225	10029	461	r42	478
o87	7086	9355	463	r35	478
o88	6349	11294	471	r17	486
o89	1645	7443	474	r7	500
o90	9191	11471	475	r17	502
o91	8069	10299	475	r28	505
o92	8861	9654	477	r17	492
o93	11418	9621	477	r43	492
o94	8034	10874	478	r17	502
o95	8073	10119	481	r17	504
o96	6577	7961	483	r44	503
o97	8397	8976	485	r20	514
o98	8888	6503	485	r44	503
o99	10067	9977	486	r45	490
o100	10524	10439	486	r46	487
o101	10403	6810	488	r16	503
o102	8887	11409	492	r11	504
o103	10378	9948	495	r44	513
o104	11521	6082	499	r44	517
o105	9705	12155	501	r24	522
o106	9012	8338	501	r17	516
o107	8575	6772	502	r5	512
o108	7976	5955	509	r44	539
o109	2409	8810	510	r7	525
o110	9437	9581	514	r27	527
o111	8280	11707	515	r24	530
o112	8682	5647	515	r10	529
o113	9110	10053	518	r9	538
o114	9670	10876	521	r8	529
o115	10613	10626	521	r17	539
o116	8214	11013	527	r8	532
o117	9525	9025	528	r17	545
o118	9371	10171	530	r47	531
o119	6661	7706	537	r7	572
o120	10618	6261	538	r44	568
o121	9389	10238	542	r45	550
o122	8662	8241	544	r26	564
o123	10625	10624	546	r17	564
o124	3730	8843	546	r7	566
o125	10737	10178	549	r17	564
o126	7495	8472	549	r44	563
o127	8035	8724	551	r31	561
o128	9289	11065	551	r40	567
o129	9938	9568	554	r40	574
o130	9853	10812	554	r20	572
o131	8901	10014	555	r8	564
o132	3022	8929	555	r7	572
o133	7723	9110	556	r17	564
o134	6171	7976	558	r44	564
o135	11441	9922	558	r40	571
o136	2344	9067	559	r2	588
o137	8481	10505	559	r17	564
o138	3760	7551	562	r7	585
o139	6899	8313	564	r12	579
o140	9507	7515	564	r20	569
o141	10963	6775	565	r44	579
o142	9662	12271	565	r43	580
o143	7035	9009	566	r16	585
o144	6922	5351	567	r35	578
o145	9467	5832	573	r16	604
o146	11541	8060	573	r4	582
o147	9580	5928	575	r44	593
o148	8432	8531	576	r16	604
o149	8291	10795	578	r4	589
o150	8434	11366	578	r48	606
o151	11540	8415	578	r49	580
o152	5587	8727	578	r39	603
o153	9238	9850	580	r17	594
o154	11571	9886	581	r50	611
o155	9690	10156	583	r50	611
o156	9555	12035	583	r32	591
o157	3657	6341	583	r51	591
o158	7354	8537	584	r28	614
o159	9214	10202	585	r9	593
o160	9241	1226	587	r10	595
o161	8174	11862	587	r17	595
o162	8628	8061	588	r52	626
o163	7865	7894	588	r16	613
o164	9910	11736	588	r11	608
o165	6892	7305	589	r37	594
o166	6564	6649	589	r31	598
o167	9798	10817	590	r53	620
o168	6956	7289	590	r45	614
o169	8171	9545	590	r17	595
o170	9676	9815	591	r52	626
o171	9751	10478	591	r20	596
o172	8358	6484	592	r4	609
o173	9621	6664	593	r45	615
o174	3103	9869	594	r7	605
o175	9575	11073	596	r11	623
o176	9121	10069	598	r54	616
o177	11188	9386	598	r55	627
o178	4027	9023	598	r7	628
o179	8372	9008	598	r56	608
o180	10935	8889	599	r52	619
o181	9278	10106	602	r31	612
o182	8549	8474	603	r16	623
o183	9581	8290	605	r16	625
o184	7759	11139	605	r7	635
o185	8243	7766	606	r49	607
o186	8358	11460	606	r17	636
o187	9705	9009	608	r40	623
o188	6437	8022	609	r17	660
o189	10427	10861	610	r17	657
o190	8336	9973	610	r47	636
o191	10483	10682	610	r26	626
o192	9398	10431	611	r40	628
o193	9602	7144	612	r9	630
o194	8518	8758	615	r17	660
o195	10976	9285	616	r42	629
o196	7947	10774	617	r17	637
o197	10514	10009	620	r55	640
o198	7303	8314	620	r44	649
o199	4704	9590	623	r2	652
o200	9163	9854	628	r20	633
o201	11564	10163	629	r32	635
o202	10486	6752	634	r45	640
o203	7247	10028	635	r54	658
o204	8321	10935	636	r49	637
o205	6347	8684	638	r31	648
o206	6585	7899	639	r49	640
o207	10780	6777	640	r35	650
o208	8417	10789	640	r17	668
o209	9010	7789	640	r9	646
o210	10877	9112	641	r47	670
o211	5976	10785	644	r11	670
o212	7113	8389	645	r16	655
o213	7528	9116	646	r57	707
o214	4529	9116	646	r31	656
o215	8472	11360	647	r17	667
o216	9481	10347	649	r17	657
o217	6267	8731	651	r19	674
o218	8879	8479	651	r52	666
o219	8590	10080	652	r16	666
o220	5169	6954	652	r9	669
o221	6872	9311	655	r17	678
o222	10222	10966	658	r31	718
o223	11507	10094	661	r11	686
o224	9531	10083	661	r9	669
o225	8910	7096	664	r16	674
o226	8228	8530	664	r17	684
o227	9147	10728	664	r44	673
o228	10642	6785	664	r11	694
o229	3371	9112	666	r17	684
o230	11149	9949	667	r11	697
o231	5542	8834	668	r26	678
o232	9153	10682	671	r16	682
o233	10011	8807	676	r42	694
o234	8873	8464	676	r58	687
o235	10933	9153	680	r16	687
o236	8183	10086	681	r40	693
o237	8749	10579	681	r17	684
o238	9850	9776	681	r20	695
o239	10556	10410	683	r44	712
o240	9066	11335	689	r38	700
o241	8160	7119	691	r59	711
o242	9295	6327	692	r9	699
o243	7875	7910	697	r16	717
o244	9981	11567	700	r20	708
o245	10154	1741	703	r10	713
o246	9432	9583	711	r31	721
o247	11010	8754	712	r60	742
o248	9431	6454	713	r44	725
o249	9190	10410	715	r31	725
o250	11242	10067	716	r44	732
o251	8227	10367	718	r9	728
o252	10373	6925	718	r9	728
o253	6902	11166	719	r38	731
o254	9325	10036	730	r16	750
o255	11380	10253	740	r16	755
o256	6148	8480	744	r9	755
o257	8605	8585	747	r9	761
o258	6717	7225	751	r9	761
o259	7393	10679	755	r16	784
o260	8538	6626	756	r16	784
o261	8787	7744	760	r31	765
o262	9007	12041	765	r31	786
o263	5906	9498	772	r16	797
o264	9120	8931	774	r20	797
o265	9206	10138	777	r16	797
o266	8960	10039	782	r20	797
o267	7728	9937	783	r31	788
o268	8002	10856	792	r38	802
