restaurant	x	y
r1	7871	4167
r2	8308	5069
r3	8190	5001
r4	7801	3995
r5	6777	3704
r6	10189	6042
r7	8150	6242
r8	5568	4804
r9	9491	4777
r10	5273	6575
r11	2102	6035
r12	8113	6555
r13	3844	4267
r14	5934	7926
r15	6822	6205
r16	7726	4336
r17	7913	2778
r18	7954	5024
r19	4033	4110
r20	7840	6939
r21	4025	6410
r22	8154	6287
r23	2295	6090
r24	7845	3266
r25	9457	4806
r26	9236	7706
r27	8905	3060
r28	8513	6630
r29	7885	6639
r30	8565	3928
r31	3591	4045
r32	8860	3181
r33	8773	7480
r34	4142	6211
r35	8609	4843
r36	9377	4793
r37	9014	7962
r38	2859	5932
r39	4822	5966
r40	9479	5739
r41	4318	5919
r42	9255	6382
r43	5670	4764
r44	9170	7705
r45	8179	6022
r46	4083	5561
r47	8323	4259
r48	7783	3862
r49	8517	2811
r50	6681	2663
r51	6729	4006
r52	6354	8003
r53	6764	3767
r54	7830	6522
r55	7708	4182
r56	7831	6025
r57	7855	5328
r58	7817	6927
r59	9011	7922
r60	8535	2841
r61	9295	7365
r62	9242	7714
r63	9349	7505
r64	4217	5951
r65	7057	4992
r66	9181	7862
r67	9478	4270
r68	7742	4227
r69	8075	3712
r70	8006	3397
r71	9228	7587
r72	8981	5558
r73	7931	2011
r74	5932	8092
r75	9190	6228
r76	6058	6732
r77	5624	4754
r78	4293	6022
r79	6295	8138
r80	7980	4019
r81	7275	7761
r82	7651	7604
r83	5534	6687
r84	3835	1404
r85	7164	7826
r86	8734	8666
r87	7791	4110
r88	6645	3816
r89	8169	4366
r90	8528	6424
r91	8702	6129
r92	9283	6171
r93	4258	5550
r94	7457	4157
r95	6899	7785
r96	3999	6193
r97	7819	1900
r98	6439	7968
r99	6167	8105
r100	8753	6696
r101	10815	1668
r102	4106	5533
r103	3867	4113
r104	7859	6884
r105	7020	4982
r106	7196	4005
r107	7869	1884
r108	8418	6474
r109	3819	3876
r110	9986	6469
r111	8924	6498
r112	8134	6044
r113	0	5283
r114	6760	6492
r115	8999	7935
r116	4162	6159
