courier	x	y	on_time	off_time
c1	17166	14500	0	240
c2	21883	14176	0	240
c3	19957	18564	0	240
c4	17231	20751	0	240
c5	16400	17058	15	105
c6	18358	10246	15	105
c7	17170	14447	15	255
c8	19957	18541	15	255
c9	17206	20746	15	255
c10	17213	14407	30	150
c11	17172	14481	30	210
c12	17155	14434	30	210
c13	19965	18594	30	270
c14	21879	14249	30	270
c15	13951	18751	45	285
c16	21887	14186	45	285
c17	21917	14211	45	285
c18	21924	14210	45	285
c19	17855	21754	60	150
c20	17240	20667	60	150
c21	20735	14192	60	180
c22	17209	20679	60	180
c23	20803	14253	60	180
c24	20302	12863	60	180
c25	18517	8192	60	180
c26	18471	18869	75	255
c27	20775	12398	75	255
c28	19526	17820	75	315
c29	18839	14025	75	315
c30	20199	17976	75	315
c31	16625	21927	75	315
c32	18729	16908	75	315
c33	20234	18010	75	315
c34	17275	16008	75	315
c35	17860	22541	75	315
c36	17239	20672	75	315
c37	20220	17986	75	315
c38	18806	14039	75	315
c39	19270	17280	75	315
c40	19530	17850	90	330
c41	19049	19388	90	330
c42	15304	16896	90	330
c43	19038	19300	90	330
c44	16422	17030	90	330
c45	16415	16982	90	330
c46	17454	15875	90	330
c47	17222	20677	90	330
c48	21017	12486	105	345
c49	18459	8171	105	345
c50	19250	17327	105	345
c51	17840	21710	105	345
c52	24229	3716	105	345
c53	19272	17282	120	360
c54	19247	17250	120	360
c55	17451	16030	120	360
c56	19892	18575	135	375
c57	21120	13763	135	375
c58	19997	18601	135	375
c59	19140	19353	135	375
c60	19605	15923	135	375
c61	19288	18112	150	390
c62	19224	18053	150	390
c63	21015	12490	150	390
c64	19985	18550	150	390
c65	19887	18574	165	405
c66	19923	18561	165	405
c67	19042	19309	165	405
c68	17980	18473	180	270
c69	18013	18496	180	360
c70	18007	18509	180	420
c71	17918	20307	195	435
c72	18992	19325	210	300
c73	19516	17795	210	300
c74	18987	19345	210	450
c75	19533	17783	210	450
c76	18545	8163	210	450
c77	17711	15699	225	345
c78	18479	8187	240	480
c79	19696	12399	240	480
c80	21058	13728	255	435
c81	15250	16845	270	510
c82	20792	14214	270	510
c83	21025	12543	285	465
c84	17816	21738	300	480
c85	16788	18469	300	480
c86	17789	21691	300	480
c87	16798	18449	300	480
c88	16762	18495	300	540
c89	18995	19358	300	540
c90	17862	21752	300	540
c91	21245	14096	300	540
c92	19015	19302	300	540
c93	16742	21747	300	540
c94	21537	14385	315	435
c95	18476	8179	315	435
c96	18505	8180	315	435
c97	16905	20949	315	555
c98	19612	15917	330	570
c99	18519	8197	330	570
c100	16713	9184	330	570
c101	17267	20665	330	570
c102	20257	17878	330	570
c103	19654	12422	330	570
