restaurant	x	y
r1	29975	14885
r2	27949	16344
r3	28561	19512
r4	23927	19651
r5	25764	16310
r6	30081	14851
r7	29349	15660
r8	26309	15999
r9	29775	14183
r10	29883	14474
r11	4001	52778
r12	25376	17258
r13	24957	16069
r14	30347	14489
r15	29729	14123
r16	25804	14816
r17	29847	14612
r18	25274	11787
r19	27556	10532
r20	27757	20105
r21	25002	17376
r22	28278	14353
r23	26036	16244
r24	29691	14131
r25	29686	12830
r26	26563	18807
r27	28609	18881
r28	30094	15279
r29	28450	18928
r30	27970	7550
r31	27694	19658
r32	26207	18120
r33	28903	13283
r34	25762	14829
r35	25561	13441
r36	25998	16273
r37	28605	19124
r38	29235	17424
r39	24597	22881
r40	26440	22117
r41	29760	13377
r42	26590	10596
r43	24985	21879
r44	29623	14073
r45	29864	15388
r46	29779	14108
r47	28724	18876
r48	27327	17215
r49	27162	14409
r50	26095	16419
r51	28868	18081
r52	28290	16727
r53	28528	18884
r54	30097	11437
r55	26912	14835
r56	29712	15638
r57	27421	10544
r58	26052	16458
r59	26453	22074
r60	22206	18006
r61	25310	11847
r62	25571	21248
r63	25807	16350
r64	28620	19223
r65	28971	11889
r66	29973	13253
r67	26416	15599
r68	29409	14553
r69	25843	16292
r70	27033	19176
r71	27495	13126
r72	25353	9468
r73	25109	22527
r74	28776	18335
r75	28569	18846
r76	32496	4065
r77	21858	14771
r78	25729	18309
r79	27943	13042
r80	28842	18114
r81	28211	17340
r82	28122	13744
r83	29149	15275
r84	28296	12817
r85	26576	18251
r86	28873	12400
r87	29354	12635
r88	25076	9519
r89	27346	19632
r90	24192	22862
r91	28975	17965
r92	28177	19717
r93	28067	19556
r94	25887	21116
r95	23458	17183
r96	23823	20435
r97	27959	8386
r98	28289	17984
r99	28529	17751
r100	24126	17247
r101	27189	11867
r102	24703	15621
r103	29250	12737
r104	30112	14671
r105	28640	18540
r106	24969	17580
r107	25175	22515
r108	27021	10402
r109	29912	10915
r110	28598	19202
r111	27808	16736
r112	22354	15515
r113	30215	14343
r114	30056	14456
r115	28284	15763
r116	29389	12674
r117	30007	11615
r118	25716	7577
r119	30005	14446
r120	22957	17166
r121	26508	22926
r122	28975	12974
r123	23863	21282
r124	12415	32503
r125	28258	18099
r126	23896	17159
r127	29468	14483
r128	27297	22964
r129	26557	20611
r130	28190	13726
r131	26219	18026
r132	23333	18490
r133	30041	13177
r134	32825	4087
r135	27894	13591
r136	25250	9491
r137	33103	4163
r138	27001	20833
r139	27730	20202
r140	28848	13016
r141	29672	13990
r142	30109	11596
r143	27866	18412
r144	25802	21116
r145	25211	22282
r146	22608	17856
r147	28473	17863
r148	27019	19642
r149	13318	27704
r150	13262	27667
r151	4524	33604
r152	26410	20060
r153	27137	8552
r154	25087	9447
r155	27867	16715
r156	28493	14048
r157	22886	22773
r158	16352	29333
r159	30237	13494
r160	29963	12814
r161	26471	19660
r162	28849	13264
r163	24009	18017
r164	26772	22057
r165	26931	18061
r166	22595	22025
r167	24546	22614
r168	28777	18232
r169	28308	16571
r170	21662	19735
r171	29837	15618
r172	26992	20143
r173	27030	20476
r174	29990	12034
r175	14437	43366
r176	28732	13987
r177	29452	13530
r178	28149	13742
r179	30742	13498
r180	29416	10100
r181	28081	17235
r182	26232	10567
r183	30004	14629
r184	26479	12921
r185	25374	18860
r186	29354	16130
r187	26975	10556
r188	30010	13637
r189	29105	17220
r190	27639	20392
r191	33518	3998
r192	27834	17284
r193	25993	15652
r194	28363	11276
r195	29719	12927
r196	27099	14064
r197	24108	17928
r198	26332	10581
r199	29390	16471
r200	21761	22897
r201	28288	13667
r202	28190	17276
r203	28097	18147
r204	28952	13125
r205	24136	17708
r206	28171	17676
r207	28585	19431
r208	28024	18178
r209	25839	16342
r210	4196	30214
r211	27526	18740
r212	25283	22076
r213	25754	17285
r214	27633	19728
r215	17135	27708
r216	29353	13547
r217	27926	19980
r218	30178	14947
r219	29579	13989
r220	29275	13602
r221	30102	13693
r222	29289	12744
r223	25930	14806
r224	25018	14844
r225	22342	17211
r226	27752	13176
r227	3920	53073
r228	28218	13384
r229	29474	13321
r230	29818	12442
r231	30043	13080
r232	18810	26107
r233	28274	16315
r234	26040	16454
r235	28314	11358
r236	25724	23656
r237	30386	13760
r238	28542	19926
r239	23335	22049
r240	28162	12996
r241	28214	16392
r242	28204	16981
r243	20168	32988
r244	32681	3109
r245	26736	13165
r246	25942	16341
