restaurant	x	y
r1	26972	15257
r2	26712	15339
r3	23932	16167
r4	30974	13860
r5	30575	13041
r6	29170	17041
r7	24946	16946
r8	28288	22003
r9	34014	3188
r10	28838	15301
r11	29200	11805
r12	27468	16987
r13	26235	17836
r14	30311	13553
r15	22935	17881
r16	27982	18169
r17	24334	16203
r18	29509	17981
r19	29826	10847
r20	27928	19419
r21	27346	21094
r22	30606	14628
r23	28790	12026
r24	24740	20346
r25	7856	32767
r26	27451	18642
r27	29031	12805
r28	30318	14738
r29	30910	10696
r30	20942	31941
r31	30765	13127
r32	27340	14632
r33	22714	13838
r34	25945	13843
r35	25153	21873
r36	31000	12715
r37	33424	3055
r38	29554	18419
r39	28831	17911
r40	30905	13894
r41	26727	15422
r42	17306	28357
r43	24865	17009
r44	29499	18558
r45	24849	18695
r46	29462	17872
r47	26622	14669
r48	29074	15367
r49	18098	26769
r50	31065	10564
r51	28009	7557
r52	29702	13021
r53	26714	16218
r54	24300	17475
r55	23233	16194
r56	25894	16373
r57	31019	14260
r58	30645	13286
r59	29471	18221
r60	26649	6608
r61	28270	18673
r62	30618	11851
r63	30595	13145
r64	29451	16750
r65	26976	15484
r66	28315	19769
r67	28731	17474
r68	29147	11932
r69	24224	21485
r70	27385	21066
r71	19938	26862
r72	25719	14575
r73	28788	15720
r74	26979	15412
r75	26715	13777
r76	25646	21067
r77	29720	17317
r78	25840	16602
r79	27470	19671
r80	28656	12190
r81	14262	26692
r82	28414	9579
r83	29126	14722
r84	29351	19341
r85	30819	13462
r86	29755	17060
r87	28951	16249
r88	26839	15332
r89	29345	17902
r90	27287	19141
r91	26758	15000
r92	28644	19228
r93	27642	21121
r94	26773	20131
r95	29360	16895
r96	28489	18683
r97	28075	17463
r98	28641	18715
r99	24694	19462
r100	30989	12100
r101	23475	16806
r102	13295	31569
r103	28150	21463
r104	26287	10799
r105	29539	18282
r106	26440	12384
r107	30999	10428
r108	29172	19700
r109	29062	17152
r110	27444	17890
r111	31383	13578
r112	5118	29211
r113	25061	16685
r114	30794	14354
r115	27118	17074
r116	32339	4184
r117	27386	11995
r118	30818	13518
r119	25858	20861
r120	31420	13398
r121	26397	20278
r122	29191	12744
r123	31171	13317
r124	30915	12610
r125	30923	11787
r126	34415	3003
r127	18609	30019
r128	29163	12395
r129	29078	16307
r130	23136	16951
r131	26714	20084
r132	30147	16440
r133	28895	7342
r134	27878	17047
r135	29204	13362
r136	28208	16250
r137	26051	21490
r138	27010	15407
r139	31071	13836
r140	29318	7025
r141	30569	13060
r142	26651	17381
r143	5454	32689
r144	30626	13061
r145	28697	12504
r146	29167	16311
r147	26956	21111
r148	31083	13948
r149	30927	12185
r150	20479	34203
r151	23792	21823
r152	27110	17085
r153	15328	42435
r154	30961	13486
r155	29635	17913
r156	26243	10878
r157	29787	17239
r158	28809	16735
r159	31137	13350
r160	30090	14294
r161	29777	17936
r162	28837	19032
r163	27885	12522
r164	19637	25152
r165	27886	19152
r166	29134	17052
r167	30933	12225
r168	28044	13467
r169	29781	12290
r170	30284	14720
r171	26253	21016
r172	26904	21064
r173	30922	11956
r174	27927	9410
r175	14202	26713
r176	30352	13524
r177	26981	15253
r178	17701	23875
r179	30978	14065
r180	28416	17751
r181	29063	18604
r182	29847	12475
r183	26742	13790
r184	26822	14666
r185	22680	21878
r186	31145	14151
r187	31093	13723
r188	30861	11463
r189	28781	18229
r190	30925	11435
r191	27682	12137
r192	29155	15568
r193	30266	15511
r194	25943	15931
r195	30240	14778
r196	32951	3051
r197	29553	17530
r198	28711	16693
r199	29533	18149
r200	28453	9552
r201	27373	21906
r202	28328	19809
r203	30907	13735
r204	26161	8511
r205	30723	11389
r206	15983	26808
r207	28970	17152
r208	28898	6580
r209	28131	10841
r210	29191	16003
r211	30939	13430
r212	30310	15330
r213	33757	3059
r214	23361	14612
r215	28494	16104
r216	30464	14735
r217	26007	8487
r218	29139	18721
r219	30293	11748
r220	26254	8478
r221	28959	17166
r222	25984	14146
r223	25770	14675
r224	27259	15046
r225	27130	9535
r226	23515	21046
r227	26918	15386
r228	31803	13193
r229	28398	12091
r230	28366	13364
r231	31040	11945
r232	29808	17164
r233	29111	15317
r234	26292	16301
r235	25479	21669
r236	29819	11387
r237	31017	12150
r238	28503	19413
r239	28669	18999
r240	28788	16675
r241	30628	11346
r242	30328	9051
r243	29348	10279
r244	26011	21514
r245	31132	10774
r246	28737	19103
r247	28950	17257
r248	27203	14587
r249	19360	36492
r250	28027	13149
r251	28939	17278
r252	29767	17177
r253	27880	18706
r254	29844	16941
r255	29090	18674
r256	5393	36096
r257	27016	20329
r258	31746	12561
r259	14664	35675
r260	25930	15093
r261	24774	16237
r262	26695	16494
r263	27844	19843
r264	27879	13837
r265	27362	14849
r266	28769	16310
r267	32978	3015
r268	25442	21883
r269	29202	15666
r270	30563	13196
