courier	x	y	on_time	off_time
c1	4916	6706	13	103
c2	4848	6646	13	193
c3	5668	5489	73	253
c4	6994	4466	103	343
c5	9298	7040	118	238
c6	7903	2540	193	373
c7	5669	5407	193	373
c8	6252	8743	208	328
c9	9303	7015	223	463
c10	6311	8706	223	463
c11	6264	8696	238	418
c12	9559	5014	238	478
c13	6277	8705	253	433
c14	6257	8782	253	493
c15	7811	4752	268	388
c16	7827	4889	283	523
c17	9077	6897	298	538
c18	9178	8560	313	493
c19	8657	5532	313	493
c20	7872	7703	328	418
c21	3633	4725	328	418
c22	6807	4409	328	418
c23	2189	6768	328	568
c24	2131	6763	328	568
c25	9005	6962	343	523
c26	9073	6901	343	523
c27	9057	6932	343	523
c28	9060	8672	358	598
c29	9009	6894	358	598
c30	9097	8019	388	478
c31	8146	7259	433	613
c32	8225	6721	448	628
c33	8185	7229	448	628
c34	9057	6908	448	688
c35	8188	6937	493	583
c36	8127	7005	493	613
c37	8140	6915	493	733
c38	6886	6914	508	748
c39	8575	3566	508	748
c40	8573	3492	508	748
c41	7892	7635	508	748
c42	7907	4895	523	703
c43	8052	4081	538	718
c44	7840	2515	553	643
c45	7987	3452	568	748
c46	4002	6923	568	748
c47	2117	6756	583	763
c48	9067	8122	583	763
c49	2193	6755	583	763
c50	2130	6720	583	823
c51	7877	4888	598	778
c52	7198	4488	613	793
c53	7165	4444	613	853
c54	8298	7218	613	853
c55	7840	4933	628	808
c56	2144	6785	628	868
c57	6162	8783	628	868
c58	1429	6027	643	823
c59	8778	7408	658	838
c60	9310	8389	658	898
c61	5670	5478	658	898
c62	8100	4050	673	913
c63	8861	7400	673	913
c64	6887	6762	688	928
c65	9323	8355	703	823
c66	8194	6938	703	883
c67	4060	6865	703	883
c68	0	5957	703	883
c69	4132	4758	703	943
c70	1350	6036	703	943
c71	4094	6893	703	943
c72	4168	4816	703	943
c73	6891	6812	718	898
c74	3906	4653	718	958
c75	8030	4096	718	958
c76	4165	4747	718	958
c77	7051	5687	733	973
c78	9033	8680	733	973
c79	8194	5181	733	973
c80	8977	8552	733	973
c81	8248	5731	733	973
c82	7088	5678	733	973
c83	8320	5705	748	928
c84	8275	5766	748	928
c85	3902	4620	748	928
c86	2130	6746	763	943
c87	8869	7375	778	1018
c88	9325	8413	793	1033
c89	7912	3498	808	988
c90	2124	6733	808	988
c91	4253	6181	823	1063
c92	8988	8654	853	1033
c93	8063	7295	853	1033
c94	6680	4292	898	988
