restaurant	x	y
r1	30087	14405
r2	28023	15795
r3	28659	19064
r4	24020	19215
r5	25903	15866
r6	30136	14383
r7	29423	15240
r8	26426	15523
r9	29792	13778
r10	29967	13969
r11	4111	52358
r12	25460	16840
r13	25050	15639
r14	30406	14062
r15	29790	13618
r16	25875	14365
r17	29944	14150
r18	25422	11325
r19	27656	10142
r20	27878	19636
r21	25130	16904
r22	28343	13871
r23	26037	15788
r24	29814	13667
r25	29758	12467
r26	26646	18358
r27	28630	18449
r28	30146	14811
r29	28462	18472
r30	27999	7136
r31	27749	19188
r32	26260	17576
r33	28969	12821
r34	25811	14334
r35	25577	12932
r36	26078	15817
r37	28616	18685
r38	29307	17011
r39	24578	22375
r40	26499	21564
r41	29839	12886
r42	26667	10163
r43	25018	21468
r44	29706	13552
r45	29881	14953
r46	29860	13655
r47	28815	18451
r48	27375	16755
r49	27219	13933
r50	26258	15936
r51	28987	17582
r52	28360	16186
r53	28600	18503
r54	30095	10950
r55	27000	14372
r56	29736	15196
r57	27575	10149
r58	26115	15923
r59	26458	21692
r60	22316	17480
r61	25404	11345
r62	25572	20844
r63	25865	15946
r64	28620	18707
r65	28982	11420
r66	30075	12740
r67	26420	15215
r68	29476	14080
r69	25857	15810
r70	27085	18710
r71	27570	12634
r72	25407	9045
r73	25230	22028
r74	28849	17855
r75	28554	18464
r76	32585	3643
r77	21907	14365
r78	25866	17878
r79	27954	12576
r80	28937	17717
r81	28332	16933
r82	28190	13293
r83	29176	14849
r84	28304	12300
r85	26612	17770
r86	28897	11980
r87	29411	12241
r88	25166	9028
r89	27430	19197
r90	24255	22452
r91	29059	17476
r92	28300	19247
r93	28141	19154
r94	25961	20610
r95	23443	16713
r96	23871	19934
r97	27962	7912
r98	28303	17502
r99	28632	17290
r100	24165	16743
r101	27253	11407
r102	24816	15107
r103	29334	12279
r104	30262	14291
r105	28677	18110
r106	25069	17082
r107	25174	22051
r108	27112	10019
r109	30033	10486
r110	28650	18790
r111	27873	16339
r112	22499	15097
r113	30283	13875
r114	30116	13984
r115	28316	15302
r116	29465	12197
r117	30051	11185
r118	25791	7124
r119	30067	14030
r120	23050	16726
r121	26598	22439
r122	29050	12570
r123	23893	20879
r124	12478	32101
r125	28365	17606
r126	23996	16768
r127	29517	14031
r128	27373	22495
r129	26572	20202
r130	28289	13292
r131	26322	17630
r132	23373	18004
r133	30128	12744
r134	32898	3618
r135	27916	13142
r136	25383	9068
r137	33171	3720
r138	27054	20322
r139	27784	19821
r140	28885	12531
r141	29722	13543
r142	30274	11117
r143	27956	17911
r144	25943	20612
r145	25268	21799
r146	22652	17369
r147	28516	17397
r148	27041	19209
r149	13436	27211
r150	13429	27196
r151	4620	33159
r152	26479	19600
r153	27174	8108
r154	25223	8956
r155	27890	16242
r156	28625	13581
r157	22930	22318
r158	16475	28841
r159	30308	13020
r160	30041	12343
r161	26566	19210
r162	29017	12811
r163	24062	17498
r164	26809	21633
r165	27019	17562
r166	22658	21611
r167	24590	22105
r168	28896	17734
r169	28378	16152
r170	21756	19246
r171	29960	15215
r172	27022	19633
r173	27065	20004
r174	30058	11570
r175	14533	42893
r176	28811	13527
r177	29498	13053
r178	28309	13252
r179	30887	13066
r180	29467	9619
r181	28131	16778
r182	26263	10096
r183	30104	14245
r184	26597	12441
r185	25463	18331
r186	29373	15686
r187	26963	10122
r188	30061	13186
r189	29135	16799
r190	27671	19931
r191	33564	3485
r192	27959	16808
r193	26020	15183
r194	28510	10838
r195	29826	12451
r196	27195	13648
r197	24127	17480
r198	26461	10094
r199	29457	16081
r200	21809	22428
r201	28340	13200
r202	28272	16883
r203	28143	17682
r204	29100	12698
r205	24209	17207
r206	28303	17215
r207	28668	18928
r208	28187	17760
r209	25898	15961
r210	4248	29807
r211	27612	18356
r212	25415	21592
r213	25884	16758
r214	27699	19253
r215	17171	27318
r216	29514	13120
r217	28011	19519
r218	30247	14542
r219	29566	13489
r220	29346	13100
r221	30178	13191
r222	29343	12241
r223	26034	14329
r224	25085	14380
r225	22412	16721
r226	27763	12731
r227	4018	52629
r228	28320	13004
r229	29511	12920
r230	29908	11972
r231	30168	12634
r232	18845	25653
r233	28357	15825
r234	26132	15990
r235	28372	10947
r236	25826	23224
r237	30493	13329
r238	28672	19467
r239	23353	21602
r240	28233	12511
r241	28294	15956
r242	28307	16584
r243	20172	32484
r244	32773	2662
r245	26856	12746
r246	26001	15927
r247	22048	18407
r248	25798	15219
r249	30129	12709
r250	26152	20813
r251	27843	19751
r252	30026	11992
r253	26720	18657
r254	27505	20357
r255	27991	17232
r256	30063	12477
r257	22873	35310
r258	27520	20359
r259	27508	10076
r260	33221	3610
r261	28942	17727
r262	25171	22023
r263	27538	13927
r264	19652	34777
r265	30412	14579
r266	16873	24379
r267	26595	16583
r268	23332	22058
r269	30268	12477
r270	32122	3552
r271	30265	14744
r272	28279	16071
r273	27934	18438
r274	26711	15144
r275	28351	19795
r276	29579	12054
r277	30255	11277
r278	28936	18449
r279	25639	15202
