restaurant	x	y
r1	26932	14378
r2	26720	14557
r3	23898	15350
r4	30990	13021
r5	30655	12217
r6	29220	16288
r7	24997	16052
r8	28235	21191
r9	33979	2316
r10	28824	14468
r11	29225	10994
r12	27458	16223
r13	26285	17050
r14	30278	12760
r15	22982	17061
r16	28026	17362
r17	24310	15413
r18	29537	17082
r19	29877	10014
r20	27908	18630
r21	27341	20286
r22	30641	13876
r23	28832	11195
r24	24745	19480
r25	7859	31972
r26	27447	17873
r27	29085	11939
r28	30365	13926
r29	30975	9782
r30	20939	31205
r31	30763	12374
r32	27268	13830
r33	22721	12989
r34	25996	13077
r35	25101	21037
r36	30970	11880
r37	33402	2242
r38	29549	17609
r39	28846	17025
r40	30949	13052
r41	26742	14606
r42	17266	27524
r43	24914	16181
r44	29546	17714
r45	24909	17851
r46	29528	17020
r47	26643	13884
r48	29154	14607
r49	18114	25974
r50	31078	9711
r51	28018	6766
r52	29728	12206
r53	26751	15487
r54	24277	16728
r55	23278	15381
r56	25914	15577
r57	30999	13400
r58	30650	12457
r59	29553	17406
r60	26678	5736
r61	28224	17824
r62	30572	11066
r63	30600	12309
r64	29500	15938
r65	26998	14674
r66	28374	18986
r67	28817	16606
r68	29074	11199
r69	24218	20686
r70	27406	20279
r71	19958	25998
r72	25700	13740
r73	28725	14911
r74	26919	14582
r75	26705	13007
r76	25702	20262
r77	29785	16473
r78	25892	15775
r79	27492	18834
r80	28618	11393
r81	14280	25870
r82	28373	8731
r83	29176	13901
r84	29315	18496
r85	30753	12697
r86	29839	16282
r87	29024	15435
r88	26854	14544
r89	29334	17135
r90	27347	18296
r91	26756	14173
r92	28680	18392
r93	27724	20310
r94	26747	19319
r95	29394	16061
r96	28577	17897
r97	28033	16690
r98	28676	17899
r99	24753	18635
r100	31002	11290
r101	23491	15968
r102	13341	30766
r103	28121	20586
r104	26213	9984
r105	29539	17454
r106	26477	11630
r107	31034	9619
r108	29202	18859
r109	29042	16326
r110	27509	17020
r111	31466	12714
r112	5129	28382
r113	25130	15895
r114	30747	13560
r115	27201	16204
r116	32314	3379
r117	27434	11145
r118	30770	12675
r119	25865	20093
r120	31379	12611
r121	26420	19507
r122	29200	11998
r123	31148	12594
r124	30944	11835
r125	30930	10999
r126	34450	2214
r127	18628	29211
r128	29139	11641
r129	29128	15499
r130	23174	16204
r131	26804	19286
r132	30151	15646
r133	28878	6551
r134	27875	16229
r135	29168	12526
r136	28197	15414
r137	26020	20647
r138	27104	14618
r139	31059	13073
r140	29284	6188
r141	30547	12181
r142	26745	16491
r143	5416	31877
r144	30655	12331
r145	28663	11741
r146	29153	15513
r147	26998	20256
r148	31111	13178
r149	30931	11396
r150	20477	33394
r151	23800	21032
r152	27139	16232
r153	15315	41596
r154	30953	12653
r155	29674	17065
r156	26252	10007
r157	29732	16434
r158	28838	15909
r159	31136	12470
r160	30092	13436
r161	29832	17044
r162	28876	18162
r163	27876	11631
r164	19699	24348
r165	27930	18340
r166	29190	16233
r167	30973	11431
r168	28117	12626
r169	29845	11418
r170	30289	13930
r171	26253	20200
r172	26941	20310
r173	30893	11169
r174	27970	8624
r175	14243	25864
r176	30362	12641
r177	26965	14445
r178	17667	23078
r179	31076	13246
r180	28418	16917
r181	29027	17776
r182	29858	11611
r183	26731	13031
r184	26927	13789
r185	22658	21083
r186	31090	13386
r187	31075	12949
r188	30850	10625
r189	28745	17455
r190	30879	10655
r191	27708	11344
r192	29235	14730
r193	30292	14725
r194	25908	15050
r195	30305	13996
r196	32966	2270
r197	29529	16735
r198	28742	15806
r199	29552	17299
r200	28550	8733
r201	27415	21077
r202	28400	19002
r203	30992	12822
r204	26236	7644
r205	30768	10621
r206	15985	25983
r207	29014	16377
r208	28880	5715
r209	28151	9992
r210	29187	15184
r211	30918	12693
r212	30306	14518
r213	33697	2218
r214	23346	13796
r215	28505	15220
r216	30395	13892
r217	25981	7739
r218	29133	17917
r219	30264	11026
r220	26238	7718
r221	28967	16419
r222	25981	13337
