restaurant	x	y
r1	7895	9116
r2	6585	10075
r3	7930	8814
r4	10909	3840
r5	2157	8251
r6	9613	6467
r7	8714	10356
r8	3654	6271
r9	8123	8419
r10	5622	6903
r11	7855	6499
r12	6814	8367
r13	7794	6369
r14	7845	6435
r15	8183	8499
r16	9055	10184
r17	5985	10187
r18	9245	10046
r19	7758	6408
r20	7864	8202
r21	7914	5453
r22	6450	10191
r23	4887	8230
r24	9476	7095
r25	3852	6496
r26	8553	5028
r27	7874	8728
r28	7914	4984
r29	8297	7225
r30	8606	6150
r31	5299	8785
r32	5643	6943
r33	9435	6992
r34	9757	9000
r35	6175	10350
r36	9100	10080
r37	6724	5777
r38	8571	8835
r39	9061	10096
r40	5644	6931
r41	7855	5553
r42	8386	6441
r43	9411	2454
r44	8216	8754
r45	9353	9281
r46	9420	8291
r47	8726	10287
r48	8169	4878
r49	9072	7765
r50	7835	6060
r51	9098	9523
r52	9367	9411
r53	8194	8215
r54	7894	7525
r55	8639	8548
r56	9226	9621
r57	8033	7184
r58	8176	6557
r59	4080	8611
r60	8668	6997
r61	4267	7689
r62	2890	5224
r63	7920	4054
r64	6844	5976
r65	7158	10019
r66	6237	10286
r67	7020	7162
r68	4149	6351
r69	3766	6236
r70	9318	9834
r71	7726	9862
r72	7831	6260
r73	9225	8402
r74	7919	4205
r75	8899	5397
r76	6937	10023
r77	5576	8867
r78	6840	8672
r79	9266	8455
r80	9270	9815
r81	7826	5834
r82	3850	3673
r83	7822	6332
r84	9216	9951
r85	8675	5043
r86	5671	6952
r87	7026	8699
r88	3871	6152
r89	7307	9956
r90	1391	7513
r91	6113	8906
r92	8213	11111
r93	0	7446
r94	4037	8346
r95	8325	8747
r96	9412	9579
r97	8405	7673
r98	9633	6595
r99	7147	10040
r100	7922	9095
r101	9404	8514
r102	8010	5755
r103	9637	9351
r104	9410	9652
r105	9918	9766
r106	9515	6930
r107	8854	9695
r108	8875	8898
r109	2133	7984
r110	7083	7160
r111	9343	9074
r112	4376	8168
r113	2788	8147
r114	6820	5953
r115	8435	11118
r116	4180	8172
r117	8117	5561
r118	8096	9022
r119	6677	4837
r120	2868	6201
