restaurant	x	y
r1	7108	7250
r2	7185	9813
r3	8334	6316
r4	4003	9710
r5	9544	11221
r6	8544	10062
r7	2631	9640
r8	10560	9425
r9	9672	11261
r10	3186	5248
r11	2535	9631
r12	4560	9516
r13	4272	7458
r14	8203	10428
r15	8415	6919
r16	8173	7725
r17	4648	9088
r18	5983	8301
r19	3271	9482
r20	9207	10247
r21	9487	9761
r22	8644	8567
r23	9877	7868
r24	7045	7135
r25	6480	11643
r26	8296	10534
r27	8971	9891
r28	8934	9695
r29	8360	7487
r30	5630	10185
r31	9548	11305
r32	4225	7831
r33	4846	9550
r34	8256	6757
r35	4232	5005
r36	9392	11352
r37	6572	11590
r38	6452	10249
r39	9388	11513
r40	8261	10498
r41	7336	11361
r42	9213	6635
r43	9393	11493
r44	7188	7560
r45	1707	8931
r46	4385	7626
r47	8021	8580
r48	8482	6238
r49	8237	10447
r50	9460	10969
r51	9265	6694
r52	9668	9865
r53	3053	7532
r54	8271	6869
r55	8160	7550
r56	4773	9478
r57	8224	10019
r58	784	6318
r59	9521	11415
r60	8837	10175
r61	8584	9583
r62	3058	9493
r63	8605	10088
r64	6493	11663
r65	6756	11566
r66	8244	5397
r67	8263	6874
r68	5994	8335
r69	8076	7785
r70	3260	7574
r71	6905	11484
r72	8764	10095
r73	9062	11728
r74	8559	7930
r75	4480	7654
r76	7235	9661
r77	348	8791
r78	9379	9785
r79	8504	9803
r80	3994	7645
r81	11216	5202
r82	7202	7320
r83	755	6369
r84	8527	10141
r85	9720	9653
r86	8481	8042
r87	8124	12338
r88	9597	9806
r89	7378	8528
r90	8230	8629
r91	390	8769
r92	5191	9532
r93	8304	5470
r94	8702	8990
r95	7374	10067
r96	8857	6339
r97	9449	10862
r98	6031	8279
r99	7111	7575
r100	7539	11380
r101	8040	11244
r102	5887	11473
r103	9005	8363
r104	6579	11631
r105	8706	10027
r106	9720	9872
r107	5844	8283
r108	4029	9759
r109	8293	10171
r110	7519	7533
r111	8205	7253
r112	4160	7653
r113	8906	9113
r114	9371	9105
r115	7839	7749
r116	8165	7429
r117	9256	8994
r118	8589	9136
r119	2735	9405
r120	8452	9805
r121	8227	10650
r122	7396	7346
r123	9402	11450
r124	4454	9752
r125	3224	7516
r126	9518	11417
r127	3244	6519
r128	5951	10215
r129	8423	10208
r130	4095	7652
r131	8998	6419
r132	7539	7355
r133	6493	11668
r134	3167	7592
