order	x	y	placement_time	restaurant	ready_time
o1	27947	13888	411	r1	429
o2	30679	12323	504	r2	529
o3	23766	16656	583	r3	604
o4	31137	9169	238	r4	240
o5	30309	13053	749	r5	771
o6	31390	10255	218	r6	266
o7	24224	17054	442	r7	449
o8	28911	20779	615	r8	642
o9	30708	10421	127	r9	129
o10	30522	10915	721	r10	746
o11	26364	11650	586	r11	598
o12	27101	20991	16	r12	24
o13	27847	14455	662	r13	693
o14	31600	13009	546	r14	577
o15	23164	16807	110	r15	123
o16	29280	19358	612	r16	614
o17	23923	16065	113	r17	115
o18	29918	17200	651	r18	669
o19	30962	9045	202	r19	220
o20	25381	14763	106	r20	143
o21	25552	23992	73	r21	90
o22	29818	13066	668	r22	679
o23	27201	8821	156	r23	162
o24	26895	22807	660	r24	735
o25	11959	32606	401	r25	403
o26	26142	10496	432	r2	470
o27	31397	12362	370	r19	382
o28	28681	21225	235	r26	255
o29	26011	22406	448	r6	454
o30	27055	16054	568	r27	589
o31	31732	12426	598	r28	635
o32	24620	15662	722	r17	740
o33	30955	14340	205	r29	207
o34	16611	29363	179	r30	204
o35	29795	15137	551	r31	569
o36	27532	14477	31	r32	48
o37	28994	17795	651	r26	682
o38	29376	12581	217	r29	229
o39	22415	15060	200	r33	218
o40	24062	16846	533	r34	535
o41	26818	18834	546	r35	578
o42	31079	9503	475	r36	490
o43	31225	4552	201	r37	211
o44	29618	17665	361	r38	374
o45	30973	13518	130	r22	133
o46	29472	19163	668	r39	685
o47	29392	12208	92	r40	94
o48	24344	16567	708	r41	720
o49	16387	22615	518	r42	553
o50	24580	15722	568	r43	583
o51	28225	19420	596	r44	608
o52	24433	16854	683	r32	704
o53	27189	19794	486	r45	529
o54	26123	19630	268	r46	271
o55	30358	15377	604	r47	617
o56	26435	18758	604	r48	622
o57	29412	15616	488	r14	509
o58	29491	9301	357	r27	375
o59	20822	29871	601	r49	621
o60	29649	10834	541	r29	547
o61	26612	22440	140	r21	156
o62	30910	9517	596	r50	622
o63	27416	11108	110	r11	128
o64	27342	5975	239	r51	254
o65	26929	13433	405	r52	416
o66	25829	19847	98	r53	104
o67	33796	2890	501	r37	518
o68	24335	15760	446	r54	478
o69	27026	14672	527	r55	545
o70	29673	6357	475	r9	478
o71	30237	14420	618	r56	625
o72	27989	14034	420	r57	445
o73	30864	15170	444	r58	459
o74	29419	16966	427	r59	455
o75	31816	12358	660	r22	663
o76	25503	4408	37	r60	59
o77	24986	16504	764	r26	792
o78	26279	18949	499	r61	514
o79	33021	5148	109	r9	120
o80	31768	13133	567	r62	597
o81	30301	15108	534	r28	565
o82	27697	20442	706	r63	742
o83	29418	12152	713	r63	740
