courier	x	y	on_time	off_time
c1	8460	7704	0	90
c2	8373	7639	0	240
c3	8157	6558	30	150
c4	3838	6476	30	150
c5	9588	6467	60	150
c6	6807	8392	60	150
c7	7349	9947	90	180
c8	8195	8217	90	210
c9	8194	8265	90	210
c10	8201	8258	90	210
c11	9343	2483	120	240
c12	8886	9652	120	240
c13	7959	8861	120	300
c14	9370	2511	120	300
c15	7967	8813	120	300
c16	9340	2543	120	360
c17	9369	9303	165	255
c18	8309	8687	165	255
c19	7755	6344	165	285
c20	9371	9304	165	285
c21	5953	10197	165	285
c22	9399	9263	165	285
c23	8251	8757	165	285
c24	8426	6448	195	315
c25	6169	10294	195	315
c26	6188	10291	195	315
c27	8124	8699	210	330
c28	8454	6429	255	345
c29	4260	7734	255	345
c30	4318	7688	255	345
c31	5285	8750	285	375
c32	5255	8791	285	405
c33	8435	6443	300	420
c34	8321	7180	315	405
c35	3659	6303	330	420
c36	7829	6190	330	420
c37	7772	6262	330	420
c38	4432	8218	345	435
c39	5654	6939	360	600
c40	5649	6987	360	600
c41	9335	2524	375	465
c42	5687	6992	375	465
c43	2791	8085	375	465
c44	9405	2456	375	465
c45	8459	6459	390	630
c46	9378	2454	390	630
c47	8141	8782	435	525
c48	8143	8733	435	555
c49	9271	8482	450	690
c50	8188	8442	450	690
c51	9244	9961	450	690
c52	8119	8442	450	690
c53	8622	8533	480	720
c54	7948	5461	480	720
c55	8549	8567	480	720
c56	8569	8570	480	720
c57	8274	7178	495	675
c58	9327	9280	495	675
c59	5256	8813	495	675
c60	4902	8201	495	735
c61	8303	7274	495	735
c62	4908	8196	495	735
c63	5287	8757	495	735
c64	9367	9322	495	735
c65	4207	8180	525	765
c66	2168	8286	525	765
c67	7776	6228	525	765
c68	2185	8298	525	765
c69	2158	8219	555	795
c70	2130	8260	555	795
c71	5911	10209	555	795
c72	9239	10047	570	660
c73	9166	10043	570	660
c74	3752	6220	570	750
c75	8150	8496	570	750
c76	8148	8435	570	750
c77	2194	8233	585	765
c78	8216	8440	585	765
c79	8123	8416	585	825
c80	8126	8432	585	825
c81	4082	8349	585	825
c82	4113	8383	585	825
c83	7908	9172	600	780
c84	8150	8488	600	780
c85	7881	9124	600	780
c86	7929	6442	630	720
c87	7923	6429	660	840
c88	7849	6355	660	840
c89	8148	8702	660	840
c90	8154	11054	780	870
c91	8245	11060	780	870
