restaurant	x	y
r1	24516	13644
r2	24624	19107
r3	28140	15074
r4	28563	15733
r5	25055	18168
r6	25084	18247
r7	27460	17597
r8	27512	14621
r9	29189	14598
r10	29153	14254
r11	27053	20270
r12	28497	14572
r13	29592	15568
r14	29434	13406
r15	28896	15902
r16	26242	22004
r17	26885	21468
r18	29391	16588
r19	29261	16261
r20	27439	15631
r21	27738	19528
r22	27960	15862
r23	27297	19967
r24	27855	21045
r25	23195	21532
r26	26309	20963
r27	28651	14371
r28	27352	19931
r29	27059	15453
r30	28549	15427
r31	28055	14846
r32	28529	18004
r33	29070	17474
r34	28638	14422
r35	28951	14782
r36	29300	14946
r37	24698	15726
r38	29335	15562
r39	27437	18096
r40	29278	13448
r41	30962	497
r42	27761	15832
r43	27148	18132
r44	22994	23119
r45	25257	18076
r46	27109	21814
r47	29303	17055
r48	24992	20199
r49	28120	15078
r50	32019	5912
r51	25257	18291
r52	28517	14635
r53	29351	17170
r54	29042	16245
r55	27195	15555
r56	24123	24209
r57	22221	19041
r58	27040	18629
r59	27373	21407
r60	23089	22298
r61	24142	19405
r62	28852	15897
r63	29421	14781
r64	27919	20735
r65	21236	20704
r66	24321	11239
r67	15607	31102
r68	29609	16955
r69	28000	14890
r70	21830	19596
r71	27812	21337
r72	29378	16847
r73	29323	15525
r74	27531	18851
r75	23116	18994
r76	28773	15787
r77	32319	5937
r78	26755	15590
r79	25630	23861
r80	29317	16749
r81	24551	20621
r82	28136	13698
r83	28593	14610
r84	28106	15081
r85	27427	21505
r86	27740	20777
r87	24463	11328
r88	21454	19764
r89	26886	21514
r90	26540	21425
r91	29314	14947
r92	29209	12744
r93	12541	29496
r94	27447	19175
r95	29202	14733
r96	29276	15414
r97	18720	37057
r98	28620	11876
r99	25649	17449
r100	22136	24635
r101	24607	13603
r102	27758	20660
r103	22581	20317
r104	25845	25928
r105	28623	17602
r106	30148	16049
r107	27513	18357
r108	25783	21443
r109	29031	17236
r110	25960	23962
r111	28567	14620
r112	18260	29692
r113	28705	16273
r114	29127	16416
r115	27037	21909
r116	25476	19846
r117	26533	25951
r118	3412	32067
r119	27026	22032
r120	29744	16178
r121	27496	19813
r122	28582	17621
r123	29159	16317
r124	21050	16626
r125	25082	18140
r126	26993	15011
r127	28891	15853
r128	28034	20068
r129	25842	17353
r130	28324	17040
r131	26434	13691
r132	22269	26317
r133	27394	21484
r134	24784	17421
r135	28055	19944
r136	21780	20889
r137	28942	14142
r138	28896	15906
r139	23414	19505
r140	20953	24672
