courier	x	y	on_time	off_time
c1	25017	18118	0	240
c2	27830	21029	0	240
c3	24976	16669	30	150
c4	26266	15885	30	210
c5	27096	14863	45	165
c6	24956	16629	45	165
c7	29476	15321	60	300
c8	24561	13650	60	300
c9	28608	14643	60	300
c10	24300	19223	60	300
c11	25029	16647	90	180
c12	27320	19970	90	210
c13	27355	20054	90	210
c14	28101	19912	90	270
c15	29034	15172	90	270
c16	28984	15126	90	270
c17	27386	20041	90	270
c18	25418	18263	105	345
c19	29260	16315	105	345
c20	28932	15952	105	345
c21	28979	15928	105	345
c22	27470	18097	105	345
c23	25050	18073	120	210
c24	27789	20696	120	360
c25	27754	20745	120	360
c26	23428	24709	120	360
c27	28876	14657	135	225
c28	28638	14797	135	225
c29	32069	5916	135	225
c30	27717	20679	135	225
c31	26528	19018	150	270
c32	25382	18224	150	270
c33	26498	18994	150	270
c34	27802	21049	150	390
c35	27494	18138	195	315
c36	28072	20158	195	375
c37	25324	18255	210	300
c38	25394	18244	210	300
c39	27313	20001	225	405
c40	27719	20701	225	405
c41	28942	14761	240	420
c42	23401	24670	240	420
c43	28987	14778	240	420
c44	26518	19023	270	360
c45	28909	15874	270	510
c46	24623	20614	300	480
c47	30934	584	315	405
c48	30984	510	315	405
c49	27735	20720	315	555
c50	28588	14582	315	555
c51	29202	16263	315	555
c52	29246	16299	315	555
c53	27476	18894	330	510
c54	25445	12348	330	510
c55	27029	20205	345	585
c56	27818	20762	345	585
c57	28105	20738	345	585
c58	27826	20751	345	585
c59	28576	16389	360	480
c60	25405	18208	360	480
c61	28562	16454	375	465
c62	23216	21527	375	465
c63	28573	16373	405	585
c64	27383	15554	420	540
c65	24570	11270	420	540
c66	28154	19945	420	540
c67	24544	11361	420	600
c68	23167	21467	435	525
c69	24278	19196	435	615
c70	24266	19189	435	615
c71	29263	15421	435	675
c72	27361	19985	435	675
c73	25691	24708	435	675
c74	26828	21500	450	690
c75	31998	5900	465	645
c76	25421	18267	465	645
c77	32043	5849	465	645
c78	26965	21453	465	645
c79	25364	18265	465	645
c80	22088	24651	480	570
c81	27495	18375	480	600
c82	27508	18170	480	600
c83	25862	25943	480	600
c84	27121	18101	480	660
c85	27765	20711	480	660
c86	28929	14702	480	720
c87	27492	18164	480	720
c88	25849	25903	480	720
c89	28929	14748	480	720
c90	24740	23135	495	735
c91	26854	21496	495	735
c92	29429	16519	495	735
c93	32006	5835	495	735
c94	24362	24320	495	735
c95	26798	21515	495	735
c96	29351	16494	510	690
c97	29420	16501	510	690
c98	28927	14704	510	690
c99	25743	24752	510	750
c100	25711	24678	510	750
c101	26939	21518	525	705
c102	28209	13653	525	705
c103	28082	19936	525	705
c104	29151	14302	525	705
c105	26905	21473	525	705
c106	27740	20755	525	705
c107	25294	18083	525	705
c108	27811	20749	525	705
c109	29119	14255	525	705
c110	24566	20616	540	720
c111	25241	18306	540	720
c112	24633	20615	540	720
c113	29084	16337	540	720
c114	28674	16303	540	720
c115	26247	21937	540	780
c116	22531	20308	540	780
c117	29349	16585	555	735
c118	28887	15898	555	735
c119	25384	18202	555	735
c120	27448	18417	555	795
c121	27818	20752	570	810
c122	28864	14701	570	810
c123	28085	19848	570	810
c124	28092	19871	570	810
c125	28867	14726	570	810
c126	23137	19055	570	810
c127	28943	15969	585	765
c128	27800	20717	585	765
c129	27817	20669	585	765
c130	25235	18266	585	765
c131	27042	20908	585	765
c132	29321	13249	600	690
c133	29303	13237	600	690
c134	28890	14733	600	780
c135	23159	21435	615	855
c136	27475	19168	630	810
c137	26403	16672	705	825
c138	27638	13114	705	825
c139	26522	19022	705	825
