restaurant	x	y
r1	24008	20526
r2	21313	17908
r3	21809	17618
r4	21967	18677
r5	22796	18887
r6	25289	14910
r7	20787	11125
r8	25182	17277
r9	19451	21284
r10	22398	21714
r11	21299	17922
r12	24032	21631
r13	24927	14184
r14	20228	17187
r15	24899	14419
r16	25779	16704
r17	21076	17306
r18	21927	21306
r19	20426	23533
r20	25457	14391
r21	28275	5659
r22	23215	21604
r23	25171	15715
r24	22680	13415
r25	23751	17893
r26	24890	16222
r27	21468	18078
r28	24948	11697
r29	25224	15814
r30	24845	14246
r31	28963	5597
r32	22014	24560
r33	25921	15955
r34	23715	17336
r35	20521	18970
r36	21444	17885
r37	23759	19685
r38	23880	20530
r39	22512	22048
r40	25591	16301
r41	22006	20440
r42	24377	14836
r43	21224	19935
r44	22732	24069
r45	18028	19402
r46	24777	14427
r47	20623	24164
r48	21523	18014
r49	23396	21572
r50	23790	15309
r51	25121	14528
r52	22138	17238
r53	21320	22686
r54	21245	16381
r55	25486	13287
r56	23062	12186
r57	24044	20871
r58	18115	23655
r59	25391	16169
r60	24009	15656
r61	24301	14641
r62	24375	14861
r63	24261	15653
r64	19538	18838
r65	20619	11042
r66	25499	13056
r67	17480	20482
r68	23987	19372
r69	21241	17985
r70	27219	312
r71	20756	13464
r72	22092	25421
r73	24098	21183
r74	25472	16486
r75	21420	16366
r76	24023	20763
r77	22425	19623
r78	23717	18972
r79	21368	17963
r80	25525	15256
r81	24289	19906
r82	22008	22201
r83	19306	22099
r84	20780	11075
r85	24142	20224
r86	25811	15385
r87	24140	20544
r88	23729	15364
r89	21737	19724
r90	25497	14713
r91	19364	18783
r92	23340	14678
r93	24905	17311
r94	25527	16626
r95	23422	10040
r96	23361	17910
r97	23627	21215
r98	22232	14760
r99	24095	20830
r100	23209	14794
r101	24315	14643
r102	18450	18844
r103	25393	14068
r104	24799	14322
r105	23275	18338
r106	22256	23683
r107	20461	19225
r108	23263	20678
r109	21236	17964
r110	24041	20998
r111	18931	18786
r112	24347	19665
r113	24731	19055
r114	22497	12091
r115	23713	14466
r116	25059	15730
r117	21654	19733
r118	25550	13662
r119	21595	18069
r120	19640	24479
r121	26211	15167
r122	22573	15713
r123	24459	19583
r124	24012	20475
r125	25343	16981
r126	25199	14524
r127	18799	20120
r128	18506	26072
r129	25510	16040
r130	14528	29408
r131	28623	5666
r132	24804	16295
r133	24747	15226
r134	24313	20493
r135	24414	14912
r136	22545	20797
r137	20979	22906
r138	22416	21312
r139	23429	9214
r140	20851	20470
r141	24465	13522
r142	22977	15359
r143	21929	23716
r144	23292	18352
r145	21711	12221
r146	22042	20605
r147	24757	15478
r148	24813	17408
r149	23324	18946
r150	23722	18597
r151	20723	13413
r152	25449	16329
r153	20668	23914
r154	23528	19792
r155	24358	19793
r156	23174	21277
r157	25311	17310
r158	21404	17252
r159	25450	14521
r160	20937	15534
r161	25901	15308
r162	19610	19283
r163	25654	16979
r164	17826	18857
r165	25560	16859
r166	23722	14418
r167	21836	17288
r168	23693	21299
r169	24075	20509
r170	22716	16445
r171	25565	14793
r172	25486	14823
r173	24900	14942
r174	23576	19793
r175	22763	25727
r176	19300	22940
r177	26308	15878
r178	24961	14582
r179	22817	21272
r180	23488	15401
r181	21300	16467
r182	23095	21283
r183	23735	18236
r184	22932	16011
r185	18307	24446
r186	23280	20002
r187	22766	24640
r188	23753	19611
r189	25128	15658
r190	25629	15323
r191	25134	14013
r192	23535	19784
r193	23315	21784
r194	24436	14745
r195	25368	16056
r196	25024	15694
r197	24785	18013
r198	25676	15960
r199	25856	16132
r200	22065	25739
r201	20916	18913
r202	24879	16066
r203	25661	13159
r204	8803	29284
r205	23912	12917
r206	24906	15126
r207	24717	14384
r208	19292	22885
r209	23667	15362
r210	23363	19293
r211	25781	15160
