courier	x	y	on_time	off_time
c1	11855	4017	0	90
c2	2993	12096	30	210
c3	11485	2287	90	210
c4	8460	523	90	270
c5	7918	8742	90	270
c6	2031	8152	90	270
c7	3925	9031	90	270
c8	3683	4636	90	270
c9	2013	8142	90	270
c10	194	8635	90	270
c11	12943	6053	90	270
c12	3911	8951	90	270
c13	8575	289	90	270
c14	9823	9212	90	293
c15	4938	1383	210	330
c16	3648	8401	270	450
c17	13014	1770	270	450
c18	0	9884	270	450
c19	12981	1812	270	450
c20	3831	9590	270	450
c21	10704	6987	390	510
c22	354	4596	400	450
c23	13278	2334	450	560
c24	5069	6167	450	630
c25	13765	2163	450	630
c26	6063	4524	450	630
c27	5899	13213	450	630
c28	1946	4070	450	630
c29	5032	6140	450	630
c30	6210	6208	450	630
c31	13228	2969	450	630
c32	3236	9278	450	630
c33	11888	0	450	630
c34	13291	2978	450	630
c35	8406	12858	450	630
c36	9839	9715	450	645
c37	9400	7129	510	630
c38	5558	2602	510	630
c39	13406	6981	510	690
c40	5860	11426	510	690
c41	6013	1400	510	690
c42	5961	1368	510	690
c43	13946	5700	510	690
c44	12243	5612	510	690
c45	2430	6737	510	690
c46	12760	6943	510	690
c47	888	10685	510	690
c48	12327	5645	510	690
c49	4684	5758	510	690
c50	869	10677	510	690
c51	2241	2495	630	702
c52	4098	3318	630	750
c53	4464	11343	630	750
c54	4066	7708	630	750
c55	4072	7708	630	750
c56	5435	12512	630	750
c57	6867	5057	630	750
c58	8454	2929	690	810
c59	3957	8889	690	810
c60	7829	5773	690	810
c61	3387	11305	690	840
c62	5222	6330	690	840
