courier	x	y	on_time	off_time
c1	27872	22766	0	100
c2	21373	22688	0	120
c3	27660	9111	0	180
c4	21711	15810	0	180
c5	22021	21699	0	180
c6	19854	7060	0	180
c7	27715	9178	0	180
c8	27676	9148	0	180
c9	30728	14136	0	180
c10	20742	12761	0	180
c11	22075	21662	0	180
c12	27705	9168	0	180
c13	25695	16387	0	180
c14	26843	16711	0	180
c15	22368	18469	0	180
c16	23046	20417	0	180
c17	23260	14865	0	180
c18	27655	9122	0	180
c19	20311	12150	0	180
c20	25263	893	0	240
c21	22843	3754	0	240
c22	24522	2643	0	240
c23	31618	5724	0	240
c24	33889	3014	0	240
c25	23550	10762	30	210
c26	19476	11863	30	240
c27	27206	10360	60	188
c28	29242	18776	60	195
c29	20184	18559	60	210
c30	22451	14471	60	240
c31	24593	7761	60	240
c32	25746	17248	60	240
c33	13623	32536	60	240
c34	25384	11874	60	240
c35	19833	18200	60	240
c36	23349	8647	60	240
c37	27111	17293	60	240
c38	21141	11591	60	240
c39	30884	12261	60	240
c40	29694	20022	60	240
c41	30917	12207	60	240
c42	17191	28975	60	240
c43	26921	12294	60	240
c44	30655	13737	60	240
c45	27039	18025	60	240
c46	20987	9600	60	240
c47	26412	10963	60	240
c48	29721	9727	60	240
c49	13643	32507	60	240
c50	21052	10099	60	240
c51	31598	11781	60	240
c52	26203	11382	60	240
c53	21592	8203	60	240
c54	21037	9611	60	240
c55	21874	10683	60	240
c56	27349	17658	60	240
c57	19982	19210	60	240
c58	24782	15045	60	240
c59	24961	8304	60	240
c60	30271	16377	60	240
c61	7960	26701	60	240
c62	23450	15203	60	240
c63	22235	7564	60	240
c64	23419	10282	60	240
c65	23480	10292	60	240
c66	27152	17309	60	240
c67	19974	9747	60	300
c68	20532	22638	60	300
c69	19714	7245	90	240
c70	29343	1645	120	240
c71	19618	18563	150	240
c72	23277	12608	240	270
c73	5287	29073	240	310
c74	29809	17044	240	420
c75	22674	9450	240	420
c76	22701	12802	240	420
c77	31095	15295	240	420
c78	23441	12196	240	420
c79	26805	12419	240	420
c80	20588	21320	240	420
c81	19344	6566	240	420
c82	13859	23208	240	420
c83	20551	21344	240	420
c84	29682	9656	240	420
c85	23305	8409	240	420
c86	20427	14692	240	420
c87	26815	14033	240	420
c88	27434	20741	240	420
c89	24271	8804	240	420
c90	11759	25016	240	420
c91	26856	23251	240	420
c92	26851	23289	240	420
c93	23369	12162	240	420
c94	27409	21297	240	420
c95	22700	12781	240	420
c96	28475	18286	240	420
c97	27836	22092	240	420
c98	19639	15657	240	420
c99	28528	18243	240	420
c100	29812	7260	240	420
c101	26809	12403	240	420
c102	27833	17668	240	420
c103	24885	2825	240	420
c104	28364	11324	240	420
c105	24957	2776	240	420
c106	25268	18807	240	420
c107	30769	9946	240	471
c108	26747	510	240	530
c109	29592	19002	300	420
c110	23866	19641	300	480
c111	22301	11840	390	570
c112	20854	19547	390	600
c113	27864	14611	390	630
c114	26605	12906	390	630
c115	29912	9909	390	630
c116	25257	12719	390	630
c117	25448	20984	390	630
c118	27821	14625	390	630
c119	27899	14653	390	630
c120	26448	19122	390	630
c121	26366	19077	390	630
c122	27354	16829	390	630
c123	28688	962	390	660
c124	23400	19088	390	665
c125	26042	22165	405	630
c126	26338	20366	411	570
c127	28623	11659	420	540
c128	32127	0	420	600
c129	23756	7664	420	630
c130	27543	11137	420	660
c131	26383	18070	420	660
c132	20021	13063	420	660
c133	11481	27020	420	660
c134	25431	19811	420	660
c135	25752	16058	420	660
c136	22601	21795	420	660
c137	19969	19006	420	660
c138	27360	7432	420	660
c139	25431	19743	420	660
c140	26714	4323	420	660
c141	26160	16834	420	660
c142	20312	4029	420	660
c143	25801	16030	420	660
c144	25414	19739	420	660
c145	4001	27267	420	660
c146	27203	21760	420	660
c147	24003	14818	420	660
c148	20024	19063	420	660
c149	19870	16401	420	660
c150	20038	13073	420	660
c151	22056	17755	420	660
c152	22917	16697	420	660
c153	19783	19572	420	660
c154	31720	3177	420	660
c155	27260	10793	420	660
c156	16184	27741	420	660
c157	23384	15040	420	660
c158	20269	15371	420	660
c159	28782	2188	420	660
c160	19878	19591	420	660
c161	28848	2367	420	660
c162	20216	17616	420	660
c163	26440	18009	420	660
c164	21539	1389	420	660
c165	20008	13037	420	660
c166	26207	16762	420	660
c167	5921	20379	420	660
c168	20857	17776	420	660
c169	15922	22890	420	660
c170	27229	16436	420	660
c171	27967	18170	420	660
c172	19935	18262	420	780
c173	19498	15458	450	562
c174	21013	9989	450	660
c175	21601	12383	450	690
c176	27093	23160	450	690
c177	26615	17755	450	690
c178	20845	17336	450	690
c179	31664	12934	450	690
c180	26708	20267	450	690
c181	23735	17094	450	690
c182	27470	18772	450	690
c183	29439	15066	450	690
c184	23811	21760	450	690
c185	21898	18828	450	690
c186	29716	11831	450	690
c187	26963	18424	450	690
c188	26643	17807	450	690
c189	27462	18747	450	690
c190	21628	12461	450	690
c191	30284	4514	465	660
c192	22583	21801	480	660
c193	21208	19594	480	698
c194	23488	16328	480	720
c195	29216	19094	480	720
c196	19358	8419	480	720
c197	21566	10042	480	720
c198	23468	16262	480	720
c199	25924	11222	480	720
c200	23914	16911	480	720
