courier	x	y	on_time	off_time
c1	5684	7557	0	90
c2	5602	7517	0	240
c3	8417	8235	15	135
c4	7770	6980	45	165
c5	7771	6919	45	285
c6	7779	7006	90	330
c7	7866	11581	105	285
c8	8430	8257	120	210
c9	7783	6965	120	300
c10	9290	9087	120	300
c11	7710	6967	135	255
c12	7753	6984	135	255
c13	2719	8672	135	315
c14	8064	6333	150	390
c15	4933	8705	150	390
c16	8324	9250	165	285
c17	8197	7107	165	285
c18	8150	7169	165	285
c19	7916	6972	180	300
c20	39	8062	180	360
c21	4052	6810	195	315
c22	9237	10595	195	315
c23	4170	8796	195	315
c24	436	5585	195	435
c25	4258	8810	195	435
c26	8209	9334	210	330
c27	9232	10480	210	330
c28	8169	9260	210	330
c29	7918	5588	225	315
c30	6211	10851	225	345
c31	7081	7747	225	345
c32	8796	9459	225	405
c33	2130	8877	240	420
c34	9020	8386	240	420
c35	9276	10416	240	420
c36	6822	8863	240	420
c37	9379	9851	255	495
c38	9399	9845	255	495
c39	3589	6870	270	510
c40	3652	6842	270	510
c41	9368	9850	285	465
c42	2184	8806	285	465
c43	9176	10601	300	420
c44	8118	9302	345	465
c45	8175	9305	345	465
c46	7158	10624	345	465
c47	436	5589	345	525
c48	0	7997	345	525
c49	2211	8829	360	450
c50	8253	7761	360	450
c51	8331	7815	360	480
c52	2205	8878	360	480
c53	8279	7795	360	480
c54	8236	7827	360	540
c55	7863	6985	360	540
c56	8110	6104	375	495
c57	9388	9830	375	555
c58	2126	8791	375	555
c59	7844	6963	390	570
c60	9373	9906	420	510
c61	2170	8798	435	615
c62	9386	9919	435	615
c63	2719	8664	450	630
c64	2751	8655	450	630
c65	1430	8078	450	630
c66	9318	9899	465	585
c67	8255	9323	465	585
c68	8128	9376	510	690
c69	9227	10473	510	690
c70	8098	9417	510	750
c71	3666	8918	510	750
c72	8074	9379	510	750
c73	8901	10259	510	750
c74	8239	7793	525	705
c75	2959	8710	525	705
c76	2998	8683	525	765
c77	8003	6383	525	765
c78	8298	7767	525	765
c79	8397	7826	555	735
c80	8400	7810	555	735
c81	8410	9073	555	735
c82	7843	6984	555	735
c83	7904	6956	555	735
c84	8277	7798	555	735
c85	9276	9079	555	795
c86	3871	7085	570	660
c87	6808	8820	570	750
c88	9230	10464	570	750
c89	9250	10470	570	750
c90	8996	10651	570	750
c91	1412	8121	585	765
c92	9041	10705	585	765
c93	9023	10746	585	825
c94	8215	8816	585	825
c95	7857	6957	585	825
c96	10013	6692	585	825
c97	8302	7840	600	720
c98	8869	9431	600	720
c99	1374	8096	600	720
c100	1438	8112	600	720
c101	8697	7570	615	855
c102	8814	9467	615	855
c103	3845	4222	615	855
c104	1406	8082	630	720
c105	1412	8128	630	720
c106	1362	8161	645	885
c107	8277	7804	645	885
c108	8200	9339	690	810
c109	5298	9317	690	810
c110	3951	6721	720	810
c111	8120	6161	720	810
c112	8851	9407	720	810
c113	7823	6959	765	885
c114	8068	6126	765	885
c115	7810	6775	765	885
c116	7759	6806	765	885
c117	8090	6129	765	885
c118	9381	8891	780	870
c119	4360	8732	780	900
c120	4872	8731	780	900
c121	9485	9115	780	900
c122	4389	8801	780	900
c123	7892	9751	795	915
c124	3919	6646	795	915
c125	3947	6693	795	915
c126	4396	8798	795	915
c127	6820	9011	810	930
c128	4330	8801	810	990
c129	9269	10469	810	990
c130	8796	9481	825	915
c131	6871	9038	840	930
c132	8080	6130	855	945
