order	x	y	placement_time	restaurant	ready_time
o1	29745	13132	7	r1	13
o2	31951	12912	8	r2	21
o3	27187	20938	16	r3	24
o4	29847	13223	30	r2	48
o5	28963	16872	34	r4	59
o6	26799	19162	36	r3	63
o7	30005	16242	41	r3	56
o8	25598	14855	47	r3	57
o9	27264	23004	48	r5	64
o10	29193	20354	52	r6	54
o11	28711	18962	56	r3	62
o12	28421	10784	57	r7	82
o13	26086	10979	62	r8	87
o14	29743	15950	63	r9	75
o15	27162	13667	64	r10	67
o16	29238	19734	65	r11	70
o17	30527	10727	65	r12	93
o18	30062	12622	66	r13	84
o19	25365	22310	66	r14	73
o20	25730	10981	68	r7	99
o21	30532	12006	68	r15	80
o22	13489	37380	69	r16	94
o23	26184	16096	69	r17	102
o24	34218	3061	69	r18	87
o25	28078	19828	70	r19	88
o26	29853	16656	70	r17	102
o27	27607	17805	71	r20	78
o28	34318	2616	71	r21	76
o29	25568	23893	73	r22	90
o30	29607	11568	74	r1	92
o31	28584	22511	75	r14	112
o32	30908	13398	76	r3	97
o33	29595	16494	76	r14	94
o34	29063	14879	78	r20	89
o35	34472	2581	80	r21	93
o36	25427	16101	80	r23	90
o37	27942	16211	82	r14	112
o38	34355	3124	84	r18	87
o39	27817	14230	84	r24	125
o40	16283	46249	85	r16	101
o41	29151	20334	87	r14	109
o42	31096	11450	88	r14	101
o43	30427	12725	89	r25	100
o44	29220	19862	90	r14	108
o45	29475	11363	91	r13	119
o46	28348	19411	91	r26	128
o47	28862	18836	92	r14	117
o48	29487	12100	92	r9	94
o49	23084	17970	93	r14	126
o50	23665	17624	93	r14	110
o51	27428	14919	93	r26	130
o52	26170	14020	94	r23	109
o53	28564	20551	96	r14	132
o54	31101	9834	97	r12	107
o55	25850	19846	98	r27	104
o56	29029	19016	100	r28	111
o57	16773	27522	102	r29	124
o58	23385	12943	103	r30	136
o59	29772	17203	104	r31	134
o60	23869	17941	105	r17	136
o61	25452	14774	106	r32	143
o62	23722	17814	106	r14	146
o63	27449	12876	107	r7	144
o64	31521	13811	108	r15	120
o65	29975	12843	108	r33	114
o66	28525	16499	108	r14	138
o67	33134	5093	109	r18	120
o68	18508	20223	109	r34	136
o69	24592	21853	109	r14	131
o70	28803	19393	109	r35	135
o71	28847	11751	110	r14	137
o72	26236	20636	111	r22	131
o73	30350	12703	112	r24	142
o74	30810	13645	112	r15	124
o75	34117	0	113	r21	124
o76	27148	15945	113	r36	138
o77	31411	12399	114	r37	136
o78	27981	14383	117	r23	129
o79	29469	6860	117	r21	138
o80	30932	10807	118	r38	130
o81	26531	13275	118	r23	125
o82	28095	10454	118	r8	150
o83	29980	12079	119	r39	121
o84	29264	19669	120	r11	121
o85	24017	17217	122	r14	144
o86	32152	5556	123	r21	138
o87	30053	12782	127	r40	152
o88	30723	10357	127	r18	129
o89	29525	7664	127	r41	139
o90	29687	15037	128	r33	156
o91	31680	12487	128	r14	153
o92	26099	15066	129	r7	157
o93	31000	13465	130	r42	133
o94	28474	13787	132	r40	163
o95	26404	14591	136	r20	154
o96	24404	17171	137	r43	163
o97	29891	17301	137	r42	140
o98	27181	20168	140	r44	145
o99	27517	14807	140	r10	142
o100	24098	8992	140	r45	152
o101	26657	22424	140	r22	156
o102	31130	9415	140	r7	155
o103	11608	32397	141	r46	157
o104	25789	16001	142	r14	160
o105	28645	23356	143	r14	163
o106	29530	12532	143	r3	168
o107	24043	16311	144	r14	154
o108	11005	34953	146	r47	161
o109	26268	15101	147	r48	175
o110	30405	11081	147	r49	159
o111	25708	16866	148	r28	169
o112	30329	11258	149	r37	171
o113	28816	13356	149	r23	159
o114	30217	15167	149	r50	181
o115	26954	17166	152	r17	174
o116	21122	29793	153	r34	160
o117	34395	3140	153	r18	171
o118	29334	20383	153	r51	185
o119	26027	14190	155	r30	180
o120	31056	10065	155	r12	178
o121	27198	8809	156	r1	162
o122	30130	14366	157	r14	168
o123	29798	17957	157	r52	185
o124	26639	8686	158	r41	170
o125	31786	13108	158	r53	170
o126	23912	21102	160	r14	172
o127	24135	17123	163	r14	171
o128	29191	15473	163	r38	181
o129	29045	19365	164	r54	172
o130	28974	18627	164	r28	172
o131	27964	17224	164	r20	170
o132	3298	29752	167	r46	184
o133	28528	18983	167	r28	185
o134	32787	2460	168	r21	176
o135	28586	21549	168	r14	179
o136	27493	16721	170	r14	177
o137	31111	10243	170	r1	176
o138	24203	17930	171	r55	176
o139	28827	19121	171	r17	197
o140	25541	12064	171	r27	173
o141	25912	14098	173	r56	186
o142	26413	15961	173	r36	203
o143	21112	19420	175	r43	261
o144	27504	20410	175	r43	236
o145	24824	16254	175	r20	187
o146	29314	20544	177	r14	180
o147	30414	15385	180	r31	205
o148	24096	16776	180	r43	260
o149	24156	21105	186	r43	247
o150	26865	18797	186	r35	207
o151	26791	15716	186	r23	198
o152	25394	8969	188	r8	224
o153	28444	21727	188	r55	200
o154	28456	13513	191	r52	209
o155	30946	12634	193	r57	218
o156	32226	4960	193	r18	194
o157	29047	13175	194	r48	212
o158	27327	13186	195	r10	198
o159	29671	12630	195	r12	208
o160	27656	13949	196	r14	214
o161	23602	15230	197	r56	222
o162	27536	11992	197	r14	209
o163	29902	17208	198	r25	221
o164	27477	19580	199	r14	217
o165	31358	4581	201	r21	211
o166	31053	8965	202	r13	220
o167	25544	13357	202	r14	220
o168	23829	22805	202	r6	203
o169	30794	11348	203	r58	214
o170	24147	17412	204	r3	224
o171	29815	17735	210	r59	220
o172	19614	24833	211	r60	221
o173	29799	12466	212	r56	224
o174	29666	11635	214	r2	225
o175	23988	15716	215	r56	233
o176	22779	18235	217	r10	219
o177	24821	18091	218	r43	250
o178	31826	12849	219	r61	237
o179	30584	13305	219	r13	237
o180	25518	17223	219	r62	235
o181	28100	21019	220	r63	267
o182	28965	12536	224	r64	242
o183	30997	14751	226	r33	252
o184	26784	20755	226	r14	231
o185	30989	11006	226	r15	238
o186	27834	18298	227	r20	233
o187	32000	12875	227	r14	267
o188	27193	24457	230	r63	272
o189	26238	18738	230	r11	233
o190	3558	30653	230	r65	321
o191	31721	12952	234	r42	236
o192	28700	21265	235	r17	255
o193	25909	19577	235	r43	286
o194	28346	19046	236	r22	252
o195	27854	23709	237	r66	253
o196	30885	9694	237	r64	249
o197	34374	3128	238	r21	245
o198	31163	9051	238	r53	240
o199	27247	20746	239	r43	271
o200	32980	5362	240	r21	260
o201	25320	18494	240	r14	262
o202	29736	16229	240	r9	260
o203	22941	20955	241	r67	266
o204	26865	17556	241	r17	272
o205	24981	17307	242	r30	253
o206	29930	8105	245	r1	257
o207	29288	19327	245	r68	256
o208	29849	12882	246	r40	277
o209	30764	10456	246	r38	259
o210	25950	10517	248	r30	260
o211	30459	14209	248	r69	260
o212	30236	15277	249	r70	261
o213	30549	14194	249	r42	250
o214	21693	15302	249	r71	280
o215	30958	13883	249	r15	261
o216	31016	15188	249	r2	260
o217	26717	13610	250	r20	275
o218	31151	10369	253	r49	278
o219	30024	12875	256	r23	266
o220	27394	11961	258	r36	276
o221	30658	13285	258	r31	281
o222	29648	11746	259	r30	277
o223	28779	17486	259	r52	267
o224	26798	21673	259	r22	271
o225	25838	15471	259	r38	271
o226	32714	4525	261	r21	269
o227	31623	13189	261	r72	297
o228	29143	20705	262	r22	274
o229	24570	16132	263	r23	271
o230	34136	2722	263	r21	276
o231	32166	5484	264	r21	280
o232	23439	22327	265	r14	268
o233	28355	25584	266	r55	272
o234	25256	13644	266	r20	278
o235	31522	12359	267	r30	283
o236	26763	10622	267	r7	288
o237	25319	15786	269	r43	302
o238	28521	25458	271	r63	308
o239	34380	3175	271	r21	289
o240	32108	6493	272	r73	308
o241	30665	13292	276	r74	286
o242	24229	15311	276	r75	298
o243	27112	15822	284	r38	309
o244	28133	17178	285	r11	287
o245	28058	12549	286	r1	292
o246	25394	14948	287	r30	300
o247	27516	13935	291	r10	296
o248	32628	5664	291	r76	311
o249	30790	12983	292	r48	350
o250	28360	8886	293	r8	305
o251	29619	16924	294	r17	322
o252	30772	12617	297	r1	303
o253	33288	3789	298	r21	319
o254	27334	15638	298	r77	300
o255	23799	15675	298	r10	308
o256	22667	18862	298	r43	380
o257	28987	13310	299	r64	326
o258	26912	10767	299	r38	317
o259	31492	12349	299	r42	300
o260	25719	20099	300	r43	390
o261	30756	10284	300	r73	331
o262	24817	17744	300	r43	395
o263	30247	14332	300	r33	318
o264	29220	20342	302	r78	339
o265	0	31217	302	r65	313
o266	26152	10727	303	r15	315
o267	28757	16676	304	r79	319
o268	30473	13479	304	r50	345
o269	25326	17314	306	r4	317
o270	30030	16002	308	r40	333
o271	34309	3142	308	r21	318
o272	31121	8974	308	r13	326
o273	28513	17658	308	r28	319
o274	30647	10901	310	r30	322
o275	31725	12434	314	r80	332
o276	30343	14679	315	r72	331
o277	28154	19733	316	r11	317
o278	31824	12417	318	r81	339
o279	31564	12248	320	r61	338
o280	30847	12973	321	r38	346
o281	24000	18346	323	r7	336
o282	31099	10309	324	r37	331
o283	29929	17987	324	r31	349
o284	23549	16722	325	r82	331
o285	22565	15745	325	r43	368
o286	29156	20304	327	r14	329
o287	30169	17623	327	r59	338
o288	29832	16516	327	r42	328
o289	10838	24787	327	r65	353
o290	27732	14830	332	r69	345
o291	15204	25772	332	r29	364
o292	29571	19212	334	r83	344
o293	28186	16488	335	r20	347
o294	30687	10886	336	r84	351
o295	31227	8655	336	r85	367
o296	25539	20327	337	r19	362
o297	18744	22776	338	r29	363
o298	20527	21523	341	r77	376
o299	23994	17230	342	r82	354
o300	27377	15425	344	r48	369
o301	26650	22472	345	r43	378
o302	24824	15180	345	r43	420
o303	28869	19722	348	r36	356
o304	26141	15006	348	r14	366
o305	24759	17308	348	r71	361
o306	30292	12090	350	r14	366
o307	29213	19773	352	r86	357
o308	5477	30237	352	r65	389
o309	29812	13246	353	r12	363
o310	27747	23579	354	r55	377
o311	25925	8651	356	r87	362
o312	29615	9283	357	r38	375
o313	33784	3611	357	r21	385
o314	29684	17637	361	r79	374
o315	29270	19496	367	r14	378
o316	28298	12083	367	r2	379
o317	25622	23084	369	r51	396
o318	31531	9045	370	r88	373
o319	31400	12311	370	r13	382
o320	29426	16505	370	r86	382
o321	28430	11532	371	r13	389
o322	27490	19452	373	r14	391
o323	31006	13345	374	r31	402
o324	24067	16061	375	r43	450
o325	26931	21037	375	r17	393
o326	29564	12601	375	r69	378
o327	21031	30154	376	r60	391
o328	30399	11050	379	r38	411
o329	29780	18512	382	r30	394
o330	31392	8877	384	r7	401
o331	30345	12175	384	r74	415
o332	27699	15261	384	r36	404
o333	12098	42890	388	r16	399
o334	29027	19571	390	r30	398
o335	31200	12230	390	r14	405
o336	32407	3658	391	r76	398
