restaurant	x	y
r1	3965	5281
r2	9133	7386
r3	7877	7638
r4	8890	8217
r5	5665	5967
r6	0	6417
r7	9948	7637
r8	9259	7543
r9	8147	5492
r10	8310	6615
r11	7800	2998
r12	7181	5124
r13	4842	7164
r14	8803	7799
r15	9436	6020
r16	9922	5092
r17	8617	6012
r18	7763	5523
r19	10798	2832
r20	4108	5234
r21	7013	6160
r22	8551	4018
r23	9311	8313
r24	7117	9041
r25	9143	8901
r26	8486	5125
r27	7776	5331
r28	6788	7594
r29	9223	8881
r30	4392	7105
r31	7915	3924
r32	9401	5985
r33	4133	7124
r34	8479	7854
r35	4051	7333
r36	2334	6969
r37	9187	8915
r38	3802	2597
r39	8003	5008
r40	8751	9832
r41	7827	8150
r42	5557	5892
r43	7863	7957
r44	8023	4527
r45	6820	7649
r46	8161	7755
r47	9414	7495
r48	6596	4795
r49	7145	9038
r50	8119	2560
r51	8816	8685
r52	8387	10133
r53	6068	7931
r54	5961	9233
r55	9209	8757
r56	2841	5203
r57	8086	7938
r58	9306	8688
r59	7698	5013
r60	8687	9378
r61	7478	5372
r62	5454	5940
r63	7861	8144
r64	2902	7100
r65	3835	5050
r66	7678	5415
r67	9074	8634
r68	7846	8037
r69	2296	7234
r70	7014	7717
r71	7745	8568
r72	2861	4126
r73	6671	5156
r74	3955	7382
r75	8379	7432
