courier	x	y	on_time	off_time
c1	9197	7419	345	435
c2	9272	7462	345	435
c3	7916	7722	420	510
c4	7904	7764	420	510
c5	7896	7723	420	540
c6	7974	7676	420	540
c7	5671	5947	435	525
c8	5669	6034	435	555
c9	8925	8213	510	600
c10	5733	5978	540	630
c11	5715	5983	555	735
c12	7325	8965	555	735
c13	10115	7692	555	735
c14	7389	8957	555	735
c15	7318	8999	555	735
c16	7358	8988	555	795
c17	5723	5951	555	795
c18	5754	5987	555	795
c19	9564	5551	570	690
c20	8210	5587	570	810
c21	9286	7544	570	810
c22	9563	5518	585	825
c23	9566	5557	585	825
c24	9652	5501	585	825
c25	9605	5554	585	825
c26	9556	5497	585	825
c27	3366	5309	600	690
c28	8469	6704	600	690
c29	7840	5230	630	720
c30	8886	7881	630	720
c31	7882	5252	630	720
c32	8834	7871	630	720
c33	6281	9244	645	825
c34	10026	5130	645	825
c35	8682	6019	660	750
c36	9296	7553	660	750
c37	7899	3045	660	750
c38	4167	5351	660	750
c39	1424	6623	660	750
c40	7740	5395	660	750
c41	1455	6565	660	750
c42	4171	5301	660	840
c43	9292	7568	660	840
c44	8625	4070	660	840
c45	7823	5462	660	840
c46	9313	7539	660	840
c47	9258	9127	675	795
c48	9387	8350	675	795
c49	7923	5474	735	975
c50	4168	5321	735	975
c51	7746	5387	735	975
c52	7933	5411	735	975
c53	5658	5960	735	975
c54	5713	5970	735	975
c55	4138	5368	735	975
c56	9431	1497	750	870
c57	2165	7323	750	870
c58	9052	9221	750	870
c59	2157	7289	750	870
c60	9457	1511	750	870
c61	7938	5399	765	1005
c62	7859	5477	765	1005
c63	9089	6793	765	1005
c64	7900	5462	765	1005
c65	8254	7253	765	1005
c66	9120	9205	765	1005
c67	6700	3938	765	1005
c68	9066	9170	765	1005
c69	4069	7666	765	1005
c70	9527	6952	780	870
c71	7864	5442	780	870
c72	9403	7343	840	930
c73	9454	7316	840	930
c74	9454	7337	840	930
c75	7790	5227	855	1035
c76	8687	6756	855	1035
c77	7925	5393	855	1035
c78	7948	5409	870	960
c79	9449	8344	870	960
c80	9452	8352	870	960
c81	9388	8293	870	960
c82	7920	5406	900	1080
c83	4293	6811	900	1080
c84	7913	5384	900	1080
c85	9361	8901	975	1095
c86	7930	8184	975	1095
c87	7190	9032	975	1095
c88	7961	8202	975	1095
c89	4115	5318	975	1095
c90	7945	8218	975	1095
c91	9358	8344	975	1095
c92	8595	7819	990	1170
c93	3886	2637	990	1170
c94	8230	2541	990	1170
c95	6691	3886	990	1170
c96	6166	9284	990	1170
c97	9380	7402	990	1170
c98	8545	7850	990	1170
c99	8224	2553	990	1170
c100	8236	2574	990	1170
c101	3853	2683	990	1170
c102	6150	9260	990	1170
c103	3913	2659	990	1170
c104	7947	8188	990	1170
c105	7874	5401	990	1170
c106	3933	2620	990	1170
c107	9357	7352	990	1170
c108	8214	2524	990	1170
c109	8593	7899	990	1170
c110	5728	5948	1005	1125
c111	5663	6027	1005	1125
c112	8943	7619	1005	1125
c113	8026	7893	1005	1125
c114	7865	5454	1005	1125
c115	5709	6005	1005	1125
c116	5697	5936	1005	1125
c117	8262	2527	1035	1155
c118	7904	4517	1035	1155
c119	7947	5405	1035	1155
c120	8229	10101	1035	1155
c121	7897	5426	1035	1155
c122	10922	2876	1050	1290
c123	8602	7875	1050	1290
c124	9579	7559	1050	1290
c125	8171	7786	1050	1290
c126	7889	5437	1050	1290
c127	9530	7560	1050	1290
c128	9532	7613	1050	1290
c129	8939	4226	1050	1290
c130	6876	7497	1050	1290
c131	8183	7535	1050	1290
c132	2869	5193	1050	1290
c133	9511	7620	1050	1290
c134	2941	5205	1050	1290
c135	6903	7457	1050	1290
c136	9575	7588	1050	1290
c137	3650	4873	1065	1245
c138	8149	7513	1065	1245
c139	4113	7441	1065	1245
c140	9345	7585	1065	1245
c141	4226	7380	1095	1185
c142	8285	6215	1095	1185
c143	2197	7341	1095	1185
c144	2189	7341	1095	1275
c145	2213	7298	1095	1275
c146	4250	7458	1095	1275
c147	8574	7893	1110	1350
c148	8707	6027	1110	1350
c149	9258	9097	1110	1350
c150	1472	6584	1110	1350
c151	1386	6607	1110	1350
c152	8657	6076	1110	1350
c153	3900	5160	1110	1350
c154	8817	7925	1125	1305
c155	8680	6013	1125	1305
c156	8708	6080	1125	1305
c157	4164	5338	1140	1380
c158	4134	5311	1140	1380
c159	8321	6257	1140	1380
c160	9278	9154	1140	1380
c161	8652	6053	1140	1380
c162	5979	9318	1155	1245
c163	8330	6276	1155	1245
c164	7222	9080	1155	1245
c165	9228	8955	1155	1275
c166	6002	9296	1155	1275
c167	7203	9116	1155	1275
c168	5978	9323	1155	1275
c169	6058	9272	1155	1275
c170	9248	8996	1155	1275
c171	6065	9267	1155	1335
c172	8338	6258	1155	1335
c173	7221	9075	1155	1395
c174	9148	8699	1155	1395
c175	6005	9265	1155	1395
c176	9239	8919	1155	1395
c177	9279	8968	1155	1395
c178	5618	5984	1170	1260
c179	4018	5308	1170	1260
c180	4001	5282	1170	1260
c181	5691	6020	1170	1260
c182	4054	5336	1170	1260
c183	4086	5307	1275	1365
c184	4095	5294	1275	1365
c185	9036	9221	1275	1365
c186	4075	5268	1275	1365
c187	6906	7424	1275	1395
c188	7892	5467	1275	1395
c189	7931	5472	1275	1395
c190	4087	5334	1335	1425
c191	4026	5295	1335	1425
