order	x	y	placement_time	restaurant	ready_time
o1	4601	7034	13	r1	28
o2	8627	6116	24	r2	29
o3	10211	9220	29	r3	46
o4	11129	9412	36	r3	56
o5	11099	8169	52	r3	91
o6	6563	7110	59	r4	78
o7	1149	6324	73	r5	104
o8	11463	6309	92	r6	116
o9	6297	8169	98	r7	108
o10	11527	8827	100	r8	122
o11	8552	9096	102	r9	112
o12	2710	7804	105	r10	125
o13	3162	8958	108	r10	142
o14	11032	9064	108	r11	111
o15	10438	9868	112	r12	140
o16	9843	7208	117	r9	127
o17	8934	7717	117	r3	172
o18	9622	6646	118	r13	133
o19	2128	4485	124	r14	136
o20	10426	8778	124	r15	154
o21	11123	8521	131	r16	144
o22	10047	6065	138	r17	168
o23	2455	8254	152	r18	160
o24	8316	8061	152	r9	162
o25	10388	7941	166	r3	195
o26	7851	9746	170	r9	180
o27	10525	9460	171	r19	201
o28	1309	6097	177	r10	197
o29	4728	9438	177	r20	188
o30	7778	8871	181	r21	200
o31	3168	8230	181	r22	211
o32	9975	9922	185	r1	204
o33	7850	8728	191	r10	211
o34	9097	9600	194	r1	211
o35	9125	9635	197	r23	211
o36	8795	10186	199	r3	209
o37	1808	6878	199	r10	230
o38	9564	9880	202	r7	208
o39	8333	9815	210	r7	219
o40	11899	5350	220	r24	226
o41	9125	9563	222	r1	236
o42	3760	6037	225	r25	253
o43	10152	5426	225	r1	239
o44	6563	5470	228	r9	238
o45	7667	6561	228	r6	250
o46	6912	5278	235	r25	244
o47	5892	5386	235	r14	243
o48	9407	7960	236	r25	259
o49	12678	3103	238	r26	247
o50	6149	8027	240	r9	250
o51	9033	9098	243	r9	253
o52	6717	7779	245	r17	275
o53	8169	5611	245	r27	280
o54	11356	9536	252	r9	262
o55	3813	9088	258	r7	270
o56	10102	10505	261	r28	263
o57	11161	8125	263	r29	274
o58	8795	8068	264	r3	284
o59	8781	5570	269	r23	284
o60	9575	10474	276	r9	286
o61	3030	7860	291	r30	304
o62	9811	9371	296	r9	306
o63	7497	6525	297	r29	305
o64	5940	10954	305	r31	335
o65	9121	8975	306	r32	329
o66	8942	9467	313	r10	338
o67	10303	9624	329	r33	344
o68	9245	8299	330	r9	340
o69	11169	9146	334	r34	356
o70	9891	6165	335	r27	355
o71	7489	6757	336	r9	346
o72	4047	8323	338	r10	358
