restaurant	x	y
r1	10402	9735
r2	8771	7754
r3	9577	10270
r4	9918	6808
r5	8849	7610
r6	4917	5005
r7	8189	11406
r8	7859	9836
r9	10330	11362
r10	7021	11655
r11	7769	7353
r12	9876	10240
r13	10297	11237
r14	8323	7577
r15	6722	8365
r16	10558	8440
r17	8945	10589
r18	10501	8462
r19	5154	7657
r20	10105	9205
r21	7918	7660
r22	4688	7723
r23	8943	10625
r24	9030	10273
r25	5904	9536
r26	9976	6616
r27	9137	7028
r28	10269	11502
r29	4983	9806
r30	9256	9636
r31	7763	6315
r32	6702	8354
r33	8897	10578
r34	7559	11514
r35	9686	9174
r36	8929	6887
r37	7235	11702
r38	11035	7498
r39	8834	7706
r40	10267	11337
r41	5424	9522
r42	5407	9588
r43	9099	7432
r44	8326	11387
r45	7885	9718
r46	11109	10119
r47	9972	10056
r48	9229	10114
r49	9428	8655
r50	10402	10675
r51	9625	7523
r52	9912	11136
r53	5357	9184
r54	10259	9821
r55	8906	7775
r56	9737	11699
r57	5128	10015
r58	8844	11014
r59	7721	7164
r60	9698	8388
r61	9613	9992
r62	9043	7578
r63	6585	11493
r64	2419	8938
r65	9020	6416
r66	9500	12549
r67	10378	3937
r68	10343	11287
r69	9481	7843
r70	10105	11508
r71	10460	3864
r72	9288	8634
r73	9992	11632
r74	9611	6434
r75	9966	9965
r76	3263	9636
r77	3383	9645
r78	10176	11069
r79	7818	7561
r80	3952	7609
r81	8815	7981
r82	8990	10047
r83	4884	7854
r84	5102	7678
r85	10660	7836
r86	10603	8406
r87	7851	7340
r88	10097	11581
r89	8773	7774
r90	9850	12325
r91	8785	6305
r92	5267	9768
r93	9206	9823
r94	8023	11461
r95	10326	9973
r96	8262	11458
r97	10471	11141
r98	7948	10092
r99	9452	9906
r100	5133	9784
r101	6699	8384
r102	9279	7908
r103	8949	5442
r104	1100	8887
r105	9596	12312
r106	11869	5245
r107	10258	11447
r108	7334	11679
r109	10576	9319
r110	9920	10558
r111	9249	12486
r112	9233	4920
r113	6731	8399
r114	9226	9856
r115	8945	10511
