order	x	y	placement_time	restaurant	ready_time
o1	9338	9273	743	r1	753
o2	9219	8475	541	r2	557
o3	5800	8797	626	r3	656
o4	6311	7365	566	r4	582
o5	7196	6832	574	r5	582
o6	11139	8891	131	r6	144
o7	4257	8818	588	r7	598
o8	8094	8626	612	r1	622
o9	9472	7867	680	r8	700
o10	9920	9480	563	r9	593
o11	3279	8218	526	r10	541
o12	8957	9707	313	r11	338
o13	9719	9910	508	r12	518
o14	1751	6862	455	r13	463
o15	3982	8591	646	r14	666
o16	8617	9116	265	r15	268
o17	9643	8815	647	r16	677
o18	8672	8658	571	r17	581
o19	6063	9722	581	r16	611
o20	5094	9263	598	r18	607
o21	7477	7089	336	r1	346
o22	2541	8540	152	r19	160
o23	11355	8174	572	r7	584
o24	10692	8335	563	r2	572
o25	9267	10579	625	r20	656
o26	7171	9181	623	r1	633
o27	9695	10202	202	r21	208
o28	8089	6967	621	r22	642
o29	7949	9134	535	r23	552
o30	8404	5847	614	r24	630
o31	9046	6591	266	r25	274
o32	9762	9934	588	r26	615
o33	8289	8811	643	r27	667
o34	9679	9984	506	r28	514
o35	9232	10033	763	r29	788
o36	8931	7854	421	r30	426
o37	9218	10237	458	r7	473
o38	11267	8585	594	r1	614
o39	9209	9841	603	r26	615
o40	8542	9470	137	r31	147
o41	9133	5788	620	r32	638
o42	9208	7628	146	r31	162
o43	9989	10064	137	r33	144
o44	9481	9110	564	r1	584
o45	5024	8817	446	r34	451
o46	9151	9239	306	r35	329
o47	11273	6189	562	r25	566
o48	6071	8703	659	r36	674
o49	1895	7168	199	r11	230
o50	8426	5900	494	r30	502
o51	7768	7871	493	r1	503
o52	4213	8296	563	r13	583
o53	6402	7453	255	r30	261
o54	8310	9771	740	r1	750
o55	10490	10109	102	r37	117
o56	1088	8377	421	r11	441
o57	8923	5734	537	r24	558
o58	2752	8808	640	r38	650
o59	10250	6828	645	r24	671
o60	6805	6000	539	r19	554
o61	8452	11297	542	r39	556
o62	10537	5888	595	r30	606
o63	7221	10956	486	r21	503
o64	11694	9276	547	r40	572
o65	6525	7537	555	r19	576
o66	4858	8803	198	r5	203
o67	9869	8970	619	r41	633
o68	5016	6647	631	r1	641
o69	10252	8245	680	r1	700
o70	10775	6650	188	r42	218
o71	3298	8600	227	r43	256
o72	4973	8235	584	r4	599
o73	10192	10843	480	r44	483
o74	10068	8863	506	r14	541
o75	8363	10063	210	r21	219
o76	9201	10240	93	r3	123
o77	8860	7172	652	r45	679
o78	3236	8473	181	r46	211
o79	9183	9878	197	r47	211
o80	9723	8773	610	r3	640
o81	9334	9918	776	r1	786
o82	9164	6993	646	r48	657
o83	5936	6475	520	r13	536
o84	8087	6408	549	r20	554
o85	9948	6782	493	r28	503
o86	8983	10269	383	r49	390
o87	9950	9740	296	r1	306
o88	8862	5845	269	r47	284
o89	8645	6392	24	r50	29
o90	6848	8645	614	r28	624
o91	9757	11416	616	r7	627
o92	11033	8777	774	r28	790
o93	6415	8487	168	r37	173
o94	10234	10843	261	r44	263
o95	10259	8730	584	r28	600
o96	11757	7159	541	r1	561
o97	6252	11304	644	r51	664
o98	8260	8774	503	r11	530
o99	10415	9886	756	r52	774
o100	2979	7044	540	r39	544
o101	8919	5722	635	r53	655
o102	1080	6626	515	r11	537
o103	6808	7480	515	r54	543
o104	6773	9002	496	r13	508
o105	11181	8523	263	r27	274
o106	9717	11229	665	r39	673
o107	8767	11048	528	r28	544
o108	7096	8686	614	r53	643
o109	6681	7762	606	r20	621
o110	11016	9389	108	r55	111
o111	3396	7211	613	r13	643
o112	4455	6542	485	r16	515
o113	3784	9481	258	r21	270
o114	10577	9746	171	r56	201
o115	11355	10245	529	r57	547
o116	6576	10726	197	r39	217
o117	9978	8249	479	r58	509
o118	6544	9981	623	r59	649
o119	9001	11825	187	r18	202
o120	4571	9097	572	r28	587
o121	6571	7418	59	r13	78
o122	10152	11693	676	r20	691
o123	7907	7064	591	r20	601
o124	3772	7238	525	r13	545
