courier	x	y	on_time	off_time
c1	8643	0	0	90
c2	3120	12388	30	210
c3	11555	2688	90	210
c4	3701	4936	90	270
c5	8025	9016	90	270
c6	12252	2495	90	270
c7	12631	8869	90	270
c8	12629	8919	90	270
c9	6715	6010	90	270
c10	12569	8912	90	270
c11	5184	10927	90	270
c12	12259	2459	90	270
c13	12296	2502	90	270
c14	9854	9497	90	293
c15	14509	2464	210	330
c16	6145	6658	270	450
c17	5294	3386	270	450
c18	6144	6635	270	450
c19	15045	2992	270	450
c20	0	10170	270	450
c21	10720	7222	390	510
c22	498	4953	400	450
c23	13337	2718	450	560
c24	13735	4927	450	630
c25	13338	3337	450	630
c26	13308	3294	450	630
c27	13777	4962	450	630
c28	6694	6192	450	630
c29	10460	10531	450	630
c30	3308	9763	450	630
c31	6292	6529	450	630
c32	3913	12588	450	630
c33	10418	10615	450	630
c34	11949	277	450	630
c35	3111	8939	450	630
c36	9847	10048	450	645
c37	12146	150	510	630
c38	4030	11957	510	630
c39	3293	11710	510	690
c40	5366	4807	510	690
c41	5276	4872	510	690
c42	12850	3311	510	690
c43	2563	7125	510	690
c44	5651	3645	510	690
c45	5345	4804	510	690
c46	3131	12481	510	690
c47	12284	6010	510	690
c48	5658	3671	510	690
c49	13448	7290	510	690
c50	12926	3202	510	690
c51	2319	2719	630	702
c52	4495	11663	630	750
c53	2818	10869	630	750
c54	7971	8801	630	750
c55	4177	8013	630	750
c56	4102	3574	630	750
c57	4130	7958	630	750
c58	12166	4702	690	810
c59	3961	9148	690	810
c60	12190	4688	690	810
c61	3441	11575	690	840
c62	3419	11571	690	840
