restaurant	x	y
r1	6787	4480
r2	6873	6997
r3	7937	3496
r4	3651	6897
r5	9214	8511
r6	8133	7339
r7	2301	6800
r8	10204	6639
r9	9309	8470
r10	2797	2488
r11	2157	6839
r12	4176	6761
r13	3874	4719
r14	7889	7681
r15	8043	4139
r16	7827	4914
r17	4325	6324
r18	5660	5545
r19	2943	6723
r20	8817	7456
r21	9173	7019
r22	8231	5830
r23	9561	5010
r24	6691	4292
r25	6032	8812
r26	7883	7739
r27	8544	7132
r28	8564	6945
r29	7960	4781
r30	5285	7379
r31	9177	8443
r32	3867	5037
r33	4486	6720
r34	7870	3965
r35	3825	2175
r36	9021	8552
r37	6269	8757
r38	6088	7520
r39	9065	8680
r40	7932	7756
r41	6933	8533
r42	8918	3778
r43	9076	8705
r44	6835	4801
r45	1361	6081
r46	4019	4804
r47	7726	5806
r48	8064	3500
r49	7914	7670
r50	9071	8225
r51	8855	3965
r52	9273	7073
r53	2625	4754
r54	7910	4068
r55	7813	4745
r56	4383	6747
r57	7939	7173
r58	438	3551
r59	9159	8653
r60	8471	7366
r61	8224	6783
r62	2770	6653
r63	8266	7257
r64	6197	8843
r65	6431	8786
r66	7890	2623
r67	7827	4060
r68	5646	5508
r69	7754	4916
r70	2882	4808
r71	6542	8717
r72	8414	7227
r73	8673	8903
r74	8157	5096
r75	4115	4837
r76	6854	6842
r77	37	5967
r78	9078	6959
r79	8116	6985
r80	3617	4825
r81	10811	2408
r82	6794	4534
r83	457	3547
r84	8154	7308
r85	9364	6859
r86	8129	5244
r87	7829	9553
r88	9291	7017
r89	6989	5799
r90	7820	5930
r91	0	6017
r92	4900	6706
r93	7934	2617
r94	8339	6186
r95	7048	7292
r96	8516	3628
r97	9024	8060
r98	5649	5511
r99	6751	4792
r100	7111	8579
r101	7732	8431
r102	5580	8657
r103	8616	5569
r104	6175	8892
r105	8417	7198
r106	9381	7090
r107	5511	5517
r108	3695	6891
r109	7962	7418
r110	7169	4715
r111	7883	4392
r112	3802	4936
r113	8560	6309
r114	9011	6313
r115	7568	4984
r116	7788	4619
r117	8922	6206
r118	8253	6336
r119	2336	6629
r120	8167	7063
r121	7831	7804
r122	6964	4502
r123	8956	8702
r124	4044	6967
r125	2882	4774
r126	9192	8622
r127	2829	3766
r128	5629	7444
r129	8086	7386
r130	3725	4797
r131	8597	3588
r132	7202	4494
r133	6206	8906
r134	2846	4722
r135	9323	1039
r136	8861	7127
r137	8148	9649
r138	4335	6761
r139	9455	6413
r140	7791	4873
r141	7954	7513
r142	9060	8667
r143	8492	9750
r144	3983	6960
r145	9779	7409
r146	3980	7189
r147	8024	4600
r148	6826	7202
r149	8843	8862
r150	4110	6903
r151	7201	8571
r152	3006	6876
r153	7901	2743
r154	9930	4683
r155	7883	7240
r156	4392	6733
r157	2909	6647
r158	8832	2952
r159	9026	8714
