restaurant	x	y
r1	9044	10666
r2	9256	10402
r3	8207	9241
r4	9341	10406
r5	1411	8094
r6	8183	7272
r7	3008	8688
r8	6872	8918
r9	9389	9847
r10	3640	6773
r11	8595	6621
r12	3753	8916
r13	8071	6116
r14	8769	10867
r15	7906	9670
r16	6461	10781
r17	7805	6765
r18	8211	7026
r19	8205	9283
r20	9546	7463
r21	7143	7758
r22	7915	6952
r23	7240	6655
r24	5740	7489
r25	8163	8961
r26	5570	10597
r27	9126	10068
r28	2196	8808
r29	8121	6278
r30	9306	9031
r31	9798	9368
r32	8569	9332
r33	9633	6986
r34	8298	7768
r35	8005	6676
r36	7933	5958
r37	3690	8897
r38	7777	6951
r39	3932	4107
r40	5320	9361
r41	8956	5736
r42	6923	8759
r43	8876	9359
r44	9211	10634
r45	9522	7580
r46	4427	8693
r47	7961	4718
r48	10229	8544
r49	6363	10791
r50	4259	8895
r51	4343	8219
r52	6172	10723
r53	8360	9228
r54	3889	6994
r55	4156	8911
r56	7952	9330
r57	8935	5938
r58	4574	2433
r59	8262	8753
r60	8708	10897
r61	9104	10650
r62	6947	9209
r63	7999	5517
r64	2966	8601
r65	5734	7469
r66	7811	7048
r67	8449	9189
r68	9267	8923
r69	8419	7786
r70	7985	9752
r71	8006	9503
r72	9049	10687
r73	7950	9679
r74	7821	6917
r75	5613	7420
r76	8408	8161
r77	9280	10633
r78	8527	11673
r79	4065	6759
r80	7828	6881
r81	7012	10530
r82	8224	8951
r83	8621	5535
r84	6747	6292
r85	6826	6430
r86	7084	7665
r87	8620	9124
r88	10044	9270
r89	8076	8829
r90	6539	10669
r91	8865	10161
r92	3984	6618
r93	7963	4645
r94	9512	8472
r95	4951	8699
r96	9122	10195
r97	9411	8890
r98	9371	9058
r99	6900	6771
r100	8167	5451
r101	8978	9766
r102	6827	9168
r103	4243	8715
r104	9479	7491
r105	7867	6624
r106	6764	5451
r107	7944	9720
r108	8132	6436
r109	7888	4630
r110	7847	11552
r111	9130	8261
r112	6188	10795
r113	9011	10695
r114	7966	6048
r115	7129	9226
r116	2729	6709
r117	8983	10785
r118	7942	6055
r119	9367	2994
r120	2432	8560
r121	10927	4376
r122	4447	8660
r123	4100	8879
r124	9980	6609
r125	4087	9100
r126	8426	6970
r127	8161	9340
r128	6485	6480
r129	4173	6787
r130	8531	8981
r131	7877	7873
r132	7189	10597
r133	2807	8597
r134	9308	10310
r135	8958	9250
r136	6831	6749
r137	6917	6468
r138	8809	11422
r139	2911	6756
r140	9458	10204
r141	7980	9222
r142	3862	6875
r143	5279	7360
r144	7962	11520
r145	6220	10754
r146	7970	9608
r147	9962	10317
r148	7557	6891
r149	7871	10086
r150	9052	8969
r151	98	7960
r152	2945	5689
r153	9473	9071
r154	8139	6553
r155	8683	7500
r156	493	5524
r157	5617	9335
r158	5712	7517
r159	3095	8859
r160	8233	11574
r161	2182	8556
r162	8439	6609
r163	8685	8253
r164	9087	10682
r165	7770	10327
r166	6023	10735
r167	3790	6752
r168	8770	7477
