courier	x	y	on_time	off_time
c1	11138	11279	330	510
c2	4991	3341	330	510
c3	1327	9613	330	510
c4	3619	3077	330	510
c5	4922	3296	330	510
c6	4911	3289	330	510
c7	13266	1224	510	630
c8	14077	4379	510	630
c9	14013	4380	510	630
c10	8350	10091	540	630
c11	7831	11364	540	630
c12	5938	6516	540	630
c13	7849	11356	540	630
c14	3015	3431	540	630
c15	12515	5845	540	630
c16	10737	14016	540	630
c17	12451	5845	540	630
c18	8398	10143	540	630
c19	12492	5856	540	630
c20	9527	9810	570	750
c21	8307	13143	570	750
c22	9469	9875	570	750
c23	1987	4713	570	750
c24	9443	9872	570	750
c25	8210	1663	600	780
c26	4273	2574	600	780
c27	8249	1692	600	780
c28	7276	8179	630	810
c29	1152	4317	630	810
c30	4783	2362	630	810
c31	7326	8174	630	810
c32	4084	9110	630	810
c33	12206	3562	630	810
c34	12661	9626	630	810
c35	5725	13664	630	810
c36	20	11264	630	810
c37	7870	4484	630	810
c38	4917	5631	630	810
c39	5693	13646	630	810
c40	0	11293	630	810
c41	8511	2892	630	810
c42	5668	13678	630	810
c43	11158	9406	630	810
c44	12792	6268	630	810
c45	11563	8943	630	810
c46	14674	6675	630	810
c47	11146	1970	630	810
c48	4047	9196	630	810
c49	4382	9116	630	810
c50	12767	6192	630	810
c51	4078	9132	630	810
c52	12169	3574	630	810
c53	11107	9381	630	810
c54	8113	13776	630	810
c55	4424	1664	630	810
c56	4997	5611	630	810
c57	4407	1747	630	810
c58	1200	4325	630	810
c59	8048	13722	630	810
c60	8061	13711	630	810
c61	8040	13789	630	810
c62	5753	13671	630	810
c63	11631	8999	630	810
c64	14127	2642	630	810
c65	7869	4517	630	810
c66	10740	9968	660	780
c67	7780	4650	720	780
c68	9895	10939	750	810
c69	8723	2591	810	990
c70	9025	11021	810	990
c71	1563	8121	810	990
c72	14135	7053	810	990
c73	9001	10983	810	990
c74	1556	8114	810	990
c75	1607	8113	810	990
c76	10000	5472	810	990
c77	6544	2751	810	990
c78	76	9656	810	990
c79	8036	14349	810	990
c80	80	9605	810	990
c81	8950	10871	810	990
c82	89	9693	810	990
c83	6579	2725	810	990
c84	8183	6087	810	990
c85	12125	6633	810	990
c86	5226	8073	810	990
c87	777	5484	810	990
c88	2482	9340	810	990
c89	5191	8156	810	990
c90	9972	5517	810	990
c91	2596	12343	810	990
c92	13519	7010	810	990
c93	8999	10986	810	990
c94	1601	8111	810	990
c95	30	9652	810	990
c96	13945	5631	810	990
c97	14081	7092	810	990
c98	9362	6204	990	1170
c99	3013	9417	990	1170
c100	3030	9432	990	1170
c101	3631	5041	990	1170
c102	7083	6247	990	1170
c103	1397	6034	990	1170
c104	3530	3220	990	1170
c105	5051	7651	990	1170
c106	7218	14370	990	1170
c107	3318	11211	990	1170
c108	2811	8911	990	1170
c109	12990	2924	990	1170
c110	14050	4079	990	1170
c111	3672	5094	990	1170
c112	2483	6734	990	1170
c113	3018	9430	990	1170
c114	13051	2964	990	1170
c115	2811	7333	990	1170
c116	2721	7338	990	1170
c117	7075	6287	990	1170
c118	2777	7349	990	1170
c119	4086	11548	990	1170
c120	4989	6697	990	1170
c121	3558	3229	990	1170
c122	11718	13230	990	1170
c123	13028	2938	990	1170
c124	10063	13490	990	1170
c125	7122	6253	990	1170
c126	6060	6265	990	1170
c127	9888	4164	990	1230
c128	13666	6524	990	1230
c129	9375	2708	990	1230
c130	9261	9915	990	1230
c131	7306	3666	990	1230
c132	1087	6820	990	1230
c133	7312	3678	990	1230
c134	7299	3713	990	1230
c135	11568	13095	990	1230
c136	10874	5137	990	1230
c137	12325	7475	990	1230
c138	10848	5185	990	1230
c139	10717	4863	990	1230
c140	9352	2614	990	1230
c141	214	5337	990	1230
c142	9297	9917	990	1230
c143	10841	5181	990	1230
c144	13651	6564	990	1230
c145	5430	4038	1050	1170
c146	10681	33	1050	1170
c147	9400	13321	1050	1170
c148	10736	0	1050	1170
c149	8825	6646	1050	1230
c150	4295	6042	1050	1230
c151	4312	6053	1050	1230
c152	7976	10101	1050	1230
c153	10225	12546	1050	1230
c154	4245	5990	1050	1230
c155	3847	7414	1050	1230
c156	9446	10647	1050	1230
c157	9486	10619	1050	1230
c158	13094	7973	1050	1230
c159	6668	8896	1050	1230
c160	9465	10657	1050	1230
c161	9496	10667	1050	1230
c162	8093	5204	1050	1230
c163	13038	7975	1050	1230
c164	3850	7379	1050	1230
c165	11488	9389	1170	1230
c166	5845	2221	1170	1290
c167	8455	3345	1170	1290
c168	3403	4623	1170	1290
c169	9418	8254	1170	1290
c170	6754	9263	1170	1290
c171	9717	12862	1170	1290
c172	10107	1701	1170	1290
c173	9724	12887	1170	1290
c174	5983	7135	1170	1290
c175	10189	4074	1170	1290
c176	10137	1106	1170	1290
c177	5952	7160	1170	1290
c178	2869	12016	1170	1365
c179	8174	7905	1230	1350
c180	2475	6343	1230	1350
c181	10193	287	1230	1350
c182	969	10218	1230	1350
c183	13630	8101	1230	1350
c184	13611	8172	1230	1350
c185	1795	9942	1230	1350
c186	8212	7914	1230	1350
c187	1715	10026	1230	1350
c188	13632	8164	1230	1350
c189	1038	10245	1230	1350
c190	1994	5420	1230	1380
c191	8625	5613	1230	1380
c192	2048	5393	1230	1380
c193	12577	11373	1230	1380
c194	12966	7417	1230	1406
