restaurant	x	y
r1	8846	9866
r2	7456	10773
r3	8852	9529
r4	11808	4544
r5	3097	8975
r6	10461	7164
r7	9687	11063
r8	4567	6977
r9	9068	9190
r10	6578	7631
r11	8746	7223
r12	7801	9067
r13	8661	7099
r14	8843	7085
r15	9037	9133
r16	9947	10858
r17	6887	10851
r18	10130	10796
r19	8629	7112
r20	8824	8946
r21	8853	6157
r22	7359	10895
r23	5787	8870
r24	10382	7738
r25	4773	7193
r26	9445	5675
r27	8832	9407
r28	8832	5666
r29	9184	7906
r30	9526	6763
r31	6157	9506
r32	6539	7656
r33	10330	7680
r34	10651	9646
r35	7047	10990
r36	10021	10806
r37	7613	6496
r38	9437	9519
r39	9929	10823
r40	6577	7638
r41	8827	6259
r42	9377	7055
r43	10313	3226
r44	9091	9451
r45	10247	9944
r46	10271	8989
r47	9653	10974
r48	9008	5599
r49	10006	8493
r50	8778	6732
r51	9975	10187
r52	10312	10070
r53	9119	8939
r54	8838	8170
r55	9555	9217
r56	10148	10332
r57	8944	7860
r58	9121	7269
r59	4910	9276
r60	9557	7680
r61	5236	8422
r62	3850	5886
r63	8801	4716
r64	7751	6642
r65	8137	10731
r66	7163	10935
r67	7959	7923
r68	5051	7013
r69	4661	6988
r70	10212	10599
r71	8684	10528
r72	8690	6869
r73	10121	9138
r74	8913	4901
r75	9798	6107
r76	7891	10696
r77	6527	9490
r78	7780	9304
r79	10200	9187
r80	10191	10464
r81	8773	6587
r82	4741	4263
r83	8772	7056
r84	10172	10574
r85	9608	5717
r86	6567	7633
r87	7952	9359
r88	4823	6817
r89	8261	10616
r90	2281	8202
