restaurant	x	y
r1	26942	14463
r2	26807	14633
r3	23904	15427
r4	30987	13078
r5	30628	12232
r6	29216	16326
r7	25070	16157
r8	28336	21169
r9	34041	2329
r10	28882	14498
r11	29244	11059
r12	27482	16184
r13	26256	17057
r14	30353	12764
r15	22948	17048
r16	28049	17360
r17	24367	15407
r18	29487	17159
r19	29846	10041
r20	27987	18698
r21	27357	20317
r22	30621	13912
r23	28821	11227
r24	24780	19499
r25	7838	32022
r26	27500	17856
r27	29104	11998
r28	30358	13936
r29	31003	9829
r30	20988	31175
r31	30795	12383
r32	27324	13877
r33	22763	12966
r34	25977	13082
r35	25121	21126
r36	31001	11843
r37	33409	2287
r38	29544	17678
r39	28893	17126
r40	30908	13044
r41	26797	14588
r42	17263	27540
r43	24923	16177
r44	29516	17705
r45	24861	17884
r46	29551	17133
r47	26601	13811
r48	29123	14610
r49	18107	25904
r50	31118	9780
r51	28084	6797
r52	29714	12233
r53	26698	15426
r54	24280	16715
r55	23248	15392
r56	25941	15605
r57	31036	13429
r58	30681	12452
r59	29504	17414
r60	26671	5826
r61	28308	17838
r62	30597	11051
r63	30655	12257
r64	29511	15932
r65	26945	14657
r66	28389	19020
r67	28819	16679
r68	29087	11219
r69	24197	20735
r70	27354	20301
r71	19956	26058
r72	25702	13776
r73	28751	14901
r74	26998	14658
r75	26722	12969
r76	25655	20331
r77	29793	16557
r78	25908	15753
r79	27469	18885
r80	28724	11363
r81	14337	25911
r82	28446	8757
r83	29152	13966
r84	29358	18525
r85	30826	12684
r86	29830	16297
r87	29004	15523
r88	26842	14583
r89	29343	17131
r90	27335	18321
r91	26756	14190
r92	28659	18430
r93	27714	20303
r94	26825	19357
r95	29434	16044
r96	28524	17939
r97	28085	16685
r98	28600	17829
r99	24766	18615
r100	30961	11289
r101	23470	16046
r102	13345	30740
r103	28223	20650
r104	26310	10070
r105	29502	17514
r106	26527	11658
r107	31049	9580
r108	29196	18904
r109	29084	16413
r110	27502	17059
r111	31488	12800
r112	5139	28452
r113	25137	15970
r114	30796	13546
r115	27207	16260
r116	32345	3365
r117	27464	11125
r118	30834	12625
r119	25934	20082
r120	31417	12559
r121	26444	19504
r122	29219	11959
r123	31218	12533
r124	30912	11805
r125	30927	10999
r126	34440	2179
r127	18672	29216
r128	29172	11679
r129	29111	15461
r130	23143	16209
r131	26822	19295
r132	30204	15632
r133	28885	6539
r134	27855	16200
r135	29235	12517
r136	28195	15426
r137	26086	20667
r138	27124	14618
r139	31058	13047
r140	29274	6149
r141	30565	12233
r142	26733	16578
r143	5422	31877
r144	30611	12336
r145	28681	11764
r146	29130	15606
r147	27022	20315
r148	31130	13130
r149	31029	11330
r150	20434	33451
r151	23814	20990
r152	27141	16248
r153	15398	41563
r154	30964	12667
r155	29690	17056
r156	26257	10028
r157	29779	16403
r158	28819	15879
r159	31145	12492
r160	30095	13466
r161	29857	17050
r162	28837	18220
r163	27890	11649
r164	19687	24405
r165	27949	18337
r166	29243	16180
r167	30935	11451
r168	28110	12650
r169	29817	11500
r170	30295	13989
r171	26271	20261
r172	26939	20279
r173	30960	11181
r174	28018	8665
r175	14288	25935
r176	30388	12708
r177	26943	14440
r178	17688	23065
r179	31079	13229
r180	28465	17023
r181	29045	17857
r182	29817	11692
r183	26767	13011
r184	26937	13887
r185	22729	21027
r186	31109	13437
r187	31090	12895
r188	30829	10706
r189	28795	17498
r190	30895	10733
r191	27678	11420
r192	29225	14792
r193	30382	14739
r194	25960	15095
r195	30279	14039
r196	33013	2224
r197	29555	16787
r198	28725	15842
r199	29507	17366
r200	28548	8746
r201	27455	21153
r202	28368	19034
r203	30969	12888
r204	26228	7717
r205	30721	10628
r206	16035	26003
r207	29020	16315
r208	28876	5727
r209	28190	10043
r210	29235	15280
r211	30989	12666
r212	30262	14585
r213	33737	2269
r214	23404	13721
r215	28499	15294
r216	30421	13942
r217	26023	7693
r218	29117	17870
r219	30302	11026
r220	26226	7744
r221	28944	16380
r222	25971	13295
