courier	x	y	on_time	off_time
c1	5604	7462	470	560
c2	5647	7423	470	710
c3	6222	10731	485	605
c4	7743	6920	515	635
c5	7765	6894	515	755
c6	7768	6928	560	800
c7	7855	11516	575	755
c8	7708	6873	590	680
c9	9243	9078	590	770
c10	8420	8118	590	770
c11	8182	7052	605	725
c12	8165	7033	605	725
c13	2759	8630	605	785
c14	4902	8712	620	860
c15	6676	5430	620	860
c16	8155	7098	635	755
c17	7699	6926	635	755
c18	8219	9225	635	755
c19	7902	6949	650	770
c20	2133	8808	650	830
c21	4054	8908	665	785
c22	407	5528	665	785
c23	428	5520	665	785
c24	493	5539	665	905
c25	4228	8689	665	905
c26	8296	9231	680	800
c27	8233	9261	680	800
c28	5604	9320	680	800
c29	7910	5464	695	785
c30	8806	9392	695	815
c31	8767	9330	695	815
c32	7202	6688	695	875
c33	2130	8759	710	890
c34	6837	8761	710	890
c35	6756	6485	710	890
c36	9301	10432	710	890
c37	9382	9820	725	965
c38	7725	6934	725	965
c39	3593	6818	740	980
c40	3641	6835	740	980
c41	7865	6931	755	935
c42	7886	6897	755	935
c43	9168	10587	770	890
c44	7122	10555	815	935
c45	413	5536	815	935
c46	7112	10577	815	935
c47	8195	9237	815	995
c48	487	5544	815	995
c49	7861	6905	830	920
c50	2180	8790	830	920
c51	2117	8783	830	950
c52	8297	7730	830	950
c53	2111	8813	830	950
c54	2152	8795	830	1010
c55	2123	8789	830	1010
c56	8085	6047	845	965
c57	2152	8753	845	1025
c58	2152	8735	845	1025
c59	7906	6934	860	1040
c60	9373	9819	890	980
c61	2128	8791	905	1085
c62	4317	8255	905	1085
c63	4355	8712	920	1100
c64	6762	6480	920	1100
c65	4336	8743	920	1100
c66	9343	9797	935	1055
c67	9329	9787	935	1055
c68	3655	8908	980	1160
c69	8064	9308	980	1160
c70	8082	9385	980	1220
c71	4888	8675	980	1220
c72	8817	10191	980	1220
c73	8804	10173	980	1220
c74	8298	7745	995	1175
c75	2895	8584	995	1175
c76	8020	6350	995	1235
c77	5551	10568	995	1235
c78	2154	8789	995	1235
c79	3872	6866	1025	1205
c80	2179	8813	1025	1205
c81	8267	7766	1025	1205
c82	8415	9016	1025	1205
c83	9264	9052	1025	1205
c84	8372	7798	1025	1205
c85	9297	8991	1025	1265
c86	3908	6992	1040	1130
c87	6982	10546	1040	1220
c88	6970	10512	1040	1220
c89	8891	10192	1040	1220
c90	9056	10629	1040	1220
c91	3874	4169	1055	1235
c92	1386	8092	1055	1235
c93	6998	10527	1055	1295
c94	8193	8712	1055	1295
c95	9203	10457	1055	1295
c96	1372	8064	1055	1295
c97	8288	7693	1070	1190
c98	8048	6130	1070	1190
c99	8078	6542	1070	1190
c100	9002	10686	1070	1190
c101	8169	8932	1085	1325
c102	8145	11584	1085	1325
c103	8103	8986	1085	1325
c104	9206	10546	1100	1190
c105	1337	8060	1100	1190
c106	8243	7725	1115	1355
c107	3844	6666	1115	1355
c108	5958	10806	1160	1280
c109	8137	7200	1160	1280
c110	3920	6631	1190	1280
c111	7912	9329	1190	1280
c112	7943	9310	1190	1280
c113	8462	9327	1235	1355
c114	7854	9687	1235	1355
c115	7903	4750	1235	1355
c116	8527	9321	1235	1355
c117	7752	6763	1235	1355
c118	9403	8831	1250	1340
c119	9061	10629	1250	1370
c120	9041	10610	1250	1370
c121	4353	8692	1250	1370
c122	9021	10639	1250	1370
c123	4354	8687	1265	1385
c124	7899	9691	1265	1385
c125	7967	9357	1265	1385
c126	8902	9225	1265	1385
c127	6836	8977	1280	1400
c128	9043	10613	1280	1460
c129	8969	10622	1280	1460
c130	7867	6893	1295	1385
c131	6824	8893	1310	1400
c132	8075	6115	1325	1415
